Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Nature Reviews Immunology,20.611,Q1,371,148,438,http://www.nature.com/nri/index.html,1474-1733/1474-1741,A1
Annual Review of Immunology,13.842,Q1,289,24,73,https://www.annualreviews.org/journal/immunol,Sin informacion,No
Nature Reviews Microbiology,13.160,Q1,276,179,450,http://www.nature.com/nrmicro/index.html,1740-1526/1740-1534,A1
Nature Biotechnology,12.565,Q1,426,380,1088,https://www.nature.com/nbt/,1087-0156/1546-1696,A1
Immunity,11.977,Q1,377,255,777,http://www.cell.com/immunity/home,1074-7613/1097-4180,A1
Nature Immunology,9.283 ,Q1,368,285,758,https://www.nature.com/ni/,1529-2908/1529-2916,A1
Clinical Microbiology Reviews,8.664 ,Q1,263,40,99,https://cmr.asm.org/,0893-8512/1098-6618,A1
Science immunology,8.014 ,Q1,35,118,243,https://immunology.sciencemag.org/,2470-9468,A1
Nature Microbiology,7.922 ,Q1,58,315,716,https://www.nature.com/nmicrobiol/,2058-5276,A1
Journal of Experimental Medicine,7.757 ,Q1,432,220,703,https://rupress.org/jem,0022-1007/1540-9538,A1
Microbiology and Molecular Biology Reviews,7.365 ,Q1,238,21,77,http://mmbr.asm.org/,1092-2172/1098-5557,A1
Molecular Systems Biology,7.338 ,Q1,140,51,178,https://www.embopress.org/journal/17444292,1744-4292,A1
Cell Host and Microbe,7.168 ,Q1,163,198,620,https://www.cell.com/cell-host-microbe/home,1931-3128/1934-6069,A1
EMBO Journal,7.086 ,Q1,381,282,756,https://www.embopress.org/journal/14602075,0261-4189/1460-2075,A1
Annual Review of Microbiology,6.517 ,Q1,185,31,87,https://www.annualreviews.org/journal/micro,Sin informacion,No
The Lancet HIV,6.395 ,Q1,44,201,468,https://www.journals.elsevier.com/the-lancet-hiv,2352-3018,A1
Annals of the Rheumatic Diseases,6.142 ,Q1,228,647,1221,http://ard.bmj.com/content/by/year,0003-4967/1468-2060,A1
eLife,6.079 ,Q1,115,1675,4167,https://elifesciences.org/magazine,2050-084X,A1
Immunological Reviews,6.063 ,Q1,214,90,306,https://onlinelibrary.wiley.com/journal/1600065x,0105-2896/1600-065X,A1
Trends in Immunology,5.917 ,Q1,218,108,286,https://www.cell.com/trends/immunology/home,1471-4906/1471-4981,A1
