Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Journal of Human Growth and Development,0.337 ,Q4,10,49,139,https://www.revistas.usp.br/jhgd/about/submissions#authorGuidelines,Sin informacion,No
International Journal of Developmental Sciences,0.293 ,Q4,20,7,47,https://www.scimagojr.com/journalsearch.php?q=21100244818&tip=sid&clean=0,2191-7485/2192-001X,B
Asian Perspective,0.292 ,Q4,19,29,87,http://www.asianperspective.org/,0258-9184,C
"Journal of Religion, Spirituality and Aging",0.288 ,Q4,18,27,77,https://www.tandfonline.com/toc/wrsa20/current,Sin informacion,No
Generations,0.235 ,Q4,33,63,204,https://www.scimagojr.com/journalsearch.php?q=29022&tip=sid&clean=0,0738-7806,C
Psychologie du Travail et des Organisations,0.216 ,Q4,8,26,74,https://www.scimagojr.com/journalsearch.php?q=4100151502&tip=sid&clean=0,1420-2530,C
Halduskultuur,0.214 ,Q4,11,6,24,http://halduskultuur.eu/journal/index.php/HKAC/index,1736-6070/1736-6089,C
International Journal of Human Factors and Ergonomics,0.214 ,Q4,5,19,34,https://www.inderscience.com/jhome.php?jcode=ijhfe,2045-7804/2045-7812,C
Transylvanian Review of Administrative Sciences,0.205 ,Q4,13,24,105,https://rtsa.ro/tras/index.php/tras,1842-2845/2247-8310,B
International Journal of Public Sector Performance Management,0.204 ,Q4,6,34,58,https://www.inderscience.com/jhome.php?jcode=ijpspm,1741-1041/1741-105X,B
Salud y Drogas,0.202 ,Q4,9,31,78,https://www.haaj.org/,1578-5319/1988-205X,C
Index de Enfermeria,0.201 ,Q4,9,18,133,http://ciberindex.com/index.php/ie/,1132-1296,B
International Journal of Disability Management,0.189 ,Q4,8,2,16,https://www.cambridge.org/core/journals/international-journal-of-disability-management,1833-8550/1834-4887,C
Journal of Enabling Technologies,0.188 ,Q4,16,24,59,https://www.emeraldinsight.com/journal/jet,2398-6263,B
Health Psychology and Behavioral Medicine,0.187 ,Q4,2,22,13,https://www.scimagojr.com/journalsearch.php?q=21100945900&tip=sid&clean=0,2164-2850,C
"Journal of Public Budgeting, Accounting and Financial Management",0.187 ,Q4,9,35,57,https://www.emerald.com/insight/publication/issn/1096-3367,Sin informacion,No
Alberta Journal of Educational Research,0.185 ,Q4,20,21,78,https://journalhosting.ucalgary.ca/index.php/ajer/index,0002-4805/1923-1857,C
Journal of Consumer Health on the Internet,0.185 ,Q4,12,35,92,http://www.informaworld.com/smpp/title~content=t792303980~db=all,1539-8285,C
Journal of Science Education (discontinued),0.185 ,Q4,4,8,73,https://www.oei.es/historico/co67.htm,Sin informacion,No
"International Journal of Cyber Behavior, Psychology and Learning",0.184 ,Q4,14,14,63,https://www.igi-global.com/journal/international-journal-cyber-behavior-psychology/1182,Sin informacion,No
Hacettepe Egitim Dergisi,0.183 ,Q4,15,48,191,https://www.scimagojr.com/journalsearch.php?q=19600157924&tip=sid&clean=0,1300-5340,C
Home healthcare now,0.183 ,Q4,25,95,330,https://journals.lww.com/homehealthcarenurseonline/pages/default.aspx,2374-4529/2374-4537,B
Revista Mexicana de Fisica,0.183 ,Q4,24,40,178,https://www.scimagojr.com/journalsearch.php?q=29758&tip=sid&clean=0,0035-001X,C
Journal of Disability and Religion,0.182 ,Q4,12,22,96,https://www.scimagojr.com/journalsearch.php?q=21100324716&tip=sid&clean=0,2331-2521/2331-253X,A1
Mens Sana Monographs,0.182 ,Q4,17,0,12,http://www.msmonographs.org/whymsm.asp,Sin informacion,No
Middle School Journal,0.182 ,Q4,16,28,74,https://www.scimagojr.com/journalsearch.php?q=21100899297&tip=sid&clean=0,0094-0771/2327-6223,C
Research in Educational Administration and Leadership,0.182 ,Q4,2,24,35,https://www.scimagojr.com/journalsearch.php?q=21100903818&tip=sid&clean=0,2564-7261,C
Travail Humain,0.182 ,Q4,21,12,37,https://www.cairn.info/revue-le-travail-humain.htm,0041-1868/2104-3663,B
European Journal of Adapted Physical Activity,0.181 ,Q4,4,13,22,https://eujapa.upol.cz/,1803-3857,C
Maritime Business Review,0.181 ,Q4,3,27,30,https://www.scimagojr.com/journalsearch.php?q=21100913309&tip=sid&clean=0,2397-3757/2397-3765,B
Asia-Pacific Journal of Research in Early Childhood Education,0.180 ,Q4,1,19,17,http://www.pecerajournal.com/,Sin informacion,No
Journal of Interactive Online Learning,0.180 ,Q4,32,0,18,http://www.ncolr.org/jiol/,1541-4914,C
Acta Bioethica,0.178 ,Q4,7,30,103,https://www.scimagojr.com/journalsearch.php?q=10600153355&tip=sid&clean=0,0717-5906/1726-569X,C
European Journal for Research on the Education and Learning of Adults,0.178 ,Q4,7,20,46,https://www.rela.ep.liu.se/,2000-7426,C
International Journal of Evidence Based Coaching and Mentoring,0.178 ,Q4,2,30,33,https://radar.brookes.ac.uk/radar/items/b6bb9783-f20a-44f6-9e07-f9bdf4437eb1/1/,1741-8305,B
International Journal of Special Education,0.178 ,Q4,22,11,110,http://www.internationalsped.com/policy.cfm,0827-3383/1917-7844,B
Analise Psicologica,0.176 ,Q4,7,35,108,https://www.scimagojr.com/journalsearch.php?q=21100228079&tip=sid&clean=0,0870-8231,C
"Proceedings of International Conference of the Learning Sciences, ICLS",0.176 ,Q4,10,0,745,https://www.isls.org/conferences/icls,Sin informacion,No
Studia Paedagogica,0.176 ,Q4,2,21,68,http://www.phil.muni.cz/journals/index.php/studia-paedagogica/index,1803-7437/2336-4521,C
Strategies,0.175 ,Q4,8,50,171,https://www.scimagojr.com/journalsearch.php?q=21100898771&tip=sid&clean=0,0892-4562/2168-3778,C
Zeitschrift fur Padagogik (Beiheft),0.175 ,Q4,10,19,29,https://www.scimagojr.com/journalsearch.php?q=21575&tip=sid&clean=0,Sin informacion,No
Australian Educational Computing,0.174 ,Q4,12,9,19,http://www.acce.edu.au/item.asp?pid=1120,0816-9020,C
Higher Education Forum,0.174 ,Q4,3,0,42,https://www.scimagojr.com/journalsearch.php?q=21100880214&tip=sid&clean=0,2432-9614,C
Journal of Technical Education and Training,0.174 ,Q4,3,57,52,https://publisher.uthm.edu.my/ojs/index.php/JTET,2229-8932,C
Perspectives in Education,0.173 ,Q4,19,0,69,http://journals.sabinet.co.za/ej/ejour_persed.html,0258-2236,C
History of Education,0.172 ,Q4,17,48,135,http://www.informaworld.com/smpp/title~content=t713599897~db=all,0046-760X/1464-5130,B
International Review of Public Administration,0.172 ,Q4,14,18,55,http://www.kapa21.or.kr/english/irpainfo.htm,1229-4659/2331-7795,C
Religion and Education,0.172 ,Q4,11,28,64,https://www.scimagojr.com/journalsearch.php?q=19700194015&tip=sid&clean=0,1550-7394/1949-8381,A1
Educational Theory,0.171 ,Q4,40,41,126,http://www.wiley.com/bw/journal.asp?ref=0013-2004,0013-2004,C
International Journal of Organization Theory and Behavior,0.171 ,Q4,6,25,66,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=ijotb,1093-4537,C
Maritime Affairs,0.171 ,Q4,4,11,65,https://www.tandfonline.com/toc/rnmf20/current,1946-6609,B
Revista Latinoamericana de Investigacion en Matematica Educativa,0.171 ,Q4,8,15,45,https://www.scimagojr.com/journalsearch.php?q=19700173306&tip=sid&clean=0,Sin informacion,No
Open Public Health Journal,0.170 ,Q4,5,70,101,https://benthamopen.com/TOPHJ/home/,1874-9445,B
Journal of Physical Education (Maringa),0.169 ,Q4,8,74,199,http://www.periodicos.uem.br/ojs/index.php/RevEducFis/index,Sin informacion,No
Educacion Quimica,0.168 ,Q4,8,0,89,https://www.scimagojr.com/journalsearch.php?q=19700188119&tip=sid&clean=0,0187-893X/1870-8404,C
International Journal of Learning and Change,0.168 ,Q4,5,26,53,https://www.inderscience.com/jhome.php?jcode=ijlc,1740-2875/1740-2883,C
Kuram ve Uygulamada Egitim Bilimleri,0.168 ,Q4,18,26,519,https://jestp.com/index.php/estp,2148-7561/2630-5984,C
Pegem Egitim ve Ogretim Dergisi,0.168 ,Q4,2,27,72,http://www.pegegog.net/index.php/pegegog,2146-0655/2148-239X,C
Resonance,0.168 ,Q4,13,107,318,http://www.springer.com/education+%26+language/science+education/journal/12045,0971-8044/0973-712X,B
Teaching Statistics,0.168 ,Q4,12,26,73,https://www.scimagojr.com/journalsearch.php?q=21100202933&tip=sid&clean=0,0141-982X/1467-9639,C
Zeitschrift fur Entwicklungspsychologie und Padagogische Psychologie,0.168 ,Q4,22,4,58,http://www.hogrefe.de/zeitschriften/zeitschrift-fuer-entwicklungspsychologie-und-paedagogische-psychologie/,0049-8637/2190-6262,C
TEM Journal,0.167 ,Q4,5,205,239,https://www.temjournal.com/,2217-8309/2217-8333,B
Aloma,0.166 ,Q4,2,7,11,https://www.scimagojr.com/journalsearch.php?q=21100898825&tip=sid&clean=0,1138-3194/2339-9694,C
Emerald Emerging Markets Case Studies,0.166 ,Q4,4,103,263,https://www.scimagojr.com/journalsearch.php?q=21100942398&tip=sid&clean=0,2045-0621,B
"Pixel-Bit, Revista de Medios y Educacion",0.166 ,Q4,2,20,33,https://www.scimagojr.com/journalsearch.php?q=21100900141&tip=sid&clean=0,Sin informacion,No
Hellenic Journal of Psychology,0.165 ,Q4,7,11,48,https://www.scimagojr.com/journalsearch.php?q=21100211343&tip=sid&clean=0,1790-1391,C
History of Education and Children's Literature,0.165 ,Q4,5,91,191,https://www.scimagojr.com/journalsearch.php?q=19900192618&tip=sid&clean=0,Sin informacion,No
International Journal of Water,0.165 ,Q4,14,17,68,http://www.inderscience.com/browse/index.php?journalID=32,1465-6620/1741-5322,C
On the Horizon,0.165 ,Q4,23,32,109,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=oth,1074-8121,C
Revista Venezolana de Gerencia,0.165 ,Q4,8,50,116,https://www.produccioncientificaluz.org/index.php/rvg/index,1315-9984,B
TECHNE,0.165 ,Q4,6,32,271,http://www.fupress.net/index.php/techne,2239-0243,A2
Transactional Analysis Journal,0.165 ,Q4,1,26,33,https://www.scimagojr.com/journalsearch.php?q=21100899503&tip=sid&clean=0,0362-1537/2329-5244,C
Zbornik Instituta za Pedagoska Istrazivanja,0.165 ,Q4,6,15,55,https://www.scimagojr.com/journalsearch.php?q=7200153137&tip=sid&clean=0,0579-6431,C
Higher Learning Research Communications,0.164 ,Q4,2,11,10,https://www.scimagojr.com/journalsearch.php?q=21100900271&tip=sid&clean=0,2157-6254,C
