Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Genetics Research International,0.378 ,Q4,8,2,21,https://www.hindawi.com/journals/gri/,2090-3154/2090-3162,C
European Annals of Allergy and Clinical Immunology,0.333 ,Q4,32,38,141,https://www.scimagojr.com/journalsearch.php?q=50122&tip=sid&clean=0,1764-1489,C
Human Biology,0.332 ,Q4,52,10,62,http://wsupress.wayne.edu/journals/humanbio.htm,0018-7143/1534-6617,B
Birth Defects Research Part B - Developmental and Reproductive Toxicology,0.331 ,Q4,48,0,21,http://www3.interscience.wiley.com/journal/102527215/home,Sin informacion,No
Medizinische Genetik,0.329 ,Q4,7,30,84,https://www.scimagojr.com/journalsearch.php?q=18963&tip=sid&clean=0,0936-5931/1863-5490,C
Immunological Medicine,0.308 ,Q4,13,28,126,https://www.scimagojr.com/journalsearch.php?q=21100870666&tip=sid&clean=0,2578-5826,C
Allergo Journal International,0.306 ,Q4,4,31,31,https://www.scimagojr.com/journalsearch.php?q=21100854121&tip=sid&clean=0,2197-0378,C
Clinical Liver Disease,0.303 ,Q4,11,110,232,https://www.scimagojr.com/journalsearch.php?q=21100254589&tip=sid&clean=0,2046-2484,C
Allergo Journal,0.288 ,Q4,23,0,181,http://www.allergo-journal.de/home.do;jsessionid=1095584B4B334CE5027FE683DF0F53DC,2195-6405,C
BAG - Journal of Basic and Applied Genetics (discontinued),0.276 ,Q4,8,0,18,http://ppct.caicyt.gov.ar/index.php/bag,Sin informacion,No
Medecine et Maladies Infectieuses,0.273 ,Q4,33,144,639,http://www.elsevier.com/wps/find/journaldescription.cws_home/620117/description#description,0399-077X/1769-6690,C
Biological Rhythm Research,0.272 ,Q4,32,287,287,http://www.informaworld.com/smpp/title~content=t713734219~db=all,0929-1016/1744-4179,B
Journal of Immunoassay and Immunochemistry,0.268 ,Q4,25,53,164,https://www.tandfonline.com/loi/ljii20,1532-1819/1532-4230,B
Meta Gene,0.268 ,Q4,17,111,328,https://www.journals.elsevier.com/meta-gene,2214-5400,C
Physiology International,0.267 ,Q4,27,34,127,https://akademiai.com/loi/2060,2498-602X,C
Journal of Investigative Medicine High Impact Case Reports,0.262 ,Q4,8,96,259,https://us.sagepub.com/en-us/nam/journal/journal-investigative-medicine-high-impact-case-reports#description,2324-7096,B
Antibodies,0.261 ,Q4,5,0,5,https://www.mdpi.com/journal/antibodies,Sin informacion,No
Hamostaseologie,0.261 ,Q4,31,59,108,http://www.schattauer.de/de/magazine/uebersicht/zeitschriften-a-z/haemostaseologie.html,0720-9355/2567-5761,C
Reumatologia Clinica,0.256 ,Q4,22,185,363,http://www.reumatologiaclinica.org/reuma/ctl_servlet?_f=1,1699-258X,C
Egyptian Journal of Medical Human Genetics,0.251 ,Q4,14,37,193,https://www.scimagojr.com/journalsearch.php?q=19700175117&tip=sid&clean=0,1110-8630/2090-2441,C
Case Reports in Immunology,0.250 ,Q4,2,0,6,https://www.hindawi.com/journals/crii/,Sin informacion,No
Current Research in Environmental and Applied Mycology,0.249 ,Q4,4,18,83,https://www.creamjournal.org/,2229-2225,B
