Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Neurochemistry International,1.200 ,Q3,117,254,517,https://www.journals.elsevier.com/neurochemistry-international,0197-0186/1872-9754,A2
Cellular and Molecular Neurobiology,1.126 ,Q3,87,119,400,https://www.springer.com/journal/10571,0272-4340/1573-6830,A1
Molecular Pain,1.117 ,Q3,78,93,312,https://journals.sagepub.com/home/mpx,1744-8069,A1
Journal of Huntington's disease,1.110 ,Q3,21,47,101,https://www.iospress.nl/journal/journal-of-huntingtons-disease/,Sin informacion,No
Purinergic Signalling,1.086 ,Q3,55,50,151,http://www.springer.com/biomed/journal/11302,1573-9538/1573-9546,A2
Psychiatry Research,1.019 ,Q3,127,753,2525,http://www.elsevier.com/wps/find/journaldescription.cws_home/522773/description#description,0165-1781/1872-7123,A1
Synapse,1.014 ,Q3,103,37,138,http://www3.interscience.wiley.com/journal/36341/home,0887-4476/1098-2396,B
Muscle and Nerve,0.959 ,Q3,139,319,1125,http://www3.interscience.wiley.com/journal/32891/home,0148-639X/1097-4598,A2
Experimental Neurobiology,0.956 ,Q3,12,60,134,https://enjournal.org/,1226-2560/2093-8144,A2
Neuropsychobiology,0.912 ,Q3,81,57,128,http://content.karger.com/ProdukteDB/produkte.asp?Aktion=JournalHome&ProduktNr=224082,0302-282X/1423-0224,A2
Neurochemical Research,0.910 ,Q3,113,262,906,http://www.springer.com/biomed/neuroscience/journal/11064,0364-3190/1573-6903,A1
Acta Neuropsychiatrica,0.893 ,Q3,30,54,126,http://www.wiley.com/bw/journal.asp?ref=0924-2708&site=1,0924-2708/1601-5215,A2
Journal of Fluency Disorders,0.886 ,Q3,52,17,83,http://www.elsevier.com/wps/find/journaldescription.cws_home/505771/description#description,0094-730X/1873-801X,A1
Peptides,0.878 ,Q3,117,124,459,http://www.elsevier.com/wps/find/journaldescription.cws_home/525495/description#description,0196-9781/1873-5169,A2
