Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Pharmacological Reviews,7.179 ,Q1,221,22,72,http://pharmrev.aspetjournals.org/,0031-6997/1521-0081,A1
Nature Reviews Drug Discovery,7.018 ,Q1,309,188,786,https://www.nature.com/nrd/,1474-1776/1474-1784,A1
Nano Today,6.198 ,Q1,131,60,150,https://www.journals.elsevier.com/nano-today/,1748-0132/1878-044X,A1
Annual Review of Pharmacology and Toxicology,5.153 ,Q1,197,29,92,https://www.annualreviews.org/journal/pharmtox,Sin informacion,No
Perspectives in Medicinal Chemistry,4.450 ,Q1,16,0,2,https://journals.sagepub.com/home/pmd,Sin informacion,No
Trends in Pharmacological Sciences,4.195 ,Q1,211,101,286,https://www.cell.com/trends/pharmacological-sciences/home,0165-6147/1873-3735,A1
Journal for ImmunoTherapy of Cancer,4.194 ,Q1,45,357,350,https://jitc.biomedcentral.com/,2051-1426,A1
Advanced Drug Delivery Reviews,4.082 ,Q1,297,169,513,https://www.journals.elsevier.com/advanced-drug-delivery-reviews,0169-409X/1872-8294,A1
Drug Resistance Updates,3.920 ,Q1,105,17,67,http://www.elsevier.com/wps/find/journaldescription.cws_home/623026/description#description,1368-7646/1532-2084,A1
Molecular Therapy,3.489 ,Q1,168,223,777,https://www.cell.com/molecular-therapy-family/home,1525-0016/1525-0024,A1
Natural Product Reports,3.421 ,Q1,168,111,218,https://www.rsc.org/journals-books-databases/about-journals/npr/,0265-0568/1460-4752,A1
Pharmacology and Therapeutics,3.348 ,Q1,193,149,433,https://www.journals.elsevier.com/pharmacology-and-therapeutics,0163-7258/1879-016X,A1
Cell Chemical Biology,3.283 ,Q1,175,184,535,https://www.cell.com/cell-chemical-biology/home,2451-9448/2451-9456,A1
Neuropsychopharmacology,3.122 ,Q1,214,327,958,https://www.nature.com/npp/,0893-133X/1740-634X,A1
Cellular and Molecular Life Sciences,2.970 ,Q1,210,431,890,https://www.springer.com/journal/18,1420-682X/1420-9071,A1
Protein & Cell,2.827 ,Q1,54,115,316,https://www.springer.com/journal/13238,Sin informacion,No
Pain,2.563 ,Q1,250,310,1023,https://journals.lww.com/pain/pages/default.aspx,0304-3959/1872-6623,A1
British Journal of Pharmacology,2.493 ,Q1,202,369,959,http://www3.interscience.wiley.com/journal/121548564/home,0007-1188/1476-5381,A1
npj Vaccines,2.465 ,Q1,15,54,107,https://www.nature.com/npjvaccines/,2059-0105,A1
Medicinal Research Reviews,2.385 ,Q1,126,86,124,https://onlinelibrary.wiley.com/journal/10981128,0198-6325/1098-1128,A1
Theranostics,2.348 ,Q1,80,563,1011,https://www.thno.org/,1838-7640,A1
Journal of Antimicrobial Chemotherapy,2.230 ,Q1,185,600,1718,https://academic.oup.com/jac,0305-7453/1460-2091,A1
Journal of Controlled Release,2.230 ,Q1,256,483,1546,https://www.journals.elsevier.com/journal-of-controlled-release,0168-3659/1873-4995,A1
Neurotherapeutics,2.230 ,Q1,108,119,281,https://www.springer.com/journal/13311,1878-7479/1933-7213,A1
Emerging Microbes and Infections,2.212 ,Q1,38,172,415,https://www.tandfonline.com/toc/temi20/current,2222-1751,A1
Nucleic Acid Therapeutics,2.176 ,Q1,63,39,119,https://home.liebertpub.com/publications/nucleic-acid-therapeutics/601/overview,2159-3337/2159-3345,A1
PLoS Neglected Tropical Diseases,2.148 ,Q1,121,743,2658,https://journals.plos.org/plosntds/,1935-2727/1935-2735,A1
Advanced healthcare materials,2.135 ,Q1,74,353,998,https://onlinelibrary.wiley.com/journal/21922659,2192-2640/2192-2659,A1
Antimicrobial Agents and Chemotherapy,2.135 ,Q1,247,806,2968,https://aac.asm.org/,0066-4804/1098-6596,A1
Journal of Medicinal Chemistry,2.093 ,Q1,251,744,2247,https://pubs.acs.org/journal/jmcmar,0022-2623/1520-4804,A1
Molecular Therapy - Nucleic Acids,2.089 ,Q1,50,293,504,https://www.cell.com/molecular-therapy-family/home,Sin informacion,No
npj Systems Biology and Applications,2.043 ,Q1,14,43,99,https://www.nature.com/npjsba/,2056-7189,A1
"Nanotechnology, Science and Applications",2.004 ,Q1,26,5,23,https://www.dovepress.com/nanotechnology-science-and-applications-journal,Sin informacion,No
Journal of Molecular Medicine,2.003 ,Q1,134,137,369,https://www.springer.com/journal/109,0946-2716/1432-1440,A1
Emerging Contaminants,1.993 ,Q1,14,33,49,https://www.sciencedirect.com/journal/emerging-contaminants,2405-6642/2405-6650,A1
Current Opinion in Pharmacology,1.989 ,Q1,127,113,338,https://www.sciencedirect.com/journal/current-opinion-in-pharmacology,1471-4892/1471-4973,A1
Clinical Pharmacology and Therapeutics,1.986 ,Q1,183,418,729,https://ascpt.onlinelibrary.wiley.com/journal/15326535,0009-9236/1532-6535,A1
Environmental Pollution,1.968 ,Q1,211,1627,3541,https://www.journals.elsevier.com/environmental-pollution,0269-7491/1873-6424,A1
Particle and Fibre Toxicology,1.922 ,Q1,92,48,169,https://particleandfibretoxicology.biomedcentral.com/,1743-8977,A1
Drug and Alcohol Dependence,1.909 ,Q1,158,507,1356,https://www.sciencedirect.com/journal/drug-and-alcohol-dependence,0376-8716/1879-0046,A1
Drug Discovery Today,1.896 ,Q1,167,263,620,https://www.sciencedirect.com/journal/drug-discovery-today,1359-6446/1878-5832,A1
Current Opinion in Systems Biology,1.809 ,Q1,12,76,193,https://www.sciencedirect.com/journal/current-opinion-in-systems-biology,2452-3100,A1
Acta Pharmaceutica Sinica B,1.792 ,Q1,39,129,256,https://www.journals.elsevier.com/acta-pharmaceutica-sinica-b/,2211-3835/2211-3843,A1
Journal of Toxicology and Environmental Health - Part B: Critical Reviews,1.766 ,Q1,78,9,63,https://www.tandfonline.com/loi/uteb20,Sin informacion,No
Expert Review of Vaccines,1.746 ,Q1,81,103,358,https://www.tandfonline.com/toc/ierv20/current,1476-0584/1744-8395,A1
Vaccines,1.743 ,Q1,29,209,182,https://www.mdpi.com/journal/vaccines,2076-393X,A1
Progress in Neuro-Psychopharmacology and Biological Psychiatry,1.714 ,Q1,123,279,652,https://www.journals.elsevier.com/progress-in-neuro-psychopharmacology-and-biological-psychiatry,Sin informacion,No
Expert Opinion on Therapeutic Targets,1.699 ,Q1,83,92,320,https://www.tandfonline.com/loi/iett20,1472-8222/1744-7631,A1
International Journal of Neuropsychopharmacology,1.695 ,Q1,101,59,381,https://academic.oup.com/ijnp,1461-1457/1469-5111,A1
European Neuropsychopharmacology,1.652 ,Q1,107,136,448,https://www.journals.elsevier.com/european-neuropsychopharmacology,0924-977X/1873-7862,A1
Neuropharmacology,1.638 ,Q1,159,408,1389,https://www.sciencedirect.com/journal/neuropharmacology,0028-3908/1873-7064,A1
Reviews of Physiology Biochemistry and Pharmacology,1.618 ,Q1,62,0,19,https://www.springer.com/series/112,Sin informacion,No
Pharmacological Research,1.609 ,Q1,126,418,1063,https://www.journals.elsevier.com/pharmacological-research,1043-6618/1096-1186,A1
Antiviral Research,1.596 ,Q1,115,210,685,https://www.journals.elsevier.com/antiviral-research,0166-3542/1872-9096,A1
Human Genomics,1.594 ,Q1,50,69,123,https://humgenomics.biomedcentral.com/,1473-9542/1479-7364,A1
Handbook of Experimental Pharmacology,1.559 ,Q1,85,125,318,https://www.springer.com/series/164,Sin informacion,No
Addictive Behaviors,1.558 ,Q1,120,450,997,https://www.journals.elsevier.com/addictive-behaviors,0306-4603/1873-6327,A1
"Journal of immunotherapy (Hagerstown, Md. : 1997)",1.557 ,Q1,87,50,144,https://journals.lww.com/immunotherapy-journal/pages/default.aspx,Sin informacion,No
Topics in antiviral medicine,1.554 ,Q1,42,20,49,https://www.iasusa.org/activities/topics-in-antiviral-medicine/current-issues/,2161-5853/2161-5861,A1
Addiction Biology,1.551 ,Q1,74,207,364,https://onlinelibrary.wiley.com/journal/13691600,1355-6215/1369-1600,A1
Clinical Trials,1.549 ,Q1,58,101,258,https://journals.sagepub.com/home/ctj,1740-7745/1740-7753,A1
Current Neuropharmacology,1.531 ,Q1,65,85,317,https://benthamscience.com/journals/current-neuropharmacology/,1570-159X/1875-6190,A1
Molecular Pharmacology,1.517 ,Q1,194,150,429,http://molpharm.aspetjournals.org/,0026-895X/1521-0111,A1
Biochemical Pharmacology,1.509 ,Q1,192,323,927,https://www.journals.elsevier.com/biochemical-pharmacology,0006-2952/1873-2968,A1
Investigational New Drugs,1.493 ,Q1,83,210,318,https://www.springer.com/journal/10637/,0167-6997/1573-0646,A1
PharmacoEconomics,1.453 ,Q1,97,134,358,https://www.springer.com/journal/40273,1170-7690/1179-2027,A1
Applied and Translational Genomics,1.423 ,Q1,16,0,32,https://www.journals.elsevier.com/applied-and-translational-genomics,Sin informacion,No
Clinical Pharmacokinetics,1.417 ,Q1,157,141,364,https://www.springer.com/journal/40262,0312-5963/1179-1926,A1
Archives of Toxicology,1.379 ,Q1,103,272,809,https://www.springer.com/journal/204,0340-5761/1432-0738,A1
British Journal of Clinical Pharmacology,1.378 ,Q1,137,363,925,https://bpspubs.onlinelibrary.wiley.com/journal/13652125,0306-5251/1365-2125,A1
"Nanomedicine: Nanotechnology, Biology, and Medicine",1.372 ,Q1,116,222,687,https://www.journals.elsevier.com/nanomedicine-nanotechnology-biology-and-medicine,Sin informacion,No
Cardiovascular Drugs and Therapy,1.360 ,Q1,66,81,204,https://www.springer.com/journal/10557,0920-3206/1573-7241,A1
F1000Research,1.357 ,Q1,45,777,2299,https://f1000research.com/,2046-1402,A1
Journal of Psychopharmacology,1.342 ,Q1,112,151,438,https://journals.sagepub.com/home/jop,0269-8811/1461-7285,A1
Nanotoxicology,1.340 ,Q1,78,87,330,https://www.tandfonline.com/toc/inan20/current,1743-5390/1743-5404,A1
Journal of Nanobiotechnology,1.335 ,Q1,67,126,279,https://jnanobiotechnology.biomedcentral.com/,1477-3155,A1
Journal of Studies on Alcohol and Drugs,1.317 ,Q1,122,93,385,https://www.jsad.com/,1937-1888/1938-4114,A1
BioDrugs,1.304 ,Q1,63,65,159,https://www.springer.com/journal/40259,1173-8804/1179-190X,A1
Cancer Nanotechnology,1.299 ,Q1,21,11,32,https://cancer-nano.biomedcentral.com/,1868-6958/1868-6966,A1
Journal of Analytical Toxicology,1.297 ,Q1,74,107,320,http://www.jatox.com/index.php/vmchk.html,0146-4760/1945-2403,A1
Clinical Cancer Drugs,1.287 ,Q1,4,0,1,https://benthamscience.com/journals/clinical-cancer-drugs/,Sin informacion,No
Nanotheranostics,1.271 ,Q1,12,24,65,https://www.ntno.org/,2206-7418,A1
Altex,1.270 ,Q1,47,68,131,https://www.springer.com/journal/12270,1868-596X/1868-8551,A1
Bioconjugate Chemistry,1.266 ,Q1,168,314,1101,https://pubs.acs.org/journal/bcches,1043-1802/1520-4812,A1
EPMA Journal,1.263 ,Q1,29,36,97,https://www.springer.com/journal/13167,1878-5077/1878-5085,A1
International Journal for Parasitology: Drugs and Drug Resistance,1.257 ,Q1,31,51,155,https://www.sciencedirect.com/journal/international-journal-for-parasitology-drugs-and-drug-resistance,Sin informacion,No
Biomarker Insights,1.253 ,Q1,28,16,72,https://journals.sagepub.com/home/bmi,1177-2719,A1
Psychopharmacology,1.253 ,Q1,190,308,957,https://www.springer.com/journal/213,0033-3158/1432-2072,A1
Alcoholism: Clinical and Experimental Research,1.246 ,Q1,150,267,780,https://onlinelibrary.wiley.com/journal/15300277,Sin informacion,No
Pharmaceuticals,1.245 ,Q1,50,184,309,http://www.mdpi.com/journal/pharmaceuticals/,1424-8247,A1
Clinical and Experimental Vaccine Research,1.243 ,Q1,9,18,39,https://www.ecevr.org/,2287-3651/2287-366X,A1
CNS Neuroscience and Therapeutics,1.241 ,Q1,64,152,365,https://onlinelibrary.wiley.com/journal/17555949,1755-5930/1755-5949,A1
Therapeutic Advances in Neurological Disorders,1.240 ,Q1,44,74,161,https://us.sagepub.com/en-us/nam/therapeutic-advances-in-neurological-disorders/journal201898,1756-2856/1756-2864,A1
Cancer Chemotherapy and Pharmacology,1.239 ,Q1,105,261,786,https://www.springer.com/journal/280,0344-5704/1432-0843,A1
Journal of NeuroImmune Pharmacology,1.235 ,Q1,66,94,174,https://www.springer.com/journal/11481,1557-1890/1557-1904,A1
Frontiers in Pharmacology,1.228 ,Q1,71,1430,2887,https://www.frontiersin.org/journals/pharmacology,1663-9812,A1
Pharmaceutical Statistics,1.223 ,Q1,36,69,166,https://onlinelibrary.wiley.com/journal/15391612,1539-1604/1539-1612,A1
Cell Biology and Toxicology,1.216 ,Q1,59,61,124,https://www.springer.com/journal/10565,0742-2091/1573-6822,A1
Molecular Pharmaceutics,1.213 ,Q1,120,469,1400,https://pubs.acs.org/journal/mpohbp,1543-8384/1543-8392,A1
Acta Pharmacologica Sinica,1.195 ,Q1,84,184,509,https://www.nature.com/aps/,1671-4083/1745-7254,A1
Expert Opinion on Investigational Drugs,1.180 ,Q1,101,103,365,https://www.tandfonline.com/loi/ieid20,1354-3784/1744-7658,A1
Clinical and Translational Science,1.175 ,Q1,39,92,185,https://ascpt.onlinelibrary.wiley.com/journal/17528062,1752-8054/1752-8062,A1
Toxicological Sciences,1.175 ,Q1,175,234,833,https://academic.oup.com/toxsci,1096-0929/1096-6080,A1
Antibiotics,1.173 ,Q1,26,267,187,https://www.mdpi.com/journal/antibiotics,2079-6382,A1
Journal of Natural Products,1.165 ,Q1,132,424,1185,https://pubs.acs.org/journal/jnprdf,0163-3864/1520-6025,A1
Drug Discovery Today: Technologies,1.162 ,Q1,45,14,105,https://www.sciencedirect.com/journal/drug-discovery-today-technologies,Sin informacion,No
Expert Opinion on Drug Discovery,1.160 ,Q1,56,113,319,https://www.tandfonline.com/loi/iedc20,1746-0441/1746-045X,A1
ACS Medicinal Chemistry Letters,1.158 ,Q1,60,305,700,https://pubs.acs.org/journal/amclct,1948-5875,A1
Drug Safety,1.148 ,Q1,120,134,361,https://www.springer.com/journal/40264,0114-5916/1179-1942,A1
Journal of Pharmacology and Experimental Therapeutics,1.148 ,Q1,219,265,681,http://jpet.aspetjournals.org/,0022-3565/1521-0103,A1
European Journal of Medicinal Chemistry,1.144 ,Q1,151,969,2631,https://www.journals.elsevier.com/european-journal-of-medicinal-chemistry/,0223-5234/1768-3254,A1
