Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Journal of Immunotoxicology,0.609 ,Q3,34,20,143,http://informahealthcare.com/iht,1547-6901/1547-691X,A2
Journal of Occupational Medicine and Toxicology,0.599 ,Q3,36,31,127,http://www.occup-med.com/,1745-6673,A1
Inhalation Toxicology,0.597 ,Q3,84,52,193,http://informahealthcare.com/loi/iht,0895-8378/1091-7691,A2
Journal of Toxicological Sciences,0.585 ,Q3,47,79,249,http://www.jtoxsci.org/,0388-1350/1880-3989,A2
Computational Toxicology,0.579 ,Q3,7,61,48,https://www.journals.elsevier.com/computational-toxicology,2468-1113,A2
Journal of Biopharmaceutical Statistics,0.578 ,Q3,46,93,260,http://www.informaworld.com/smpp/title~content=t713597263~db=all,1054-3406/1520-5711,A2
"Current protocols in toxicology / editorial board, Mahin D. Maines (editor-in-chief) ... [et al.]",0.561 ,Q3,22,21,58,https://www.scimagojr.com/journalsearch.php?q=19700188399&tip=sid&clean=0,Sin informacion,No
Mathematical Medicine and Biology,0.561 ,Q3,43,21,72,http://imammb.oxfordjournals.org/,Sin informacion,No
Current Vascular Pharmacology,0.559 ,Q3,57,51,257,https://benthamscience.com/journals/current-vascular-pharmacology/,1570-1611/1875-6212,A2
Experimental and Toxicologic Pathology,0.559 ,Q3,62,0,149,https://www.journals.elsevier.com/experimental-and-toxicologic-pathology,1618-1433,A2
Journal of Veterinary Pharmacology and Therapeutics,0.558 ,Q3,58,95,308,http://www.wiley.com/bw/journal.asp?ref=0140-7783,0140-7783/1365-2885,A1
Steroids,0.557 ,Q3,101,164,452,http://www.elsevier.com/wps/find/journaldescription.cws_home/525022/description#description,0039-128X/1878-5867,A2
Korean Journal of Physiology and Pharmacology,0.553 ,Q3,26,57,230,https://www.scimagojr.com/journalsearch.php?q=23173&tip=sid&clean=0,1226-4512/2093-3827,B
Therapeutic Drug Monitoring,0.549 ,Q3,91,105,336,http://journals.lww.com/drug-monitoring/pages/default.aspx,0163-4356/1536-3694,A2
