Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Nature Reviews Neuroscience,14.780,Q1,397,149,409,https://www.nature.com/nrn/,1471-003X/1471-0048,A1
Nature Neuroscience,13.723,Q1,398,261,734,https://www.nature.com/neuro/,1097-6256/1546-1726,A1
Annual Review of Neuroscience,10.311,Q1,233,23,72,https://www.annualreviews.org/journal/neuro,Sin informacion,No
Neuron,9.527 ,Q1,453,469,1570,http://www.cell.com/neuron/home,0896-6273/1097-4199,A1
Acta Neuropathologica,8.158 ,Q1,158,153,412,https://www.springer.com/journal/401,0001-6322/1432-0533,A1
EMBO Journal,7.086 ,Q1,381,282,756,https://www.embopress.org/journal/14602075,0261-4189/1460-2075,A1
The Lancet Psychiatry,6.967 ,Q1,65,340,995,https://www.thelancet.com/journals/lanpsy/home,2215-0366/2215-0374,A1
Trends in Cognitive Sciences,6.948 ,Q1,298,118,353,https://www.cell.com/trends/cognitive-sciences/home,1364-6613/1879-307X,A1
Molecular Psychiatry,6.290 ,Q1,207,381,812,https://www.nature.com/mp/,1359-4184/1476-5578,A1
eLife,6.079 ,Q1,115,1675,4167,https://elifesciences.org/magazine,2050-084X,A1
Biological Psychiatry,6.059 ,Q1,308,313,934,https://www.biologicalpsychiatryjournal.com/,0006-3223/1873-2402,A1
Alzheimer's and Dementia,6.012 ,Q1,107,166,424,http://www.elsevier.com/wps/find/journaldescription.cws_home/704180/description#description,Sin informacion,No
Progress in Retinal and Eye Research,5.834 ,Q1,141,54,130,https://www.journals.elsevier.com/progress-in-retinal-and-eye-research,1350-9462/1873-1635,A1
Nature Reviews Neurology,5.247 ,Q1,139,181,516,https://www.nature.com/nrneurol/,1759-4758/1759-4766,A1
Annals of Neurology,4.900 ,Q1,287,214,702,https://onlinelibrary.wiley.com/journal/15318249,0364-5134/1531-8249,A1
Trends in Neurosciences,4.871 ,Q1,281,90,275,https://www.cell.com/trends/neurosciences/home,0166-2236/0378-5912,A1
PLoS Biology,4.488 ,Q1,260,491,968,https://journals.plos.org/plosbiology/,1544-9173/1545-7885,A1
Current Opinion in Neurobiology,4.380 ,Q1,222,160,462,https://www.journals.elsevier.com/current-opinion-in-neurobiology,0959-4388/1873-6882,A1
Molecular Neurodegeneration,4.040 ,Q1,76,51,237,https://molecularneurodegeneration.biomedcentral.com/,1750-1326,A1
Current Biology,3.958 ,Q1,303,820,2491,https://www.cell.com/current-biology/home,0960-9822/1879-0445,A1
