Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Oral and Maxillofacial Surgery,0.517 ,Q3,26,76,213,http://www.springer.com/medicine/surgery/journal/10006,1865-1550/1865-1569,A2
Oral and Maxillofacial Surgery Clinics of North America,0.513 ,Q3,33,58,168,http://www.oralmaxsurgery.theclinics.com/,1042-3699/1558-1365,A2
Journal of the Korean Association of Oral and Maxillofacial Surgeons,0.392 ,Q3,5,46,103,http://www.jkaoms.org/main.html,2234-5930/2234-7550,B
Minerva Stomatologica,0.374 ,Q3,26,47,122,http://www.minervamedica.it/en/journals/minerva-stomatologica/index.php,0026-4970/1827-174X,B
Atlas of the Oral and Maxillofacial Surgery Clinics of North America,0.371 ,Q3,18,28,77,http://www.oralmaxsurgeryatlas.theclinics.com/,1061-3315/1558-4275,B
Journal of Indian Society of Periodontology,0.351 ,Q3,23,109,345,http://www.jisponline.com/,0972-124X/0975-1580,B
Journal of Maxillofacial and Oral Surgery,0.350 ,Q3,18,140,312,https://www.scimagojr.com/journalsearch.php?q=21100933829&tip=sid&clean=0,0972-8279/0974-942X,B
Pediatric Dentistry (discontinued),0.331 ,Q3,65,73,555,http://www.aapd.org/publications/,Sin informacion,No
Journal of the Canadian Dental Association,0.328 ,Q3,56,10,46,https://jcda.ca/,0709-8936/1488-2159,B
Cranio - Journal of Craniomandibular Practice,0.314 ,Q3,43,140,236,https://www.scimagojr.com/journalsearch.php?q=29913&tip=sid&clean=0,Sin informacion,No
Journal of Contemporary Dental Practice,0.307 ,Q3,39,254,677,https://www.thejcdp.com/journalDetails/JCDP,1526-3711,B
Journal of Oral Biosciences,0.302 ,Q3,16,35,84,http://www.jstage.jst.go.jp/browse/joralbiosci,1349-0079/1880-3865,B
"Journal of Stomatology, Oral and Maxillofacial Surgery",0.292 ,Q3,17,188,297,https://www.journals.elsevier.com/journal-of-stomatology-oral-and-maxillofacial-surgery,Sin informacion,No
Acta Stomatologica Croatica,0.288 ,Q3,8,39,121,http://www.ascro.hr/,0001-7019/1846-0410,B
Fluoride - Quarterly Reports,0.288 ,Q3,45,8,119,http://www.fluoride-journal.com/,Sin informacion,No
Dentistry Journal,0.285 ,Q3,5,111,72,https://www.scimagojr.com/journalsearch.php?q=21100901062&tip=sid&clean=0,2304-6767,B
Saudi Journal for Dental Research,0.285 ,Q3,10,0,43,https://www.journals.elsevier.com/the-saudi-journal-for-dental-research,Sin informacion,No
Saudi Endodontic Journal,0.279 ,Q3,5,37,103,http://www.saudiendodj.com/,2278-9618/2320-1495,B
Indian Journal of Dental Research,0.276 ,Q3,36,189,418,http://www.ijdr.in/,0970-9290/1998-3603,B
Journal of the Indian Society of Pedodontics and Preventive Dentistry,0.275 ,Q3,29,74,223,http://www.jisppd.com/,0970-4388,B
Monographs in Oral Science,0.274 ,Q3,38,15,36,http://www.online.karger.com/ProdukteDB/produkte.asp?Aktion=showproducts&searchWhat=bookseries&ProduktNr=223936,Sin informacion,No
International Orthodontics,0.264 ,Q3,11,94,184,http://www.elsevier.com/wps/find/journaldescription.cws_home/709660/description#description,1761-7227,B
Giornale Italiano di Endodonzia,0.257 ,Q3,8,8,54,http://www.giornaleitalianoendodonzia.it/index.php/gie,1121-4171/1971-1425,B
General Dentistry,0.254 ,Q3,33,109,362,https://www.agd.org/publications-and-news/general-dentistry,0363-6771,B
Journal of International Dental and Medical Research,0.253 ,Q3,9,284,473,http://www.jidmr.com/journal/,1309-100X,B
Journal of Hard Tissue Biology,0.249 ,Q3,12,52,181,https://www.scimagojr.com/journalsearch.php?q=19400157005&tip=sid&clean=0,1341-7649/1880-828X,B
Swiss dental journal,0.248 ,Q3,21,32,115,https://www.swissdentaljournal.org/home.html,2296-6498/2296-6501,B
Journal of Osseointegration,0.244 ,Q3,5,13,39,https://www.scimagojr.com/journalsearch.php?q=21100226806&tip=sid&clean=0,2036-4121/2036-413X,B
Special Care in Dentistry,0.244 ,Q3,39,86,170,http://www.wiley.com/bw/journal.asp?ref=0275-1879,0275-1879/1754-4505,B
Case Reports in Dentistry,0.242 ,Q3,9,95,326,https://www.hindawi.com/journals/crid/,2090-6447/2090-6455,B
Journal of Dental Sciences,0.225 ,Q3,16,87,216,https://www.journals.elsevier.com/journal-of-dental-sciences,1991-7902/2213-8862,B
Pediatric Dental Journal,0.221 ,Q3,9,28,73,https://www.journals.elsevier.com/pediatric-dental-journal,0917-2394/1880-3997,B
Archives of Orofacial Sciences,0.220 ,Q3,1,17,35,http://www.dental.usm.my/aos/,1823-8602/2231-7163,B
Journal of Orthodontic Science,0.218 ,Q3,2,14,20,https://www.scimagojr.com/journalsearch.php?q=21100872821&tip=sid&clean=0,2278-0203/2278-1897,B
Applied Adhesion Science,0.207 ,Q3,9,7,56,https://appliedadhesionscience.springeropen.com/,2196-4351,B
European Journal of General Dentistry,0.205 ,Q3,4,15,61,http://www.ejgd.org/,2278-9626/2320-4753,B
Oral Radiology,0.204 ,Q3,14,73,109,http://www.springer.com/medicine/dentistry/journal/11282,0911-6028/1613-9674,B
Journal of the World Federation of Orthodontists,0.203 ,Q3,7,30,84,https://www.journals.elsevier.com/journal-of-the-world-federation-of-orthodontists,2212-4438,B
Veterinary Research Forum,0.195 ,Q3,3,56,45,https://www.scimagojr.com/journalsearch.php?q=21100882155&tip=sid&clean=0,2008-8140/2322-3618,B
BDJ Open,0.190 ,Q3,2,18,8,https://www.scimagojr.com/journalsearch.php?q=21100901581&tip=sid&clean=0,2056-807X,B
Australasian Orthodontic Journal,0.188 ,Q3,22,13,87,https://www.scimagojr.com/journalsearch.php?q=21100933240&tip=sid&clean=0,2207-7472/2207-7480,B
Dental and Medical Problems,0.181 ,Q3,6,60,199,http://www.dmp.umed.wroc.pl/en/home/,1644-387X/2300-9020,B
Dental update,0.173 ,Q3,30,136,466,http://www.dental-update.co.uk/,0305-5000,B
Journal of Dentistry for Children,0.173 ,Q3,38,35,86,http://www.aapd.org/publications/jdc/,1551-8949/1935-5068,B
Pesquisa Brasileira em Odontopediatria e Clinica Integrada,0.165 ,Q3,7,159,232,http://revista.uepb.edu.br/index.php/pboci/index,1519-0501/1983-4632,B
