Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
International Journal of Fuzzy Systems,0.758 ,Q2,35,199,446,https://www.springer.com/journal/40815,1562-2479/2199-3211,A1
Information Processing in Agriculture,0.756 ,Q2,20,73,108,http://www.keaipublishing.com/en/journals/information-processing-in-agriculture/,2214-3173,A1
Journal of Pragmatics,0.754 ,Q2,87,199,398,https://www.journals.elsevier.com/journal-of-pragmatics,0378-2166/1879-1387,A1
i-Perception,0.751 ,Q2,23,66,254,https://www.scimagojr.com/journalsearch.php?q=21100210905&tip=sid&clean=0,Sin informacion,No
Journal of Rail Transport Planning and Management,0.751 ,Q2,21,28,67,https://www.scimagojr.com/journalsearch.php?q=21100197952&tip=sid&clean=0,2210-9706,A1
Frontiers in Neurorobotics,0.750 ,Q2,26,102,157,https://www.scimagojr.com/journalsearch.php?q=21100199837&tip=sid&clean=0,1662-5218,A2
International Biomechanics,0.750 ,Q2,7,9,26,https://www.tandfonline.com/toc/tbbe20/current,2333-5432,A1
IEEE Transactions on Haptics,0.745 ,Q2,45,77,173,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4543165,1939-1412/2329-4051,A2
Queueing Systems,0.745 ,Q2,50,42,130,http://www.springer.com/business+%26+management/operations+research/journal/11134,0257-0130/1572-9443,A2
Computability,0.737 ,Q2,8,16,52,http://www.computability.de/journal/,2211-3568/2211-3576,A2
ACM Transactions on Computation Theory,0.734 ,Q2,14,24,63,https://www.scimagojr.com/journalsearch.php?q=19700166602&tip=sid&clean=0,1942-3454/1942-3462,A2
Applied Intelligence,0.726 ,Q2,58,259,562,http://www.springer.com/computer+science/ai/journal/10489,0924-669X/1573-7497,A2
Open Systems and Information Dynamics,0.722 ,Q2,30,25,75,http://www.springer.com/physics/complexity/journal/11080,1230-1612/1573-1324,A1
Journal of Organizational Computing and Electronic Commerce,0.718 ,Q2,37,19,57,http://www.informaworld.com/smpp/title~content=t775653688~db=all,1091-9392/1532-7744,A2
Order,0.716 ,Q2,23,63,103,http://www.springer.com/mathematics/geometry/journal/11083,0167-8094/1572-9273,A2
"Mathematics of Control, Signals, and Systems",0.715 ,Q2,36,20,70,http://www.springer.com/mathematics/applications/journal/498,Sin informacion,No
Information Technology and People,0.710 ,Q2,58,122,131,http://info.emeraldinsight.com/products/journals/journals.htm?id=itp,0959-3845/1758-5813,A1
Library Resources and Technical Services,0.706 ,Q2,23,19,67,http://www.ala.org/ala/mgrps/divs/alcts/resources/lrts/index.cfm,0024-2527/2159-9610,A1
Soft Computing,0.705 ,Q2,73,1191,1487,https://www.springer.com/journal/500,1432-7643/1433-7479,A2
IEEE Circuits and Systems Magazine,0.703 ,Q2,50,15,59,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7384,1531-636X/1558-0830,A1
Operations Research Letters,0.702 ,Q2,70,112,402,https://www.journals.elsevier.com/operations-research-letters,0167-6377/1872-7468,A1
Journal of Automated Reasoning,0.701 ,Q2,53,72,101,http://www.springer.com/computer+science/theoretical+computer+science/foundations+of+computations/journal/10817,0168-7433/1573-0670,A2
"Numerical Heat Transfer, Part B: Fundamentals",0.696 ,Q2,54,39,173,https://www.tandfonline.com/toc/unhb20/current,Sin informacion,No
International Journal of Adaptive Control and Signal Processing,0.695 ,Q2,62,119,315,http://www3.interscience.wiley.com/journal/4508/home,0890-6327/1099-1115,A1
Journal of Web Librarianship,0.694 ,Q2,16,16,52,https://www.tandfonline.com/loi/wjwl20,1932-2909/1932-2917,A1
Reference and User Services Quarterly,0.694 ,Q2,32,25,116,http://www.rusq.org/,1094-9054/2163-5242,A1
Sensing and Bio-Sensing Research,0.694 ,Q2,22,59,153,https://www.journals.elsevier.com/sensing-and-bio-sensing-research,Sin informacion,No
Laboratory Phonology,0.693 ,Q2,7,22,24,https://www.scimagojr.com/journalsearch.php?q=19700200915&tip=sid&clean=0,1868-6346/1868-6354,A1
IEEE Transactions on Cognitive and Developmental Systems,0.691 ,Q2,34,70,165,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7274989,2379-8920/2379-8939,A2
IEEE Pervasive Computing,0.688 ,Q2,97,46,162,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7756,1536-1268/1558-2590,A1
International Journal of Automation and Computing,0.688 ,Q2,34,75,202,http://www.springer.com/engineering/robotics/journal/11633,1476-8186,A2
International Journal for Numerical Methods in Biomedical Engineering,0.686 ,Q2,58,104,281,https://www.scimagojr.com/journalsearch.php?q=19700174683&tip=sid&clean=0,2040-7939/2040-7947,A2
Journal of Medical Systems,0.686 ,Q2,70,335,758,http://www.springer.com/statistics/life+sciences%2C+medicine+%26+health/journal/10916,0148-5598/1573-689X,A1
Modelling and Simulation in Materials Science and Engineering,0.686 ,Q2,75,128,357,http://www.iop.org/EJ/journal/MSMSE,0965-0393/1361-651X,A2
International Journal of Artificial Intelligence,0.685 ,Q2,22,22,63,https://www.scimagojr.com/journalsearch.php?q=19600166036&tip=sid&clean=0,0974-0635,A2
Journal of laboratory automation,0.685 ,Q2,33,0,90,https://www.scimagojr.com/journalsearch.php?q=19700201601&tip=sid&clean=0,2211-0690,A1
Theory of Computing,0.679 ,Q2,15,29,57,https://theoryofcomputing.org/,1557-2862,A2
Journal of Intelligent and Robotic Systems: Theory and Applications,0.677 ,Q2,69,273,478,http://www.springer.com/engineering/robotics/journal/10846,Sin informacion,No
Frontiers Robotics AI,0.675 ,Q2,21,60,274,https://www.frontiersin.org/journals/robotics-and-ai,Sin informacion,No
Visual Informatics,0.673 ,Q2,6,18,38,https://www.scimagojr.com/journalsearch.php?q=21100907392&tip=sid&clean=0,2468-502X/2543-2656,A2
"Journal of the Optical Society of America A: Optics and Image Science, and Vision",0.670 ,Q2,150,309,908,http://www.opticsinfobase.org/josaa/Issue.cfm,Sin informacion,No
Operational Research,0.670 ,Q2,18,129,202,http://www.springer.com/business+%26+management/operations+research/journal/12351,1109-2858/1866-1505,A2
Journal of Information Science,0.669 ,Q2,60,112,147,https://journals.sagepub.com/home/jis,0165-5515/1741-6485,A1
Online Information Review,0.668 ,Q2,53,94,203,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=oir,1468-4527/1468-4535,A1
Journal of Heuristics,0.667 ,Q2,62,43,91,http://www.springer.com/mathematics/applications/journal/10732,1381-1231/1572-9397,A2
Journal of Cultural Heritage,0.665 ,Q2,59,243,462,http://www.elsevier.com/wps/find/journaldescription.cws_home/620738/description#description,1296-2074/1778-3674,A1
Journal of Electronic Commerce Research,0.665 ,Q2,30,15,63,https://www.scimagojr.com/journalsearch.php?q=21100210920&tip=sid&clean=0,1526-6133/1938-9027,A1
Acta Informatica,0.664 ,Q2,36,33,83,http://www.springer.com/computer+science/theoretical+computer+science/foundations+of+computations/journal/236,0001-5903/1432-0525,A2
Engineering with Computers,0.663 ,Q2,46,266,179,https://www.springer.com/journal/366,0177-0667/1435-5663,A1
Computational Visual Media,0.662 ,Q2,11,32,95,https://www.springer.com/computer/image+processing/journal/41095,2096-0433/2096-0662,A2
Digital Signal Processing: A Review Journal,0.659 ,Q2,67,173,593,http://www.elsevier.com/wps/find/journaldescription.cws_home/622818/description#description,Sin informacion,No
"International Journal of Control, Automation and Systems",0.659 ,Q2,51,350,763,http://www.springer.com/engineering/robotics/journal/12555,Sin informacion,No
International Journal of Computer Integrated Manufacturing,0.658 ,Q2,51,102,277,http://www.informaworld.com/smpp/title~content=t713804665~db=all,0951-192X/1362-3052,A1
Journal of Cryptology,0.657 ,Q2,71,46,91,http://www.springer.com/computer+science/theoretical+computer+science/foundations+of+computations/journal/145,0933-2790/1432-1378,A2
"Journal of Electronic Packaging, Transactions of the ASME",0.657 ,Q2,50,40,146,http://asmedl.aip.org/ElectronicPackaging/,Sin informacion,No
Computational Complexity,0.654 ,Q2,35,19,63,http://www.springer.com/birkhauser/computer+science/journal/37,1016-3328/1420-8954,A2
Electronic Commerce Research,0.654 ,Q2,37,77,105,http://www.springer.com/business+%26+management/business+information+systems/journal/10660,1389-5753/1572-9362,A1
Journal of Forecasting,0.654 ,Q2,55,70,171,http://www3.interscience.wiley.com/journal/2966/home,0277-6693/1099-131X,A2
Sensors,0.653 ,Q2,153,5657,9754,https://www.mdpi.com/journal/sensors,1424-3210/1424-8220,A1
Bulletin of Mathematical Biology,0.652 ,Q2,84,194,345,https://www.springer.com/journal/11538,0092-8240/1522-9602,A1
Information Systems Management,0.651 ,Q2,55,31,83,http://www.informaworld.com/smpp/title~content=t768221794~db=all,1058-0530/1934-8703,A1
Egyptian Informatics Journal,0.650 ,Q2,28,24,72,https://www.journals.elsevier.com/egyptian-informatics-journal,1110-8665/2090-4754,A2
Progress in Artificial Intelligence,0.650 ,Q2,16,39,91,https://www.springer.com/journal/13748,2192-6352/2192-6360,A2
Differential Geometry and its Applications,0.648 ,Q2,33,76,227,http://www.elsevier.com/wps/find/journaldescription.cws_home/505630/description#description,0926-2245/1872-6984,A2
Journal of Special Education Technology,0.647 ,Q2,32,34,67,https://www.scimagojr.com/journalsearch.php?q=21100915697&tip=sid&clean=0,0162-6434/2381-3121,A2
Molecular Informatics,0.643 ,Q2,64,77,197,https://www.scimagojr.com/journalsearch.php?q=19900192900&tip=sid&clean=0,1868-1743/1868-1751,A1
Discrete Optimization,0.642 ,Q2,35,34,115,http://www.elsevier.com/wps/find/journaldescription.cws_home/702998/description#description,1572-5286/1873-636X,A2
Photogrammetric Record,0.642 ,Q2,48,48,146,http://www.wiley.com/bw/journal.asp?ref=0031-868X,0031-868X/1477-9730,A1
Algorithms for Molecular Biology,0.641 ,Q2,32,24,72,http://www.almob.org/,1748-7188,A2
Big Data Research,0.640 ,Q2,21,17,78,https://www.journals.elsevier.com/big-data-research,2214-5796,A1
Public Transport,0.639 ,Q2,24,27,77,https://www.springer.com/journal/12469,1613-7159/1866-749X,A2
Behaviour and Information Technology,0.638 ,Q2,71,176,283,https://www.tandfonline.com/loi/tbit20,0144-929X/1362-3001,A1
Journal of Computer Information Systems,0.637 ,Q2,58,78,141,https://www.tandfonline.com/loi/ucis20,0887-4417/2380-2057,A2
Engineering Optimization,0.636 ,Q2,61,190,368,https://www.tandfonline.com/toc/geno20/current,0305-215X/1029-0273,A1
Data Science and Engineering,0.635 ,Q2,10,35,83,https://www.scimagojr.com/journalsearch.php?q=21100901150&tip=sid&clean=0,2364-1185/2364-1541,A1
Computer Speech and Language,0.634 ,Q2,67,82,213,http://www.elsevier.com/wps/find/journaldescription.cws_home/622808/description#description,0885-2308/1095-8363,A2
Multibody System Dynamics,0.634 ,Q2,61,68,170,http://www.springer.com/engineering/journal/11044,1384-5640/1573-272X,A1
SLAS Technology,0.632 ,Q2,10,74,142,https://journals.sagepub.com/home/jla,2472-6303/2472-6311,A1
International Journal of Computerized Dentistry,0.631 ,Q2,28,36,90,http://www.quintpub.com/journals/jcd/gp.php?journal_name=IJCD&name_abbr=IJCD,1463-4201,A2
Electronic Journal of Information Technology in Construction,0.630 ,Q2,42,21,64,https://ores.su/en/journals/electronic-journal-of-information-technology-in-construction/,1400-6529/1403-6835,A2
International Journal of Simulation Modelling,0.624 ,Q2,22,61,180,http://www.ijsimm.com/,1726-4529/1996-8566,A2
IEEE Transactions on Nanobioscience,0.620 ,Q2,60,84,266,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7728,1536-1241/1558-2639,A2
Journal of Visual Communication and Image Representation,0.619 ,Q2,74,338,718,https://www.journals.elsevier.com/journal-of-visual-communication-and-image-representation,1047-3203/1095-9076,A1
CoDesign,0.618 ,Q2,21,38,71,https://www.tandfonline.com/loi/ncdn20,1571-0882/1745-3755,A1
Information Systems and e-Business Management,0.618 ,Q2,34,42,113,https://www.springer.com/journal/10257,Sin informacion,No
Chemometrics and Intelligent Laboratory Systems,0.617 ,Q2,117,154,574,http://www.elsevier.com/wps/find/journaldescription.cws_home/502682/description#description,0169-7439/1873-3239,A1
Communications of the Association for Information Systems,0.617 ,Q2,44,62,194,https://www.scimagojr.com/journalsearch.php?q=19300156904&tip=sid&clean=0,1529-3181,A2
TechTrends,0.613 ,Q2,33,108,305,https://www.springer.com/journal/11528,8756-3894,A2
Journal of Cryptographic Engineering,0.612 ,Q2,23,38,74,https://www.scimagojr.com/journalsearch.php?q=21100266502&tip=sid&clean=0,2190-8508/2190-8516,A2
Discrete and Computational Geometry,0.611 ,Q2,57,140,257,http://www.springer.com/mathematics/numbers/journal/454,0179-5376/1432-0444,A2
IPSJ Transactions on Computer Vision and Applications,0.611 ,Q2,14,10,44,https://www.scimagojr.com/journalsearch.php?q=19700201529&tip=sid&clean=0,1882-6695,A2
Quantum Information Processing,0.610 ,Q2,51,382,970,http://www.springer.com/new+%26+forthcoming+titles+%28default%29/journal/11128,1570-0755/1573-1332,A1
Spatial Cognition and Computation,0.610 ,Q2,31,13,43,https://www.scimagojr.com/journalsearch.php?q=5800208235&tip=sid&clean=0,1387-5868/1542-7633,A2
Human-Computer Interaction,0.609 ,Q2,67,20,58,http://www.informaworld.com/smpp/title~content=t775653648~db=all,Sin informacion,No
IEEE Transactions on Computational Social Systems,0.609 ,Q2,19,129,136,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6570650,2329-924X,A1
Journal of Consciousness Studies,0.605 ,Q2,61,85,223,http://www.imprint.co.uk/jcs.html,1355-8250/2051-2201,A1
IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,0.604 ,Q2,113,293,609,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=43,Sin informacion,No
Quantitative Biology,0.603 ,Q2,12,31,95,https://link.springer.com/journal/40484,2095-4689/2095-4697,A2
"Communication, Culture and Critique",0.602 ,Q2,8,25,83,https://onlinelibrary.wiley.com/journal/17539137,Sin informacion,No
Autonomous Agents and Multi-Agent Systems,0.600 ,Q2,67,27,114,http://www.springer.com/computer+science/ai/journal/10458,Sin informacion,No
Journal of Cloud Computing,0.599 ,Q2,24,24,73,https://www.scimagojr.com/journalsearch.php?q=21100383744&tip=sid&clean=0,2192-113X,A2
TripleC,0.598 ,Q2,20,14,141,https://www.scimagojr.com/journalsearch.php?q=19700183008&tip=sid&clean=0,1726-670X,A2
Virtual Archaeology Review,0.594 ,Q2,7,17,39,https://polipapers.upv.es/index.php/var,1989-9947,A1
Journal on Computing and Cultural Heritage,0.593 ,Q2,21,30,63,https://www.scimagojr.com/journalsearch.php?q=19400157014&tip=sid&clean=0,Sin informacion,No
Neural Processing Letters,0.589 ,Q2,50,305,396,http://www.springer.com/computer+science/ai/journal/11063,1370-4621/1573-773X,A2
Communications in Applied Mathematics and Computational Science,0.588 ,Q2,21,9,24,https://msp.org/camcos/2019/14-2/,1559-3940/2157-5452,A2
International Journal of Medical Robotics and Computer Assisted Surgery,0.588 ,Q2,49,80,289,http://www3.interscience.wiley.com/journal/112094293/home,1478-5951/1478-596X,A2
Computer Optics,0.586 ,Q2,27,125,364,http://computeroptics.smr.ru/eng/index.html,0134-2452,A1
IEEE Transactions on Nanotechnology,0.586 ,Q2,77,155,462,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7729,1536-125X/1941-0085,A2
Development Engineering,0.584 ,Q2,6,8,34,https://www.journals.elsevier.com/development-engineering,2352-7285,A1
Constraints,0.583 ,Q2,43,12,72,http://www.springer.com/computer+science/ai/journal/10601,1383-7133/1572-9354,A2
IEEE Transactions on Multi-Scale Computing Systems,0.581 ,Q2,15,0,127,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6687315,Sin informacion,No
Journal of Cognitive Engineering and Decision Making,0.581 ,Q2,28,18,94,https://www.scimagojr.com/journalsearch.php?q=21100211334&tip=sid&clean=0,1555-3434/2169-5032,A1
Computational Toxicology,0.579 ,Q2,7,61,48,https://www.journals.elsevier.com/computational-toxicology,2468-1113,A2
Perception,0.576 ,Q2,87,83,280,http://www.perceptionweb.com/,0301-0066/1468-4233,A2
International Journal for Engineering Modelling,0.575 ,Q2,10,10,31,http://gradst.unist.hr/international-journal-for-engineering-modelling,1330-1365/1849-8671,A2
International Journal of Intelligent Robotics and Applications,0.575 ,Q2,9,41,73,https://www.scimagojr.com/journalsearch.php?q=21100935977&tip=sid&clean=0,2366-5971/2366-598X,A2
Photonics and Nanostructures - Fundamentals and Applications,0.575 ,Q2,37,46,167,http://www.elsevier.com/wps/find/journaldescription.cws_home/658453/description#description,Sin informacion,No
Software and Systems Modeling,0.575 ,Q2,45,156,167,http://www.springer.com/computer+science/swe/journal/10270,1619-1366/1619-1374,A2
Flow Measurement and Instrumentation,0.573 ,Q2,53,150,350,http://www.elsevier.com/wps/find/journaldescription.cws_home/30417/description#description,0955-5986/1873-6998,A2
Information and Computation,0.573 ,Q2,71,62,268,http://www.elsevier.com/wps/find/journaldescription.cws_home/622844/description#description,0890-5401/1090-2651,A2
Mobile Networks and Applications,0.573 ,Q2,81,331,419,http://www.springer.com/engineering/signals/journal/11036,1383-469X/1572-8153,A2
Performance Evaluation,0.573 ,Q2,63,41,134,https://www.journals.elsevier.com/performance-evaluation/,0166-5316/1872-745X,A2
Intelligent Service Robotics,0.572 ,Q2,27,35,79,https://www.springer.com/journal/11370,1861-2776/1861-2784,A1
Computers and Graphics,0.571 ,Q2,65,129,365,http://www.elsevier.com/wps/find/journaldescription.cws_home/371/description#description,0097-8493/1873-7684,A1
Automated Software Engineering,0.570 ,Q2,43,23,78,http://www.springer.com/computer+science/ai/journal/10515,0928-8910/1573-7535,A2
Games for health journal,0.570 ,Q2,26,49,150,https://home.liebertpub.com/publications/games-for-health-journal/588/overview,2161-783X/2161-7856,A1
Journal of Advanced Transportation,0.569 ,Q2,38,214,592,https://www.hindawi.com/journals/jat/contents/,0197-6729/2042-3195,A1
Journal of Artificial Intelligence and Soft Computing Research,0.569 ,Q2,14,22,57,http://jaiscr.eu/,2083-2567/2449-6499,A2
Information Polity,0.567 ,Q2,34,22,73,https://www.scimagojr.com/journalsearch.php?q=21100200653&tip=sid&clean=0,1570-1255/1875-8754,A2
Cognitive Processing,0.566 ,Q2,41,53,145,http://www.springer.com/biomed/neuroscience/journal/10339,1612-4782/1612-4790,A2
International Journal of General Systems,0.564 ,Q2,46,43,141,http://www.informaworld.com/smpp/title~content=t713642931~db=all,0308-1079/1563-5104,A2
Semantic Web and Information Systems,0.564 ,Q2,32,20,79,https://www.scimagojr.com/journalsearch.php?q=4900153220&tip=sid&clean=0,1552-6283/1552-6291,A2
IEEE Transactions on Very Large Scale Integration (VLSI) Systems,0.561 ,Q2,101,283,952,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=92,Sin informacion,No
Evolutionary Bioinformatics,0.559 ,Q2,29,58,93,http://www.la-press.com/journal.php?journal_id=17&pa=about_this_journal,1176-9343,A2
International Journal of Humanoid Robotics,0.559 ,Q2,30,47,109,http://www.worldscinet.com/ijhr/ijhr.shtml,0219-8436/1793-6942,A2
Quantum Information and Computation,0.559 ,Q2,61,36,157,https://www.scimagojr.com/journalsearch.php?q=29676&tip=sid&clean=0,1533-7146,A2
Vascular Cell,0.559 ,Q2,31,0,9,https://www.scimagojr.com/journalsearch.php?q=19700201695&tip=sid&clean=0,2045-824X,A2
Optimization and Engineering,0.558 ,Q2,37,65,113,https://www.springer.com/journal/11081,1389-4420/1573-2924,A2
Journal of Communications and Networks,0.557 ,Q2,43,44,212,http://jcn.or.kr/html/,1229-2370/1976-5541,A2
Computing (Vienna/New York),0.556 ,Q2,54,107,190,http://www.springer.com/springerwiennewyork/computer+science/journal/607,Sin informacion,No
IEEE Security and Privacy,0.555 ,Q2,69,87,248,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=8013,1540-7993/1558-4046,A1
International Journal of Mobile Communications (discontinued),0.555 ,Q2,41,6,100,https://www.inderscience.com/jhome.php?jcode=ijmc,Sin informacion,No
Journal of Computational Biology,0.555 ,Q2,92,124,308,https://home.liebertpub.com/publications/journal-of-computational-biology/31/overview,1066-5277/1557-8666,A2
Journal on Multimodal User Interfaces,0.554 ,Q2,24,34,75,http://www.springer.com/computer/hci/journal/12193,1783-7677/1783-8738,A2
Speech Communication,0.554 ,Q2,99,71,281,http://www.elsevier.com/wps/find/journaldescription.cws_home/505597/description#description,0167-6393/1872-7182,A1
Information Security Journal,0.553 ,Q2,22,13,65,https://www.tandfonline.com/toc/uiss20/current,1939-3547/1939-3555,A2
Digital Investigation,0.552 ,Q2,49,92,189,http://www.elsevier.com/wps/find/journaldescription.cws_home/702130/description#description,1742-2876/1873-202X,A1
Medical and Biological Engineering and Computing,0.552 ,Q2,93,201,523,http://www.springer.com/engineering/biomedical+eng/journal/11517,0140-0118/1741-0444,A2
International Journal of Computer Mathematics,0.548 ,Q2,44,218,436,https://www.tandfonline.com/toc/gcom20/current,0020-7160/1029-0265,A2
ACM Journal on Emerging Technologies in Computing Systems,0.547 ,Q2,35,49,120,http://www.cse.psu.edu/~mdl/jetc/,1550-4832/1550-4840,A2
Numerical Functional Analysis and Optimization,0.547 ,Q2,43,100,270,http://www.informaworld.com/smpp/title~content=t713597287~db=all,0163-0563/1532-2467,A2
Journal of Computing and Information Science in Engineering,0.546 ,Q2,47,60,146,https://asmedigitalcollection.asme.org/computingengineering,1530-9827/1944-7078,A2
ACM Transactions on Interactive Intelligent Systems,0.545 ,Q2,30,34,82,https://www.scimagojr.com/journalsearch.php?q=21100301601&tip=sid&clean=0,2160-6455/2160-6463,A2
Personal and Ubiquitous Computing,0.544 ,Q2,83,146,259,http://www.springer.com/computer+science/hci/journal/779,1617-4909/1617-4917,A2
Mathematical Structures in Computer Science,0.541 ,Q2,39,53,163,http://journals.cambridge.org/action/displayJournal?jid=MSC,0960-1295/1469-8072,A2
Computer Aided Geometric Design,0.540 ,Q2,66,65,206,http://www.elsevier.com/wps/find/journaldescription.cws_home/505604/description#description,0167-8396/1879-2332,A1
Informatics in Education,0.539 ,Q2,18,20,51,https://www.mii.lt/informatics_in_education/,1648-5831/2335-8971,A2
Natural Language Engineering,0.539 ,Q2,53,54,111,http://journals.cambridge.org/action/displayJournal?jid=NLE,1351-3249/1469-8110,A1
American Journal of Distance Education,0.537 ,Q2,15,26,82,https://www.scimagojr.com/journalsearch.php?q=19700200806&tip=sid&clean=0,0892-3647/1538-9286,A2
Argument and Computation,0.537 ,Q2,18,14,42,https://www.scimagojr.com/journalsearch.php?q=19900191732&tip=sid&clean=0,1946-2166/1946-2174,A1
"Technology, Knowledge and Learning",0.534 ,Q2,17,60,97,https://www.springer.com/education+%26+language/learning+%26+instruction/journal/10758,Sin informacion,No
IET Biometrics,0.533 ,Q2,24,45,152,https://digital-library.theiet.org/content/journals/iet-bmt,2047-4938/2047-4946,A2
World Wide Web,0.533 ,Q2,38,154,200,http://www.springer.com/computer+science/database+management+%26+information+retrieval/journal/11280,1386-145X/1573-1413,A1
"Journal of Dynamic Systems, Measurement and Control, Transactions of the ASME",0.532 ,Q2,85,190,550,http://asmedl.aip.org/DynamicSys/,Sin informacion,No
Journal of Internet Commerce,0.532 ,Q2,24,20,57,http://www.informaworld.com/smpp/title~content=t792306872~db=all,1533-2861/1533-287X,A2
IEEE Multimedia,0.531 ,Q2,65,45,143,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=93,1070-986X/1941-0166,A1
Journal of Functional Programming,0.530 ,Q2,48,17,55,http://journals.cambridge.org/action/displayJournal?jid=JFP,0956-7968/1469-7653,A2
ACM Transactions on Accessible Computing,0.529 ,Q2,24,16,60,https://dl.acm.org/journal/taccess,1936-7228,A2
Entropy,0.527 ,Q2,61,1138,2095,https://www.mdpi.com/journal/entropy,1099-4300,A2
Journal of Parallel and Distributed Computing,0.525 ,Q2,81,214,449,http://www.elsevier.com/wps/find/journaldescription.cws_home/622895/description#description,0743-7315/1096-0848,A2
Materials Discovery,0.525 ,Q2,9,0,45,https://www.journals.elsevier.com/materials-discovery,2352-9245,A2
Computer Methods in Biomechanics and Biomedical Engineering: Imaging and Visualization,0.524 ,Q2,13,92,156,https://www.tandfonline.com/toc/tciv20/current,Sin informacion,No
Computational Linguistics,0.521 ,Q2,92,19,81,https://www.mitpressjournals.org/loi/coli,0891-2017/1530-9312,A1
Nano Communication Networks,0.521 ,Q2,31,29,86,https://www.scimagojr.com/journalsearch.php?q=19700174753&tip=sid&clean=0,1878-7789/1878-7797,A2
International Journal of Human-Computer Interaction,0.520 ,Q2,62,192,244,https://www.tandfonline.com/toc/hihc20/current,Sin informacion,No
