Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Scandinavian Journal of Economics,1.044 ,Q2,63,78,120,https://onlinelibrary.wiley.com/journal/14679442,0347-0520/1467-9442,A2
International Journal of Electronic Commerce,1.028 ,Q2,77,24,59,https://www.tandfonline.com/toc/mjec20/current,1086-4415/1557-9301,A1
Economic Systems Research,1.018 ,Q2,51,42,84,https://www.tandfonline.com/loi/cesr20,0953-5314/1469-5758,A1
Cambridge Journal of Economics,1.015 ,Q2,79,58,203,http://cje.oxfordjournals.org/,0309-166X/1464-3545,A2
Electronic Markets,1.006 ,Q2,29,81,103,https://www.springer.com/journal/12525,1019-6781/1422-8890,A1
BRQ Business Research Quarterly,0.990 ,Q2,21,38,64,https://www.scimagojr.com/journalsearch.php?q=21100373814&tip=sid&clean=0,2340-9436/2340-9444,A1
Journal of Economics and Management Strategy,0.990 ,Q2,65,46,122,https://onlinelibrary.wiley.com/journal/15309134,1058-6407/1530-9134,A1
Journal of Policy Modeling,0.979 ,Q2,48,86,216,https://www.journals.elsevier.com/journal-of-policy-modeling/,0161-8938/1873-8060,A2
Economic Modelling,0.972 ,Q2,68,326,884,http://www.elsevier.com/wps/find/journaldescription.cws_home/30411/description#description,0264-9993/1873-6122,A2
International Journal of Biological Macromolecules,0.972 ,Q2,114,3214,5163,http://www.elsevier.com/wps/find/journaldescription.cws_home/525446/description#description,0141-8130/1879-0003,A1
Land Economics,0.972 ,Q2,82,34,107,http://uwpress.wisc.edu/journals/journals/le.html,0023-7639/1543-8325,A1
Marine Resource Economics,0.956 ,Q2,43,18,68,http://www.uri.edu/cels/enre/mre/mre.htm,0738-1360/2334-5985,A1
Journal of Mathematical Economics,0.944 ,Q2,38,78,251,http://www.elsevier.com/wps/find/journaldescription.cws_home/505577/description#description,0304-4068,A1
Applied Health Economics and Health Policy,0.920 ,Q2,37,91,220,https://www.springer.com/journal/40258,1175-5652/1179-1896,A1
Metroeconomica,0.911 ,Q2,28,49,106,https://www.scimagojr.com/journalsearch.php?q=21781&tip=sid&clean=0,0026-1386/1467-999X,A2
Canadian Journal of Economics,0.910 ,Q2,64,51,158,http://www.wiley.com/bw/journal.asp?ref=0008-4085,0008-4085/1540-5982,A2
Consumption Markets and Culture,0.904 ,Q2,27,57,110,https://www.scimagojr.com/journalsearch.php?q=19700190346&tip=sid&clean=0,1025-3866/1477-223X,A1
International Journal of Agricultural Sustainability,0.901 ,Q2,35,32,107,https://www.tandfonline.com/toc/tags20/current,1473-5903/1747-762X,A1
Journal of Productivity Analysis,0.888 ,Q2,73,21,94,https://www.springer.com/journal/11123,0895-562X/1573-0441,A1
Economic and Labour Relations Review,0.887 ,Q2,18,31,97,https://journals.sagepub.com/home/elr,1035-3046/1838-2673,A1
Bulletin of Indonesian Economic Studies,0.885 ,Q2,30,14,45,https://www.tandfonline.com/toc/cbie20/current,0007-4918/1472-7234,A1
Econometric Reviews,0.866 ,Q2,53,59,167,https://www.tandfonline.com/loi/lecr20,0747-4938/1532-4168,A2
Cliometrica,0.861 ,Q2,16,25,46,http://www.springer.com/economics/economic+theory/journal/11698,1863-2505/1863-2513,A1
Journal of African Economies,0.853 ,Q2,44,27,95,https://academic.oup.com/jae,0963-8024/1464-3723,A1
Journal of Housing Economics,0.852 ,Q2,47,52,90,http://www.elsevier.com/wps/find/journaldescription.cws_home/622881/description#description,1051-1377/1096-0791,A2
Econometrics and Statistics,0.844 ,Q2,7,50,82,https://www.journals.elsevier.com/econometrics-and-statistics,2452-3062,A2
Economics and Philosophy,0.842 ,Q2,35,32,59,http://journals.cambridge.org/action/displayJournal?jid=EAP,0266-2671/1474-0028,A1
European Journal of Economics and Economic Policies: Intervention,0.802 ,Q2,13,26,75,https://www.elgaronline.com/view/journals/ejeep/ejeep-overview.xml,Sin informacion,No
Oxford Bulletin of Economics and Statistics,0.799 ,Q2,68,72,141,http://www.wiley.com/bw/journal.asp?ref=0305-9049,0305-9049/1468-0084,A1
