Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Journal of Applied Physiology,1.096 ,Q2,221,364,1256,https://www.physiology.org/journal/jappl,1522-1601/8750-7587,A1
Knee,1.083 ,Q2,74,207,595,https://www.journals.elsevier.com/the-knee,0968-0160/1873-5800,A1
Journal of Orthopaedic Trauma,1.023 ,Q2,116,295,878,https://journals.lww.com/jorthotrauma/pages/default.aspx,0890-5339/1531-2291,A1
Journal of Biomechanics,1.011 ,Q2,190,490,1486,https://www.journals.elsevier.com/journal-of-biomechanics,0021-9290/1873-2380,A1
Journal of Applied Sport Psychology,0.964 ,Q2,72,62,96,http://www.informaworld.com/smpp/title~content=t713768823~db=all,1041-3200/1533-1571,A2
Gait and Posture,0.892 ,Q2,138,415,1477,http://www.elsevier.com/wps/find/journaldescription.cws_home/525442/description#description,0966-6362/1879-2219,A1
International Review for the Sociology of Sport,0.860 ,Q2,54,92,164,http://irs.sagepub.com/,1012-6902/1461-7218,A1
"Magnetic Resonance Materials in Physics, Biology, and Medicine",0.819 ,Q2,60,95,192,https://www.springer.com/journal/10334,Sin informacion,No
Journal of Optometry,0.812 ,Q2,21,45,114,https://www.journals.elsevier.com/journal-of-optometry,1888-4296/1989-1342,A2
"Language, Speech, and Hearing Services in Schools",0.812 ,Q2,63,53,135,https://pubs.asha.org/journal/lshss,Sin informacion,No
European Sport Management Quarterly,0.797 ,Q2,29,61,101,https://www.tandfonline.com/toc/resm20/current,1618-4742/1746-031X,A1
Journal of Voice,0.797 ,Q2,83,432,730,https://www.journals.elsevier.com/journal-of-voice,0892-1997/1873-4588,A1
Ultrasound in Medicine and Biology,0.792 ,Q2,128,314,889,https://www.journals.elsevier.com/ultrasound-in-medicine-and-biology,0301-5629/1879-291X,A1
Human Movement Science,0.787 ,Q2,86,183,456,https://www.journals.elsevier.com/human-movement-science,0167-9457/1872-7646,A2
American Journal of Speech-Language Pathology,0.786 ,Q2,67,133,283,https://pubs.asha.org/journal/ajslp,Sin informacion,No
AAC: Augmentative and Alternative Communication,0.783 ,Q2,50,27,86,https://www.tandfonline.com/toc/iaac20/current,Sin informacion,No
International Journal of Health Policy and Management,0.760 ,Q2,24,116,442,http://www.ijhpm.com/,2322-5939,A1
Clinical and Experimental Optometry,0.752 ,Q2,51,184,359,https://onlinelibrary.wiley.com/journal/14440938,Sin informacion,No
Clinical Biomechanics,0.750 ,Q2,122,266,558,https://www.journals.elsevier.com/clinical-biomechanics,0268-0033/1879-1271,A2
Cochlear Implants International,0.746 ,Q2,30,50,144,https://www.tandfonline.com/loi/ycii20,1467-0100/1754-7628,A2
Musculoskeletal Science and Practice,0.745 ,Q2,84,126,398,https://www.mskscienceandpractice.com/,2468-7812/2468-8630,A2
Journal of Intellectual Disabilities,0.739 ,Q2,46,40,89,https://journals.sagepub.com/home/jld,1744-6295/1744-6309,A2
BMC Obesity,0.733 ,Q2,15,20,140,https://bmcobes.biomedcentral.com/,2052-9538,A2
International Journal of Sport and Exercise Psychology,0.730 ,Q2,27,88,143,https://www.tandfonline.com/toc/rijs20/current,1557-251X/1612-197X,A2
Journal of Neuroradiology,0.727 ,Q2,38,109,191,https://www.journals.elsevier.com/journal-of-neuroradiology,0150-9861/1773-0406,A2
Physical Therapy in Sport,0.721 ,Q2,42,152,289,https://www.journals.elsevier.com/physical-therapy-in-sport,1466-853X/1532-9321,A2
Journal of Applied Biomechanics,0.718 ,Q2,53,57,224,https://journals.humankinetics.com/view/journals/jab/jab-overview.xml,1065-8483/1543-2688,A1
American Journal of Audiology,0.712 ,Q2,43,102,164,https://pubs.asha.org/journal/aja,1059-0889/1558-9137,A2
Journal of Aging and Physical Activity,0.706 ,Q2,55,104,238,https://journals.humankinetics.com/view/journals/japa/japa-overview.xml,1063-8652/1543-267X,A1
Disability and Society,0.704 ,Q2,71,133,279,https://www.tandfonline.com/loi/cdso20,0968-7599/1360-0508,A1
International Journal of Hyperthermia,0.704 ,Q2,78,190,476,https://www.tandfonline.com/toc/ihyt20/current,0265-6736/1464-5157,A1
Journal of Sports Science and Medicine,0.699 ,Q2,58,97,255,http://jssm.org/,1303-2968,A2
Brazilian Journal of Physical Therapy,0.697 ,Q2,32,107,201,https://www.journals.elsevier.com/brazilian-journal-of-physical-therapy,1413-3555/1809-9246,A1
Journal of Deaf Studies and Deaf Education,0.694 ,Q2,55,39,112,https://academic.oup.com/jdsde,1081-4159/1465-7325,A2
Journal of Medical Systems,0.686 ,Q2,70,335,758,https://www.springer.com/journal/10916,0148-5598/1573-689X,A1
International Journal of Rehabilitation Research,0.685 ,Q2,49,60,175,https://journals.lww.com/intjrehabilres/pages/default.aspx,0342-5282/1473-5660,A2
Diagnostic and interventional imaging,0.681 ,Q2,30,110,462,https://www.journals.elsevier.com/diagnostic-and-interventional-imaging,2211-5684/2211-5714,A2
Language and Speech,0.679 ,Q2,48,62,84,http://las.sagepub.com/,0023-8309/1756-6053,A1
Strength and Conditioning Journal,0.676 ,Q2,37,29,232,https://journals.lww.com/nsca-scj/pages/default.aspx,1524-1602/1533-4295,A2
Research Quarterly for Exercise and Sport,0.675 ,Q2,87,102,181,https://www.tandfonline.com/toc/urqe20/current,0270-1367/0364-9857,A2
Sexuality and Disability,0.674 ,Q2,37,54,111,https://www.springer.com/journal/11195,0146-1044/1573-6717,A2
Foods,0.661 ,Q2,11,665,206,https://www.mdpi.com/journal/foods,2304-8158,A1
