Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Periodontology 2000,3.618 ,Q1,115,47,123,https://onlinelibrary.wiley.com/journal/16000757,0906-6713/1600-0757,A1
Journal of Clinical Periodontology,2.475 ,Q1,141,147,456,https://onlinelibrary.wiley.com/journal/1600051x,0303-6979/1600-051X,A1
Clinical Oral Implants Research,2.202 ,Q1,155,123,656,https://onlinelibrary.wiley.com/journal/16000501,0905-7161/1600-0501,A1
Journal of Dental Research,2.051 ,Q1,169,202,594,http://jdr.sagepub.com/,0022-0345/1544-0591,A1
Clinical Implant Dentistry and Related Research,1.894 ,Q1,80,161,367,https://onlinelibrary.wiley.com/journal/17088208,1523-0899/1708-8208,A1
Dental Materials,1.852 ,Q1,142,196,590,https://www.journals.elsevier.com/dental-materials,0109-5641/1879-0097,A1
International Endodontic Journal,1.808 ,Q1,114,192,428,https://onlinelibrary.wiley.com/journal/13652591,0143-2885/1365-2591,A1
"International journal of oral implantology (New Malden, London, England)",1.804 ,Q1,43,40,150,https://ijoi.quintessenz.de/?new_language=en,Sin informacion,No
Oral Oncology,1.735 ,Q1,108,318,814,https://www.journals.elsevier.com/oral-oncology,1368-8375/1879-0593,A1
Journal of Endodontics,1.689 ,Q1,138,219,927,http://www.jendodon.com/,0099-2399/1878-3554,A1
Journal of Dentistry,1.619 ,Q1,107,172,493,https://www.journals.elsevier.com/journal-of-dentistry,0300-5712/1879-176X,A1
Journal of Periodontology,1.564 ,Q1,150,152,563,https://aap.onlinelibrary.wiley.com/journal/19433670,0022-3492/1943-3670,A1
Journal of Oral Microbiology,1.438 ,Q1,32,56,62,https://www.tandfonline.com/toc/zjom20/current,2000-2297,A1
International Journal of Oral and Maxillofacial Implants,1.267 ,Q1,137,167,543,http://www.quintpub.com/journals/omi/#.XsPGsWgzaMo,0882-2786/1942-4434,A1
Journal of Prosthodontic Research,1.166 ,Q1,32,106,193,https://www.journals.elsevier.com/journal-of-prosthodontic-research,1883-1958/2212-4632,A1
Journal of Prosthetic Dentistry,1.151 ,Q1,119,368,877,https://www.journals.elsevier.com/journal-of-prosthetic-dentistry,0022-3913/1097-6841,A1
Operative Dentistry,1.137 ,Q1,78,104,321,https://www.jopdentonline.org/,0361-7734/1559-2863,A1
American Journal of Orthodontics and Dentofacial Orthopedics,1.136 ,Q1,113,296,971,https://www.journals.elsevier.com/american-journal-of-orthodontics-and-dentofacial-orthopedics/,0889-5406/1097-6752,A1
European Journal of Orthodontics,1.128 ,Q1,78,86,281,https://academic.oup.com/ejo,0141-5387/1460-2210,A1
Caries Research,1.061 ,Q1,92,76,199,https://www.karger.com/Journal/Home/224219,0008-6568/1421-976X,A1
Angle Orthodontist,1.054 ,Q1,81,140,402,http://www.angle.org/?code=angf-site,0003-3219/1945-7103,A1
Journal of Adhesive Dentistry,1.046 ,Q1,65,61,193,https://jad.quintessenz.de/,1461-5185/1757-9988,A1
International journal of oral science,1.044 ,Q1,39,33,95,https://www.nature.com/ijos/,1674-2818/2049-3169,A1
International Journal of Oral and Maxillofacial Surgery,1.020 ,Q1,96,279,741,http://www.elsevier.com/wps/find/journaldescription.cws_home/623046/description#description,0901-5027/1399-0020,A1
Clinical Oral Investigations,1.019 ,Q1,75,586,942,https://www.springer.com/journal/784,1432-6981/1436-3771,A1
Molecular Oral Microbiology,0.995 ,Q1,74,22,128,https://www.scimagojr.com/journalsearch.php?q=19600161903&tip=sid&clean=0,2041-1006/2041-1014,A1
Community Dentistry and Oral Epidemiology,0.984 ,Q1,96,66,220,http://www.wiley.com/bw/journal.asp?ref=0301-5661,0301-5661/1600-0528,A1
Journal of Cranio-Maxillo-Facial Surgery,0.942 ,Q1,73,268,905,https://www.journals.elsevier.com/journal-of-cranio-maxillofacial-surgery,Sin informacion,No
Operations Research for Health Care,0.934 ,Q1,20,30,79,https://www.journals.elsevier.com/operations-research-for-health-care,2211-6923,A1
Japanese Dental Science Review,0.897 ,Q1,18,22,51,http://www.elsevier.com/wps/find/journaldescription.cws_home/716920/description#description,1882-7616/2213-6851,A1
Journal of Oral Rehabilitation,0.891 ,Q1,89,139,348,http://www.wiley.com/bw/journal.asp?ref=0305-182X,0305-182X/1365-2842,A1
Journal of Prosthodontics,0.890 ,Q1,57,305,333,http://www.wiley.com/bw/journal.asp?ref=1059-941X,1059-941X/1532-849X,A1
