Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Nutrition and Metabolism,1.112,Q2,76,87,254,https://nutritionandmetabolism.biomedcentral.com/,1743-7075,A1
"Nutrition, Metabolism and Cardiovascular Diseases",1.111,Q2,90,172,458,https://www.nmcd-journal.com/,Sin informacion,No
Nutrition Journal,1.0979999999999999,Q2,81,90,312,http://www.nutritionj.com/,1475-2891,A1
"Current Opinion in Endocrinology, Diabetes and Obesity",1.075,Q2,62,58,194,https://journals.lww.com/co-endocrinology/pages/default.aspx,Sin informacion,No
Nutrition,1.062,Q2,135,328,644,https://www.journals.elsevier.com/nutrition,0899-9007/1873-1244,A2
Frontiers in Nutrition,1.013,Q2,24,193,264,https://www.scimagojr.com/journalsearch.php?q=21100913479&tip=sid&clean=0,2296-861X,A1
Journal of Functional Foods,0.998,Q2,74,566,1652,http://www.elsevier.com/wps/find/journaldescription.cws_home/717426/description#description,1756-4646,A1
Journal of Renal Nutrition,0.993,Q2,50,102,233,http://www.jrnjournal.org/,1051-2276/1532-8503,A1
Journal of Human Nutrition and Dietetics,0.991,Q2,64,97,245,http://www.wiley.com/bw/journal.asp?ref=0952-3871,0952-3871/1365-277X,A1
Nutrition and Metabolic Insights,0.982,Q2,5,0,8,https://journals.sagepub.com/home/nmi,Sin informacion,No
Journal of Eating Disorders,0.9790000000000001,Q2,24,41,137,https://jeatdisord.biomedcentral.com/,2050-2974,A2
NFS Journal,0.93,Q2,11,9,34,https://www.journals.elsevier.com/nfs-journal,2352-3646,A1
Experimental Physiology,0.927,Q2,94,217,509,http://ep.physoc.org/,0958-0670/1469-445X,A2
Journal of Clinical Biochemistry and Nutrition,0.9179999999999999,Q2,55,61,225,https://www.editorialmanager.com/jcbn/default.aspx,0912-0009/1880-5086,A1
Annals of Nutrition and Metabolism,0.91,Q2,76,106,345,http://content.karger.com/ProdukteDB/produkte.asp?Aktion=JournalHome&ProduktNr=223977&ContentOnly=false,0250-6807/1421-9697,A1
Nutrition Bulletin,0.9,Q2,38,33,121,http://www.wiley.com/bw/journal.asp?ref=1471-9827,1467-3010/1471-9827,A1
"Journal of Nutrition, Health and Aging",0.872,Q2,77,164,531,http://www.serdi-fr.com/jnha/,Sin informacion,No
Nutrition Research,0.84,Q2,86,124,387,http://www.elsevier.com/wps/find/journaldescription.cws_home/525483/description#description,0271-5317/1879-0739,A2
Current Nutrition Reports,0.8340000000000001,Q2,21,43,107,https://link.springer.com/journal/13668,2161-3311,A1
Food and Nutrition Research,0.833,Q2,34,50,271,https://foodandnutritionresearch.net/index.php/fnr/about/submissions,1654-661X/1654-6628,A1
Nutritional Neuroscience,0.809,Q2,55,174,235,http://maney.co.uk/index.php/journals/nns/,1028-415X/1476-8305,A2
Journal of Nutrition Education and Behavior,0.807,Q2,77,195,428,https://www.journals.elsevier.com/journal-of-nutrition-education-and-behavior,1499-4046/1708-8259,A1
Current Developments in Nutrition,0.792,Q2,9,93,103,https://www.scimagojr.com/journalsearch.php?q=21100901909&tip=sid&clean=0,2475-2991,A1
Cancer Nursing,0.7809999999999999,Q2,74,105,307,https://journals.lww.com/cancernursingonline/pages/default.aspx,0162-220X/1538-9804,A2
Primary Care Diabetes,0.775,Q2,30,96,198,https://www.journals.elsevier.com/primary-care-diabetes,1751-9918/1878-0210,A2
Food and Nutrition Bulletin,0.763,Q2,67,49,165,https://journals.sagepub.com/home/fnb,0379-5721/1564-8265,A1
European Journal of Oncology Nursing,0.753,Q2,53,105,268,http://www.elsevier.com/wps/find/journaldescription.cws_home/623031/description#description,1462-3889/1532-2122,A1
Canadian Geriatrics Journal,0.752,Q2,19,14,63,https://cgjonline.ca/index.php/cgj,1925-8348,A2
Journal of the Science of Food and Agriculture,0.718,Q2,131,792,1930,https://onlinelibrary.wiley.com/journal/10970010,0022-5142/1097-0010,A1
Nutrition in Clinical Practice,0.7070000000000001,Q2,67,156,351,http://ncp.sagepub.com/,0884-5336/1941-2452,A2
Obesity Research and Clinical Practice,0.7070000000000001,Q2,28,66,287,http://www.elsevier.com/wps/find/journaldescription.cws_home/707820/description#description,1871-403X/1878-0318,A2
Journal of Aging and Physical Activity,0.706,Q2,55,104,238,http://hk.humankinetics.com/JAPA/journalAbout.cfm,1063-8652/1543-267X,A1
