Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Immunotherapy,0.963 ,Q3,43,153,411,https://www.futuremedicine.com/loi/imt,1750-743X/1750-7448,A2
Immunogenetics,0.956 ,Q3,90,59,199,http://www.springer.com/biomed/immunology/journal/251,0093-7711/1432-1211,A2
Inflammation,0.927 ,Q3,56,240,646,http://www.springer.com/medicine/rheumatology/journal/10753,0360-3997/1573-2576,A2
Results in Immunology,0.927 ,Q3,14,0,6,https://www.scimagojr.com/journalsearch.php?q=19900193722&tip=sid&clean=0,Sin informacion,No
Developmental and Comparative Immunology,0.899 ,Q3,105,198,797,http://www.elsevier.com/wps/find/journaldescription.cws_home/275/description#description,0145-305X/1879-0089,A1
Journal of Immunological Methods,0.888 ,Q3,129,136,413,http://www.elsevier.com/wps/find/journaldescription.cws_home/506022/description#description,0022-1759/1872-7905,A2
American Journal of Clinical and Experimental Immunology,0.866 ,Q3,4,0,4,https://www.scimagojr.com/journalsearch.php?q=21100854188&tip=sid&clean=0,Sin informacion,No
Scandinavian Journal of Rheumatology,0.866 ,Q3,75,108,307,http://informahealthcare.com/loi/rhe,0300-9742/1502-7732,A1
"Immunity, inflammation and disease",0.865 ,Q3,17,33,134,https://onlinelibrary.wiley.com/journal/20504527,Sin informacion,No
Genes and Immunity,0.862 ,Q3,96,78,88,http://www.nature.com/gene/index.html,1466-4879/1476-5470,A1
Medical Microbiology and Immunology,0.860 ,Q3,58,88,133,http://www.springer.com/biomed/medical+microbiology/journal/430,0300-8584/1432-1831,A1
Journal of Medical Virology,0.855 ,Q3,111,320,872,https://onlinelibrary.wiley.com/journal/10969071,0146-6615/1096-9071,A2
Scandinavian Journal of Immunology,0.849 ,Q3,85,85,287,http://www.wiley.com/bw/journal.asp?ref=0300-9475,0300-9475/1365-3083,A2
Clinical and Molecular Allergy,0.832 ,Q3,31,11,63,http://www.clinicalmolecularallergy.com/,1476-7961,B
Xenotransplantation,0.813 ,Q3,59,90,198,http://www.wiley.com/bw/journal.asp?ref=0908-665X&site=1,0908-665X/1399-3089,A2
Journal of Investigational Allergology and Clinical Immunology,0.811 ,Q3,58,116,308,http://www.jiaci.org/,1018-9068/1698-0808,A1
Autoimmunity,0.799 ,Q3,69,35,174,http://informahealthcare.com/loi/aut,0891-6934/1607-842X,B
Journal of Interferon and Cytokine Research,0.799 ,Q3,88,88,208,http://www.liebertpub.com/products/product.aspx?pid=35,1079-9907/1557-7465,A2
Immunological Investigations,0.797 ,Q3,45,92,208,http://informahealthcare.com/loi/imm,0882-0139/1532-4311,A2
Aerobiologia,0.784 ,Q3,46,86,148,http://www.springer.com/environment/pollution+and+remediation/journal/10453,0393-5965/1573-3025,A1
"Allergy, Asthma and Clinical Immunology",0.771 ,Q3,30,78,201,http://www.aacijournal.com/,Sin informacion,No
Human Immunology,0.768 ,Q3,93,171,473,http://www.elsevier.com/wps/find/journaldescription.cws_home/505763/description#description,0198-8859/1879-1166,A2
Microbial Pathogenesis,0.763 ,Q3,67,549,1513,https://www.journals.elsevier.com/microbial-pathogenesis,0882-4010/1096-1208,A2
Journal of Global Antimicrobial Resistance,0.762 ,Q3,20,255,554,https://www.scimagojr.com/journalsearch.php?q=21100253424&tip=sid&clean=0,2213-7165/2213-7173,A2
Immunologic Research,0.756 ,Q3,83,59,353,http://www.springer.com/medicine/internal/journal/12026,0257-277X/1559-0755,B
Brazilian Journal of Microbiology,0.753 ,Q3,56,162,429,https://www.springer.com/journal/42770,1517-8382/1678-4405,B
Food and Environmental Virology,0.746 ,Q3,28,48,140,https://www.scimagojr.com/journalsearch.php?q=19400158516&tip=sid&clean=0,1867-0334/1867-0342,A1
Veterinary Immunology and Immunopathology,0.741 ,Q3,91,99,395,http://www.elsevier.com/wps/find/journaldescription.cws_home/503319/description#description,0165-2427/1873-2534,A1
Virus Evolution,0.737 ,Q3,1,0,2,https://academic.oup.com/ve,Sin informacion,No
Extremophiles,0.734 ,Q3,80,71,260,https://www.springer.com/journal/792/,1431-0651/1433-4909,A2
Virus Genes,0.732 ,Q3,54,98,347,http://www.springer.com/biomed/medical+microbiology/journal/11262,0920-8569/1572-994X,A2
Journal of Virological Methods,0.730 ,Q3,96,178,649,http://www.elsevier.com/wps/find/journaldescription.cws_home/506080/description#description,0166-0934/1879-0984,B
Inflammopharmacology,0.729 ,Q3,48,140,233,http://www.springer.com/birkhauser/biosciences/journal/10787,0925-4692/1568-5608,A2
Mycotoxin Research,0.718 ,Q3,34,47,91,http://www.springer.com/life+sciences/microbiology/journal/12550,0178-7888/1867-1632,A2
Probiotics and Antimicrobial Proteins,0.718 ,Q3,23,223,163,https://link.springer.com/journal/12602,1867-1306/1867-1314,A2
Current Protocols in Immunology,0.716 ,Q3,39,23,57,https://currentprotocols.onlinelibrary.wiley.com/journal/1934368x,1934-3671/1934-368X,A2
Microbiology and Immunology,0.715 ,Q3,68,59,247,http://www.wiley.com/bw/journal.asp?ref=0385-5600,0385-5600/1348-0421,B
Critical Reviews in Immunology,0.706 ,Q3,73,25,74,http://www.begellhouse.com/journals/2ff21abf44b19838.html,1040-8401/2162-6472,B
HIV/AIDS - Research and Palliative Care,0.704 ,Q3,21,41,68,https://www.dovepress.com/hivaids---research-and-palliative-care-journal,Sin informacion,No
Transplantation Research,0.702 ,Q3,17,0,7,https://transplantationresearch.biomedcentral.com/,Sin informacion,No
Advances in Virology,0.701 ,Q3,22,7,27,https://www.scimagojr.com/journalsearch.php?q=21100228109&tip=sid&clean=0,1687-8639/1687-8647,A2
Archives of Microbiology,0.687 ,Q3,97,161,410,http://www.springer.com/life+sciences/microbiology/journal/203,0302-8933/1432-072X,A2
Rheumatology International,0.686 ,Q3,71,273,815,https://www.springer.com/journal/296,0172-8172/1437-160X,A2
Experimental Parasitology,0.681 ,Q3,72,137,481,https://www.journals.elsevier.com/experimental-parasitology,0014-4894/1090-2449,A2
Food and Agricultural Immunology,0.673 ,Q3,32,95,287,https://www.tandfonline.com/toc/cfai20/current,0954-0105/1465-3443,A1
Viral Immunology,0.665 ,Q3,59,72,277,http://www.liebertpub.com/products/product.aspx?pid=57,0882-8245/1557-8976,B
International Journal of Rheumatology,0.663 ,Q3,31,10,48,https://www.scimagojr.com/journalsearch.php?q=19700201639&tip=sid&clean=0,1687-9260/1687-9279,A2
Foods,0.661 ,Q3,11,665,206,https://www.scimagojr.com/journalsearch.php?q=21100898636&tip=sid&clean=0,2304-8158,A1
Bulletin of Mathematical Biology,0.652 ,Q3,84,194,345,https://www.springer.com/journal/11538,0092-8240/1522-9602,A1
International Journal of Microbiology,0.644 ,Q3,36,48,142,https://www.hindawi.com/journals/ijmicro/,1687-918X/1687-9198,B
Photodermatology Photoimmunology and Photomedicine,0.641 ,Q3,59,79,165,http://www.wiley.com/bw/journal.asp?ref=0905-4383,0905-4383/1600-0781,A2
Journal of Microbiological Methods,0.636 ,Q3,127,222,730,https://www.journals.elsevier.com/journal-of-microbiological-methods,0167-7012/1872-8359,B
Immunopharmacology and Immunotoxicology,0.635 ,Q3,46,82,174,http://informahealthcare.com/ipi,0892-3973/1532-2513,A2
Systematic Parasitology,0.632 ,Q3,46,62,223,http://www.springer.com/life+sciences/animal+sciences/journal/11230,0165-5752/1573-5192,B
Journal of Parasitology Research,0.629 ,Q3,23,24,70,https://www.hindawi.com/journals/jpr/contents/,2090-0023/2090-0031,B
Influenza Research and Treatment,0.625 ,Q3,1,0,1,https://www.hindawi.com/journals/irt/,Sin informacion,No
Journal of Vector Borne Diseases,0.625 ,Q3,36,29,175,http://www.jvbd.org/,0972-9062,A2
African Journal of AIDS Research,0.624 ,Q3,26,44,132,http://www.informaworld.com/smpp/title~content=t911233160~db=all,1608-5906/1727-9445,A2
Comptes Rendus - Biologies,0.615 ,Q3,79,34,185,http://www.elsevier.com/wps/find/journaldescription.cws_home/600306/description#description,Sin informacion,No
