Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Annual Review of Plant Biology,10.835999999999999,Q1,247,29,78,https://www.annualreviews.org/journal/arplant,Sin informacion,No
Genome Biology,9.479,Q1,226,300,738,https://genomebiology.biomedcentral.com/,1474-7596/1474-760X,A1
Annual Review of Pathology: Mechanisms of Disease,8.508,Q1,112,20,59,https://www.annualreviews.org/journal/pathmechdis,Sin informacion,No
Molecular Biology and Evolution,8.162,Q1,210,233,869,https://academic.oup.com/mbe,0737-4038/1537-1719,A1
Molecular Systems Biology,7.337999999999999,Q1,140,51,178,https://www.embopress.org/journal/17444292,1744-4292,A1
Fungal Diversity,6.949,Q1,88,21,71,https://www.springer.com/journal/13225,1560-2745/1878-9129,A1
Trends in Ecology and Evolution,6.86,Q1,329,139,394,https://www.cell.com/trends/ecology-evolution/home,0169-5347/1872-8383,A1
Ecology Letters,6.731,Q1,251,204,503,https://onlinelibrary.wiley.com/journal/14610248,1461-023X/1461-0248,A1
Systematic Biology,6.2989999999999995,Q1,178,73,234,https://academic.oup.com/sysbio,1063-5157/1076-836X,A1
Annual Review of Phytopathology,5.919,Q1,150,23,78,https://www.annualreviews.org/journal/phyto,Sin informacion,No
Annual Review of Entomology,5.869,Q1,189,22,82,https://www.annualreviews.org/journal/ento,Sin informacion,No
Nature Ecology and Evolution,5.603,Q1,43,316,681,https://www.nature.com/natecolevol/,2397-334X,A1
Nature Plants,5.517,Q1,55,249,633,https://www.nature.com/nplants/,2055-026X/2055-0278,A1
Plant Cell,5.399,Q1,329,280,729,http://www.plantcell.org/,1040-4651/1532-298X,A1
ISME Journal,5.073,Q1,156,253,777,https://www.nature.com/ismej/,1751-7362/1751-7370,A1
Biological Reviews,4.974,Q1,153,107,271,https://onlinelibrary.wiley.com/journal/1469185x,1464-7931/1469-185X,A1
Trends in Plant Science,4.539,Q1,250,131,385,https://www.cell.com/trends/plant-science/home,1360-1385/1878-4372,A1
PLoS Biology,4.488,Q1,260,491,968,https://journals.plos.org/plosbiology/,1544-9173/1545-7885,A1
Ecological Monographs,4.353,Q1,151,55,103,https://esajournals.onlinelibrary.wiley.com/journal/15577015,0012-9615/1557-7015,A1
Current Opinion in Plant Biology,4.262,Q1,196,97,387,https://www.journals.elsevier.com/current-opinion-in-plant-biology,1369-5266/1879-0356,A1
