Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Molecular genetics & genomic medicine,0.897 ,Q3,23,492,286,https://onlinelibrary.wiley.com/journal/23249269,Sin informacion,No
Human gene therapy methods,0.893 ,Q3,24,24,84,https://www.scimagojr.com/journalsearch.php?q=21100225613&tip=sid&clean=0,1946-6536/1946-6544,A2
Molecular Syndromology,0.868 ,Q3,32,53,135,https://www.karger.com/Journal/Home/247640,1661-8769/1661-8777,A2
American Journal of Clinical and Experimental Immunology,0.866 ,Q3,4,0,4,https://www.scimagojr.com/journalsearch.php?q=21100854188&tip=sid&clean=0,Sin informacion,No
"Immunity, inflammation and disease",0.865 ,Q3,17,33,134,https://onlinelibrary.wiley.com/journal/20504527,Sin informacion,No
Human gene therapy. Clinical development,0.863 ,Q3,19,25,83,https://www.scimagojr.com/journalsearch.php?q=21100265033&tip=sid&clean=0,Sin informacion,No
Genes and Immunity,0.862 ,Q3,96,78,88,http://www.nature.com/gene/index.html,1466-4879/1476-5470,A1
Behavior Genetics,0.861 ,Q3,92,55,171,http://www.springer.com/psychology/psychology+general/journal/10519,0001-8244/1573-3297,A1
Epidemiologic Methods,0.836 ,Q3,9,6,20,https://www.degruyter.com/view/j/em?format=PAIN/,2161-962X/2194-9263,A2
Clinical and Molecular Allergy,0.832 ,Q3,31,11,63,http://www.clinicalmolecularallergy.com/,1476-7961,B
Journal of Investigational Allergology and Clinical Immunology,0.811 ,Q3,58,116,308,http://www.jiaci.org/,1018-9068/1698-0808,A1
Best Practice and Research in Clinical Haematology,0.802 ,Q3,73,57,146,http://www.elsevier.com/wps/find/journaldescription.cws_home/623003/description#description,1521-6926/1532-1924,A2
Autoimmunity,0.799 ,Q3,69,35,174,http://informahealthcare.com/loi/aut,0891-6934/1607-842X,B
Cancer Management and Research,0.797 ,Q3,35,945,751,https://www.dovepress.com/cancer-management-and-research-journal,Sin informacion,No
Aerobiologia,0.784 ,Q3,46,86,148,http://www.springer.com/environment/pollution+and+remediation/journal/10453,0393-5965/1573-3025,A1
Current Gene Therapy,0.782 ,Q3,68,37,131,https://benthamscience.com/journals/current-gene-therapy/,1566-5232/1875-5631,A2
Cancer Nursing,0.781 ,Q3,74,105,307,https://journals.lww.com/cancernursingonline/pages/default.aspx,0162-220X/1538-9804,A2
Pharmacogenetics and Genomics,0.774 ,Q3,139,30,176,http://journals.lww.com/jpharmacogenetics/pages/default.aspx,1744-6872/1744-6880,A2
Environmental and Molecular Mutagenesis,0.772 ,Q3,85,78,204,http://www3.interscience.wiley.com/journal/117934746/grouphome/home.html,0893-6692/1098-2280,A2
Mutagenesis,0.772 ,Q3,87,46,176,http://mutage.oxfordjournals.org/,0267-8357/1464-3804,A2
Current Genomics,0.766 ,Q3,61,60,164,https://benthamscience.com/journals/current-genomics/,1389-2029/1875-5488,B
Cancer Informatics,0.748 ,Q3,28,33,94,https://journals.sagepub.com/home/cix,1176-9351,B
Food and Environmental Virology,0.746 ,Q3,28,48,140,https://www.scimagojr.com/journalsearch.php?q=19400158516&tip=sid&clean=0,1867-0334/1867-0342,A1
BMC Medical Genetics,0.745 ,Q3,65,204,467,http://www.biomedcentral.com/bmcmedgenet/,1471-2350,B
Critical Reviews in Immunology,0.706 ,Q3,73,25,74,http://www.begellhouse.com/journals/2ff21abf44b19838.html,1040-8401/2162-6472,B
Physiological Measurement,0.702 ,Q3,93,169,569,http://www.iop.org/EJ/journal/PM,0967-3334/1361-6579,A2
Journal of Biomechanical Engineering,0.683 ,Q3,121,140,497,https://asmedigitalcollection.asme.org/biomechanical/,0148-0731/1528-8951,A2
Obesity Science and Practice,0.673 ,Q3,11,64,168,https://www.scimagojr.com/journalsearch.php?q=21100932754&tip=sid&clean=0,2055-2238,A2
Oncology Letters,0.673 ,Q3,44,1496,5715,https://www.scimagojr.com/journalsearch.php?q=19700176021&tip=sid&clean=0,1792-1074/1792-1082,B
Clinical Diabetes and Endocrinology,0.666 ,Q3,6,0,8,https://clindiabetesendo.biomedcentral.com/,2055-8260,B
Clinical obesity,0.661 ,Q3,9,17,79,https://onlinelibrary.wiley.com/journal/17588111,1758-8103/1758-8111,B
Hepatitis Research and Treatment,0.659 ,Q3,4,0,3,https://www.hindawi.com/journals/heprt/,Sin informacion,No
Journal of Electromyography and Kinesiology,0.659 ,Q3,94,112,362,http://www.elsevier.com/wps/find/journaldescription.cws_home/30442/description#description,1050-6411/1873-5711,A2
Endocrine Journal,0.658 ,Q3,69,127,406,http://www.jstage.jst.go.jp/browse/endocrj/,0918-8959/1348-4540,B
International Journal of MS Care,0.657 ,Q3,18,44,138,https://www.scimagojr.com/journalsearch.php?q=21100217607&tip=sid&clean=0,1537-2073,A1
Human Heredity,0.656 ,Q3,61,22,46,http://content.karger.com/ProdukteDB/produkte.asp?Aktion=JournalHome&ProduktNr=224250,0001-5652/1423-0062,B
International Journal of Developmental Biology,0.656 ,Q3,98,64,220,http://www.ijdb.ehu.es/web/,0214-6282/1696-3547,B
Frontline Gastroenterology,0.655 ,Q3,10,138,139,https://fg.bmj.com/,2041-4137/2041-4145,B
Gastroenterology Research and Practice,0.655 ,Q3,42,195,707,http://www.hindawi.com/journals/grp/,1687-6121/1687-630X,B
International Journal of Rheumatic Diseases,0.649 ,Q3,38,330,801,http://www.wiley.com/bw/journal.asp?ref=1756-1841,1756-1841/1756-185X,B
International Journal of Microbiology,0.644 ,Q3,36,48,142,https://www.hindawi.com/journals/ijmicro/,1687-918X/1687-9198,B
Journal of Nutrition and Metabolism,0.637 ,Q3,37,53,128,https://www.hindawi.com/journals/jnme/,2090-0724/2090-0732,A2
Brain Injury,0.636 ,Q3,100,196,614,http://informahealthcare.com/loi/bij,0269-9052/1362-301X,B
Infection Ecology and Epidemiology,0.636 ,Q3,8,20,51,https://www.tandfonline.com/toc/ziee20/current,2000-8686,A2
Journal of Microbiological Methods,0.636 ,Q3,127,222,730,https://www.journals.elsevier.com/journal-of-microbiological-methods,0167-7012/1872-8359,B
Journal of Epidemiology and Global Health,0.631 ,Q3,19,50,142,https://www.atlantis-press.com/journals/jegh,2210-6006/2210-6014,A2
Molecular Medicine Reports,0.630 ,Q3,49,1168,5127,https://www.scimagojr.com/journalsearch.php?q=18800156706&tip=sid&clean=0,1791-2997/1791-3004,B
Canadian Journal of Infectious Diseases and Medical Microbiology,0.629 ,Q3,34,58,173,https://www.hindawi.com/journals/cjidmm/,1712-9532/1918-1493,B
Journal of Parasitology Research,0.629 ,Q3,23,24,70,https://www.hindawi.com/journals/jpr/contents/,2090-0023/2090-0031,B
International Journal of Mycobacteriology,0.628 ,Q3,16,78,403,https://www.scimagojr.com/journalsearch.php?q=21100266501&tip=sid&clean=0,2212-5531/2212-554X,B
Influenza Research and Treatment,0.625 ,Q3,1,0,1,https://www.hindawi.com/journals/irt/,Sin informacion,No
Growth Hormone and IGF Research,0.624 ,Q3,58,30,168,http://www.elsevier.com/wps/find/journaldescription.cws_home/623041/description#description,1096-6374/1532-2238,B
Spatial and Spatio-temporal Epidemiology,0.622 ,Q3,24,37,97,https://www.scimagojr.com/journalsearch.php?q=19700167025&tip=sid&clean=0,Sin informacion,No
Regenerative Medicine,0.619 ,Q3,59,95,263,http://www.futuremedicine.com/loi/rme,1746-0751/1746-076X,A2
Multiple Sclerosis International,0.615 ,Q3,5,0,3,https://www.hindawi.com/journals/msi/,Sin informacion,No
Virology: Research and Treatment,0.615 ,Q3,8,3,10,https://www.scimagojr.com/journalsearch.php?q=19700171308&tip=sid&clean=0,Sin informacion,No
Saudi Journal of Gastroenterology,0.611 ,Q3,29,67,209,http://www.saudijgastro.com/,1319-3767/1998-4049,B
Autoimmune Diseases,0.607 ,Q3,29,5,18,https://www.scimagojr.com/journalsearch.php?q=21100223559&tip=sid&clean=0,2090-0422/2090-0430,B
Journal of Human Kinetics,0.606 ,Q3,31,125,362,http://www.johk.pl/index.html,1640-5544/1899-7562,A2
Korean Journal of Parasitology,0.605 ,Q3,38,99,297,https://www.parasitol.kr/index.php,0023-4001/1738-0006,B
Microbial Risk Analysis,0.599 ,Q3,9,30,60,https://www.journals.elsevier.com/microbial-risk-analysis,2352-3522,A2
Hepatic Medicine: Evidence and Research,0.598 ,Q3,2,0,3,https://www.dovepress.com/hepatic-medicine-evidence-and-research-journal,Sin informacion,No
Prion,0.593 ,Q3,39,24,137,http://www.landesbioscience.com/journals/prion/,1933-6896/1933-690X,B
Current HIV Research,0.588 ,Q3,50,42,162,https://benthamscience.com/journals/current-hiv-research/,1570-162X/1873-4251,B
International Journal of Immunopathology and Pharmacology,0.585 ,Q3,49,67,231,https://www.scimagojr.com/journalsearch.php?q=21246&tip=sid&clean=0,0394-6320/2058-7384,A2
Journal of Gene Medicine,0.585 ,Q3,90,68,135,http://www3.interscience.wiley.com/journal/10009391/home,1099-498X/1521-2254,A2
Monoclonal Antibodies in Immunodiagnosis and Immunotherapy,0.583 ,Q3,36,47,172,https://www.scimagojr.com/journalsearch.php?q=21100238667&tip=sid&clean=0,2167-9436,B
Clinical Neurophysiology Practice,0.582 ,Q3,8,34,82,https://www.journals.elsevier.com/clinical-neurophysiology-practice,2467-981X,B
Current Fungal Infection Reports,0.582 ,Q3,21,34,85,https://www.scimagojr.com/journalsearch.php?q=19600166311&tip=sid&clean=0,1936-3761/1936-377X,B
Open Access Rheumatology: Research and Reviews,0.582 ,Q3,11,35,60,https://www.scimagojr.com/journalsearch.php?q=19700175087&tip=sid&clean=0,Sin informacion,No
International Microbiology,0.576 ,Q3,63,77,77,http://www.springer.com/life+sciences/microbiology/journal/10123,1139-6709/1618-1905,B
Journal of global oncology,0.576 ,Q3,8,156,264,https://ascopubs.org/journal/jgo,2378-9506,B
Annals of Human Genetics,0.573 ,Q3,74,64,127,http://www.wiley.com/bw/journal.asp?ref=0003-4800&site=1,0003-4800/1469-1809,B
Cytogenetic and Genome Research,0.572 ,Q3,85,88,250,http://content.karger.com/ProdukteDB/produkte.asp?Aktion=JournalHome&ProduktNr=224037,1424-8581/1424-859X,B
ecancermedicalscience,0.572 ,Q3,25,92,283,https://www.scimagojr.com/journalsearch.php?q=19700177321&tip=sid&clean=0,1754-6605,B
JMM Case Reports,0.567 ,Q3,4,0,19,https://www.microbiologyresearch.org/content/journal/jmmcr,Sin informacion,No
Anemia,0.565 ,Q3,22,8,28,https://www.hindawi.com/journals/anemia/,2090-1267/2090-1275,B
Thyroid Research,0.565 ,Q3,18,12,28,https://www.scimagojr.com/journalsearch.php?q=19700183044&tip=sid&clean=0,1756-6614,B
Archives of endocrinology and metabolism,0.564 ,Q3,46,93,288,http://www.aem-sbem.com/,2359-3997/2359-4292,B
International Journal of Hypertension,0.563 ,Q3,34,52,89,https://www.hindawi.com/journals/ijhy/,2090-0384/2090-0392,B
Clinical Respiratory Journal,0.559 ,Q3,29,114,658,https://www.scimagojr.com/journalsearch.php?q=19700175225&tip=sid&clean=0,1752-6981/1752-699X,B
Oncology Research and Treatment,0.558 ,Q3,46,119,433,https://www.scimagojr.com/journalsearch.php?q=21100316070&tip=sid&clean=0,2296-5262/2296-5270,B
Pulmonology,0.555 ,Q3,20,87,272,https://www.journals.elsevier.com/pulmonology,2531-0429/2531-0437,A2
Tropical Parasitology,0.554 ,Q3,8,28,85,http://www.tropicalparasitology.org/,2229-5070/2229-7758,B
Journal of Neurodegenerative Diseases,0.553 ,Q3,3,0,2,https://www.hindawi.com/journals/jnd/,Sin informacion,No
Clinical Gerontologist,0.551 ,Q3,30,80,141,http://www.informaworld.com/smpp/title~content=t792303983~db=all,0731-7115/1545-2301,A2
