Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Journal of Bacteriology,1.8430000000000002,Q2,234,300,924,https://jb.asm.org/,0021-9193/1098-5530,A1
Journal of Molecular and Cellular Cardiology,1.7469999999999999,Q2,151,239,600,https://www.journals.elsevier.com/journal-of-molecular-and-cellular-cardiology,0022-2828/1095-8584,A1
Skeletal Muscle,1.732,Q2,37,31,113,https://skeletalmusclejournal.biomedcentral.com/,2044-5040,A1
Journal of Leukocyte Biology,1.6880000000000002,Q2,184,245,767,https://jlb.onlinelibrary.wiley.com/,0741-5400/1938-3673,A1
Immunology and Cell Biology,1.685,Q2,100,91,366,https://onlinelibrary.wiley.com/journal/14401711,0818-9641/1440-1711,A1
Biology of the Cell,1.6669999999999998,Q2,82,25,77,https://onlinelibrary.wiley.com/journal/1768322x,0248-4900/1768-322X,A1
Carcinogenesis,1.661,Q2,198,151,401,https://academic.oup.com/carcin,0143-3334/1460-2180,A1
Frontiers in Oncology,1.6540000000000001,Q2,71,1379,1212,https://www.frontiersin.org/journals/oncology,2234-943X,A1
Molecules and Cells,1.649,Q2,73,97,345,http://www.molcells.org/main.html,0219-1032/1016-8478,A1
American Journal of Blood Research,1.59,Q2,5,0,1,https://www.scimagojr.com/journalsearch.php?q=21100332422&tip=sid&clean=0,Sin informacion,No
GeroScience,1.585,Q2,57,74,181,https://www.springer.com/journal/11357,2509-2715/2509-2723,A1
BMC Structural Biology,1.5730000000000002,Q2,52,8,48,https://bmcstructbiol.biomedcentral.com/,1472-6807,A2
Plant Reproduction,1.569,Q2,56,32,76,https://www.springer.com/journal/497,2194-7953/2194-7961,A1
American Journal of Cancer Research (discontinued),1.5619999999999998,Q2,37,0,431,https://www.scimagojr.com/journalsearch.php?q=21100399172&tip=sid&clean=0,Sin informacion,No
"Journal of immunotherapy (Hagerstown, Md. : 1997)",1.557,Q2,87,50,144,https://journals.lww.com/immunotherapy-journal/pages/default.aspx,Sin informacion,No
Aging and Disease,1.5330000000000001,Q2,43,87,228,http://www.aginganddisease.org/EN/2152-5250/home.shtml,2152-5250,A1
Cancer Journal,1.4909999999999999,Q2,86,69,184,https://journals.lww.com/journalppo/pages/default.aspx,1528-9117/1540-336X,A1
Laboratory Investigation,1.4580000000000002,Q2,147,201,424,https://www.nature.com/labinvest/,0023-6837/1530-0307,A1
Neurogenetics,1.4569999999999999,Q2,58,29,97,https://www.springer.com/journal/10048,1364-6745/1364-6753,A2
Targeted Oncology,1.442,Q2,37,75,232,https://www.springer.com/journal/11523,1776-2596/1776-260X,A1
Journal of Dairy Science,1.44,Q2,180,1046,2910,https://www.journals.elsevier.com/journal-of-dairy-science,0022-0302/1525-3198,A1
Molecular and Cellular Neurosciences,1.439,Q2,132,66,311,https://www.journals.elsevier.com/molecular-and-cellular-neuroscience,1044-7431/1095-9327,A2
Current Problems in Cancer,1.433,Q2,34,90,117,https://www.journals.elsevier.com/current-problems-in-cancer,0147-0272/1535-6345,A1
Current Genetics,1.432,Q2,78,158,353,https://www.springer.com/journal/294,0172-8083/1432-0983,A1
Biogerontology,1.426,Q2,70,64,181,https://www.springer.com/journal/10522,1389-5729/1573-6768,A1
Cancer Communications,1.423,Q2,45,82,227,https://onlinelibrary.wiley.com/journal/25233548,2523-3548,A1
American Journal of Botany,1.4169999999999998,Q2,144,163,578,https://bsapubs.onlinelibrary.wiley.com/journal/15372197,0002-9122/1537-2197,A1
Stem Cell Reviews and Reports,1.4080000000000001,Q2,69,76,224,https://www.springer.com/journal/12015,1550-8943/1558-6804,A1
Clinical Lung Cancer,1.4069999999999998,Q2,56,168,446,https://www.journals.elsevier.com/clinical-lung-cancer,1525-7304/1938-0690,A1
Breast,1.403,Q2,75,156,573,https://www.journals.elsevier.com/the-breast,0960-9776/1532-3080,A1
Cell and Tissue Research,1.402,Q2,133,184,660,https://link.springer.com/journal/441,0302-766X/1432-0878,A1
Journal of Human Genetics,1.3880000000000001,Q2,79,156,492,https://www.nature.com/jhg/,1434-5161/1435-232X,A2
Fungal Genetics and Biology,1.379,Q2,104,112,252,https://www.journals.elsevier.com/fungal-genetics-and-biology,1087-1845/1096-0937,A1
Gene Expression,1.3780000000000001,Q2,44,12,49,https://cognizantcommunication.com/publication/gene-expression-the-journal-of-liver-research/,1052-2166/1555-3884,A2
Cancer Prevention Research,1.371,Q2,87,97,289,https://cancerpreventionresearch.aacrjournals.org/,1940-6207/1940-6215,A1
Cancer cytopathology,1.365,Q2,52,110,389,https://acsjournals.onlinelibrary.wiley.com/journal/19346638,1934-662X/1934-6638,A1
Cell Death Discovery,1.361,Q2,21,96,319,https://www.nature.com/cddiscovery/,2058-7716,A2
International Journal of Cell Biology,1.355,Q2,48,5,20,https://www.hindawi.com/journals/ijcb/,1687-8876/1687-8884,A2
Cancer Research and Treatment,1.348,Q2,34,160,423,https://www.e-crt.org/,1598-2998/2005-9256,A1
Clinical and Experimental Metastasis,1.34,Q2,95,50,194,http://www.springer.com/biomed/cancer/journal/10585,0262-0898/1573-7276,A1
Gene Therapy,1.34,Q2,156,60,268,https://www.nature.com/gt/,0969-7128/1476-5462,A1
Cellular Signalling,1.337,Q2,145,221,623,https://www.journals.elsevier.com/cellular-signalling,0898-6568/1873-3913,A2
Journal of Nanobiotechnology,1.335,Q2,67,126,279,https://jnanobiotechnology.biomedcentral.com/,1477-3155,A1
Synthetic and Systems Biotechnology,1.335,Q2,16,33,107,http://www.keaipublishing.com/en/journals/synthetic-and-systems-biotechnology/,2405-805X,A1
Cancer Causes and Control,1.3319999999999999,Q2,130,136,427,https://www.springer.com/journal/10552,0957-5243/1573-7225,A2
Journal of Inherited Metabolic Disease,1.328,Q2,97,144,348,https://onlinelibrary.wiley.com/journal/15732665,0141-8955/1573-2665,A2
Psychology and Aging,1.324,Q2,145,112,248,https://www.apa.org/pubs/journals/pag/,0882-7974/1939-1498,A1
Cell Cycle,1.319,Q2,141,285,1136,https://www.tandfonline.com/toc/kccy20/current,1538-4101/1551-4005,A1
International Journal of Molecular Sciences,1.317,Q2,140,6385,9042,https://www.mdpi.com/journal/ijms,1422-0067/1661-6596,A1
Cancer Medicine,1.315,Q2,44,737,1261,https://onlinelibrary.wiley.com/journal/20457634,2045-7634,A1
Methods in Cell Biology,1.3090000000000002,Q2,76,120,320,http://www.elsevier.com/wps/find/bookseriesdescription.editors/BS_S679/description,Sin informacion,No
Histochemistry and Cell Biology,1.308,Q2,96,92,361,http://www.springer.com/medicine/anatomie/journal/418,0948-6143/1432-119X,A1
Experimental Hematology,1.3019999999999998,Q2,117,88,332,https://www.journals.elsevier.com/experimental-hematology,0301-472X/1873-2399,A1
Gerontology,1.298,Q2,86,82,199,https://www.karger.com/Journal/Home/224091,0304-324X/1423-0003,A1
Cell Adhesion and Migration,1.2930000000000001,Q2,53,31,157,https://www.tandfonline.com/toc/kcam20/current,1933-6918/1933-6926,A2
Clinical Cancer Drugs,1.287,Q2,4,0,1,https://benthamscience.com/journals/clinical-cancer-drugs/,Sin informacion,No
Breast Cancer: Basic and Clinical Research,1.2819999999999998,Q2,22,23,60,https://journals.sagepub.com/home/bcb,Sin informacion,No
Molecular Carcinogenesis,1.2770000000000001,Q2,94,202,586,https://onlinelibrary.wiley.com/journal/10982744,0899-1987/1098-2744,A2
Current Opinion in Oncology,1.275,Q2,91,92,211,https://journals.lww.com/co-oncology/pages/default.aspx,1040-8746/1531-703X,A2
American Journal of Physiology - Regulatory Integrative and Comparative Physiology,1.272,Q2,169,180,694,https://journals.physiology.org/journal/ajpregu,Sin informacion,No
Cellular Oncology,1.271,Q2,35,62,156,https://www.springer.com/journal/13402,2211-3428/2211-3436,A1
Molecular Medicine,1.2690000000000001,Q2,113,63,180,https://molmed.biomedcentral.com/,1076-1551/1528-3658,A2
Translational Oncology,1.2670000000000001,Q2,47,175,358,https://www.sciencedirect.com/journal/translational-oncology,1936-5233,A2
Molecular Human Reproduction,1.266,Q2,118,63,205,https://academic.oup.com/molehr,1360-9947/1460-2407,A1
Journal of Genetics and Genomics,1.263,Q2,52,76,256,https://www.sciencedirect.com/journal/journal-of-genetics-and-genomics,1673-8527/1873-5533,A1
Journal of Developmental Biology,1.261,Q2,13,18,86,https://www.mdpi.com/journal/jdb,2221-3759,A2
Planta,1.2590000000000001,Q2,152,291,600,https://www.springer.com/journal/425,0032-0935/1432-2048,A1
Cell Proliferation,1.258,Q2,70,157,269,https://onlinelibrary.wiley.com/journal/13652184,0960-7722/1365-2184,A1
Clinical and molecular hepatology,1.254,Q2,33,46,145,https://www.e-cmh.org/,2287-2728/2287-285X,A1
Biomarker Insights,1.253,Q2,28,16,72,https://journals.sagepub.com/home/bmi,1177-2719,A1
Tree Physiology,1.249,Q2,125,148,459,https://academic.oup.com/treephys,0829-318X/1758-4469,A1
Biology of Reproduction,1.248,Q2,173,258,685,https://academic.oup.com/biolreprod,0006-3363/1529-7268,A1
AIDS Research and Therapy,1.245,Q2,38,40,130,https://aidsrestherapy.biomedcentral.com/,1742-6405,A1
Clinical Endocrinology,1.245,Q2,143,225,773,https://onlinelibrary.wiley.com/journal/13652265,0300-0664/1365-2265,A1
Pharmaceuticals,1.245,Q2,50,184,309,http://www.mdpi.com/journal/pharmaceuticals/,1424-8247,A1
European Journal of Cell Biology,1.2429999999999999,Q2,91,17,162,https://www.journals.elsevier.com/european-journal-of-cell-biology,0171-9335/1618-1298,A1
Cancer Chemotherapy and Pharmacology,1.239,Q2,105,261,786,https://www.springer.com/journal/280,0344-5704/1432-0843,A1
Cytotherapy,1.2329999999999999,Q2,81,109,426,https://www.journals.elsevier.com/cytotherapy,1465-3249/1477-2566,A1
Cancer genetics,1.23,Q2,40,74,189,https://www.journals.elsevier.com/cancer-genetics,2210-7762/2210-7770,A2
Reproductive BioMedicine Online,1.23,Q2,107,234,564,https://www.rbmojournal.com/,1472-6483/1472-6491,A1
Journal of Neuro-Oncology,1.228,Q2,111,326,1061,https://www.springer.com/journal/11060,Sin informacion,No
Cytometry Part A,1.227,Q2,84,154,384,https://onlinelibrary.wiley.com/journal/15524930,1552-4922/1552-4930,A1
Best Practice and Research in Clinical Endocrinology and Metabolism,1.225,Q2,105,80,182,https://www.sciencedirect.com/journal/best-practice-and-research-clinical-endocrinology-and-metabolism,1521-690X/1532-1908,A1
"Applied Physiology, Nutrition and Metabolism",1.222,Q2,84,202,551,https://www.nrcresearchpress.com/journal/apnm,Sin informacion,No
Cytoskeleton,1.218,Q2,83,62,143,https://onlinelibrary.wiley.com/journal/19493592,1949-3584/1949-3592,A2
Cell Biology and Toxicology,1.216,Q2,59,61,124,https://www.springer.com/journal/10565,0742-2091/1573-6822,A1
Pathogens,1.216,Q2,29,300,233,https://www.mdpi.com/journal/pathogens,2076-0817,A1
Molecular Pharmaceutics,1.213,Q2,120,469,1400,https://pubs.acs.org/journal/mpohbp,1543-8384/1543-8392,A1
Frontiers in Physiology,1.2109999999999999,Q2,86,1606,3472,https://www.frontiersin.org/journals/physiology,1664-042X,A1
Mediators of Inflammation,1.204,Q2,87,303,1062,http://www.hindawi.com/journals/mi/,0962-9351/1466-1861,A2
Seminars in Radiation Oncology,1.202,Q2,89,43,131,https://www.journals.elsevier.com/seminars-in-radiation-oncology,1053-4296/1532-9461,A1
Reproduction,1.2009999999999998,Q2,128,141,503,https://rep.bioscientifica.com/,1470-1626/1741-7899,A1
Journal of Cell Communication and Signaling,1.2,Q2,40,68,162,https://www.springer.com/journal/12079,1873-9601/1873-961X,A2
Neurochemistry International,1.2,Q2,117,254,517,https://www.journals.elsevier.com/neurochemistry-international,0197-0186/1872-9754,A2
Current Protocols in Cell Biology,1.194,Q2,36,26,62,https://currentprotocols.onlinelibrary.wiley.com/journal/19342616,1934-2500/1934-2616,A1
Virus Research,1.194,Q2,114,228,805,https://www.journals.elsevier.com/virus-research,0168-1702/1872-7492,A2
Non-coding RNA Research,1.19,Q2,10,21,53,http://www.keaipublishing.com/en/journals/non-coding-rna-research/,Sin informacion,No
Conservation Physiology,1.189,Q2,31,8,138,https://academic.oup.com/conphys,2051-1434,A1
Archaea,1.188,Q2,37,6,51,http://www.hindawi.com/journals/arch/,1472-3646/1472-3654,A1
BMC Cancer,1.186,Q2,122,1273,3154,https://bmccancer.biomedcentral.com/,1471-2407,A2
Zoologica Scripta,1.186,Q2,60,59,175,https://onlinelibrary.wiley.com/journal/14636409,0300-3256/1463-6409,A1
"Infection, Genetics and Evolution",1.185,Q2,80,362,1159,https://www.journals.elsevier.com/infection-genetics-and-evolution,Sin informacion,No
Molecular and Cellular Pediatrics,1.1840000000000002,Q2,3,0,5,https://molcellped.springeropen.com/,2194-7791,A1
Pituitary,1.182,Q2,62,80,248,https://www.springer.com/journal/11102,1386-341X/1573-7403,A1
Neonatology,1.178,Q2,80,150,329,https://www.karger.com/Journal/Home/224215,1661-7800/1661-7819,A1
Talanta,1.178,Q2,154,1237,3117,https://www.journals.elsevier.com/talanta,0039-9140/1873-3573,A1
Antibiotics,1.173,Q2,26,267,187,https://www.mdpi.com/journal/antibiotics,2079-6382,A1
Cancer Epidemiology,1.168,Q2,72,173,481,https://www.sciencedirect.com/journal/cancer-epidemiology,1877-7821/1877-783X,A2
Journal of Natural Products,1.165,Q2,132,424,1185,https://pubs.acs.org/journal/jnprdf,0163-3864/1520-6025,A1
Journal of Biomolecular NMR,1.162,Q2,102,69,216,https://www.springer.com/journal/10858,0925-2738/1573-5001,A1
Stem Cells International,1.162,Q2,55,370,1137,https://new.hindawi.com/journals/sci/,1687-966X/1687-9678,A2
Advances in neurobiology,1.159,Q2,16,31,158,https://link.springer.com/bookseries/8787,Sin informacion,No
International Journal of Oncology,1.159,Q2,117,305,1388,https://www.spandidos-publications.com/ijo,1019-6439/1791-2423,A2
ACS Medicinal Chemistry Letters,1.158,Q2,60,305,700,https://pubs.acs.org/journal/amclct,1948-5875,A1
Adipocyte,1.157,Q2,20,40,119,https://www.tandfonline.com/toc/kadi20/current,2162-3945/2162-397X,A1
Physiological Genomics,1.153,Q2,108,68,266,https://journals.physiology.org/journal/physiolgenomics,1094-8341/1531-2267,A2
Chemistry - An Asian Journal,1.15,Q2,103,606,1412,https://onlinelibrary.wiley.com/journal/1861471x,Sin informacion,No
Current Chemical Genomics and Translational Medicine,1.149,Q2,7,0,7,https://benthamopen.com/CCGTM/home/,2213-9885,A2
Journal of Pharmacology and Experimental Therapeutics,1.148,Q2,219,265,681,http://jpet.aspetjournals.org/,0022-3565/1521-0103,A1
Placenta,1.147,Q2,118,138,590,https://www.journals.elsevier.com/placenta,0143-4004/1532-3102,A1
Cell Structure and Function,1.146,Q2,59,19,45,https://www.jstage.jst.go.jp/browse/csf,0386-7196/1347-3700,A1
Journal of Cardiovascular Translational Research,1.143,Q2,48,108,163,https://www.springer.com/journal/12265,1937-5387/1937-5395,A1
Clinical Breast Cancer,1.1420000000000001,Q2,65,157,452,https://www.journals.elsevier.com/clinical-breast-cancer,1526-8209/1938-0666,A2
Journal of Dermatological Science,1.1420000000000001,Q2,89,98,525,https://www.journals.elsevier.com/journal-of-dermatological-science,0923-1811/1873-569X,A1
European Cells and Materials,1.141,Q2,79,44,132,https://www.ecmjournal.org/,1473-2262,A1
Journal of Assisted Reproduction and Genetics,1.14,Q2,73,300,717,http://www.springer.com/medicine/gynecology/journal/10815,1058-0468/1573-7330,A1
EvoDevo,1.136,Q2,34,33,75,https://evodevojournal.biomedcentral.com/,2041-9139,A1
Audiology and Neuro-Otology,1.1320000000000001,Q2,75,51,130,https://www.karger.com/Journal/Home/224213,Sin informacion,No
Brain Research,1.1320000000000001,Q2,198,523,1412,https://www.journals.elsevier.com/brain-research,0006-8993/1872-6240,A2
Journal of Insect Physiology,1.13,Q2,94,123,385,https://www.journals.elsevier.com/journal-of-insect-physiology,0022-1910/1879-1611,A1
Experimental Cell Research,1.129,Q2,184,377,1117,https://www.journals.elsevier.com/experimental-cell-research,0014-4827/1090-2422,A2
Journal of Chromatography A,1.129,Q2,221,691,2741,https://www.journals.elsevier.com/journal-of-chromatography-a,0021-9673/1873-3778,A1
BMC Molecular Biology,1.126,Q2,71,24,62,https://bmcmolbiol.biomedcentral.com/,1471-2199,A2
Cellular and Molecular Neurobiology,1.126,Q2,87,119,400,https://www.springer.com/journal/10571,0272-4340/1573-6830,A1
Immunity and Ageing,1.126,Q2,41,30,82,https://immunityageing.biomedcentral.com/,1742-4933,A2
Endocrine,1.122,Q2,78,361,1058,https://www.springer.com/journal/12020,1355-008X/1559-0100,B
Vascular Pharmacology,1.121,Q2,91,80,254,https://www.journals.elsevier.com/vascular-pharmacology,1537-1891/1879-3649,A1
Tumor Biology,1.119,Q2,77,41,2463,https://journals.sagepub.com/home/tub,1010-4283/1423-0380,A1
Molecular Pain,1.117,Q2,78,93,312,https://journals.sagepub.com/home/mpx,1744-8069,A1
Cancer Biology and Therapy,1.1159999999999999,Q2,108,156,425,https://www.tandfonline.com/toc/kcbt20/current,1538-4047/1555-8576,A1
Virchows Archiv,1.1159999999999999,Q2,95,208,558,http://www.springer.com/medicine/pathology/journal/428,0945-6317/1432-2307,A1
Photosynthesis Research,1.115,Q2,107,132,376,http://www.springer.com/life+sciences/plant+sciences/journal/11120,0166-8595/1573-5079,A1
Acta Diabetologica,1.113,Q2,61,186,444,https://www.springer.com/journal/592,0940-5429/1432-5233,A1
Plasmid,1.112,Q2,57,41,108,https://www.journals.elsevier.com/plasmid,0147-619X/1095-9890,A2
Journal of Cancer Research and Clinical Oncology,1.111,Q2,91,288,757,https://www.springer.com/journal/432,0171-5216/1432-1335,A1
Plant Physiology and Biochemistry,1.11,Q2,113,446,1137,https://www.journals.elsevier.com/plant-physiology-and-biochemistry,0981-9428/1873-2690,A1
BMC Developmental Biology,1.109,Q2,72,25,79,https://bmcdevbiol.biomedcentral.com/,1471-213X,A2
Gene Regulation and Systems Biology,1.1079999999999999,Q2,17,0,26,https://www.scimagojr.com/journalsearch.php?q=19700174894&tip=sid&clean=0,1177-6250,A1
Experimental Gerontology,1.105,Q2,131,250,750,https://www.journals.elsevier.com/experimental-gerontology,0531-5565/1873-6815,A2
Crystallography Reviews,1.103,Q2,28,10,37,https://www.tandfonline.com/toc/gcry20/current,0889-311X/1476-3508,A1
Biochimie,1.102,Q2,126,261,689,http://www.elsevier.com/wps/find/journaldescription.cws_home/505803/description#description,0300-9084/1638-6183,A1
Pancreas,1.102,Q2,100,247,743,http://journals.lww.com/pancreasjournal/pages/default.aspx,0885-3177/1536-4828,A1
"American Journal of Medical Genetics, Part A",1.101,Q2,107,361,1416,https://onlinelibrary.wiley.com/journal/15524833#,Sin informacion,No
Oncology Research,1.0979999999999999,Q2,54,104,433,http://www.cognizantcommunication.com/filecabinet/Oncology/onc.htm,0965-0407/1555-3906,A1
Journal of Applied Physiology,1.0959999999999999,Q2,221,364,1256,https://www.physiology.org/journal/jappl,1522-1601/8750-7587,A1
Journal of Biomolecular Techniques,1.095,Q2,44,155,59,http://jbt.abrf.org/,1524-0215,A2
Phytobiomes Journal,1.095,Q2,8,30,44,https://www.scimagojr.com/journalsearch.php?q=21100923620&tip=sid&clean=0,2471-2906,A1
Molecular Immunology,1.092,Q2,121,294,739,http://www.elsevier.com/wps/find/journaldescription.cws_home/253/description#description,0161-5890/1872-9142,A2
Journal of Cereal Science,1.091,Q2,110,191,609,http://www.elsevier.com/wps/find/journaldescription.cws_home/622859/description#description,0733-5210/1095-9963,A1
Stem Cells and Development,1.09,Q2,106,145,474,https://home.liebertpub.com/publications/stem-cells-and-development/125/,1547-3287/1557-8534,A1
Biotechnology Journal,1.089,Q2,78,216,566,https://onlinelibrary.wiley.com/journal/18607314,1860-6768/1860-7314,A1
Cellular and Molecular Biology Letters,1.089,Q2,48,72,119,http://www.springer.com/life+sciences/cell+biology/journal/11658,1425-8153/1689-1392,A2
World Journal of Stem Cells,1.089,Q2,12,65,76,https://www.scimagojr.com/journalsearch.php?q=21100851290&tip=sid&clean=0,1948-0210,A1
Alkaloids: Chemistry and Biology,1.088,Q2,36,8,21,https://www.sciencedirect.com/bookseries/the-alkaloids-chemistry-and-biology,Sin informacion,No
American Journal of Nuclear Medicine and Molecular Imaging,1.087,Q2,6,0,2,https://www.scimagojr.com/journalsearch.php?q=21100854214&tip=sid&clean=0,Sin informacion,No
Cytokine,1.0859999999999999,Q2,110,300,869,https://www.journals.elsevier.com/cytokine,1043-4666/1096-0023,A1
Purinergic Signalling,1.0859999999999999,Q2,55,50,151,http://www.springer.com/biomed/journal/11302,1573-9538/1573-9546,A2
BMB Reports,1.084,Q2,71,106,342,http://www.bmbreports.org/main.html,1976-6696/1976-670X,A1
Progress in Molecular Biology and Translational Science,1.084,Q2,91,119,259,https://www.elsevier.com/books/book-series/progress-in-molecular-biology-and-translational-science,Sin informacion,No
Journal of Neuroendocrinology,1.083,Q2,111,128,288,https://onlinelibrary.wiley.com/journal/13652826,0953-8194/1365-2826,A2
Mammalian Genome,1.082,Q2,95,33,178,https://www.springer.com/journal/335,0938-8990/1432-1777,A2
BMC Medical Genomics,1.078,Q2,58,202,285,https://bmcmedgenomics.biomedcentral.com/,1755-8794,A2
Digestive Diseases and Sciences,1.077,Q2,119,596,1411,https://www.springer.com/journal/10620,0163-2116/1573-2568,A2
"Current Opinion in Endocrinology, Diabetes and Obesity",1.075,Q2,62,58,194,https://journals.lww.com/co-endocrinology/pages/default.aspx,Sin informacion,No
Development Genes and Evolution,1.074,Q2,73,19,98,https://www.springer.com/journal/427,0949-944X/1432-041X,A2
Research in Microbiology,1.074,Q2,99,51,249,https://www.journals.elsevier.com/research-in-microbiology,0923-2508/1769-7123,A1
Birth Defects Research Part C - Embryo Today: Reviews,1.073,Q2,71,0,28,https://onlinelibrary.wiley.com/journal/24721727,Sin informacion,No
"Analyst, The",1.07,Q2,146,885,1947,https://www.rsc.org/journals-books-databases/about-journals/analyst/,Sin informacion,No
BMC Cell Biology,1.07,Q2,65,0,102,https://bmcmolcellbiol.biomedcentral.com/,1471-2121,A2
Journal of Biochemistry,1.07,Q2,111,109,295,https://academic.oup.com/jb,0021-924X/1756-2651,A1
Genes and Nutrition,1.067,Q2,48,32,93,https://genesandnutrition.biomedcentral.com/,1555-8932/1865-3499,A1
Reproductive Biology and Endocrinology,1.065,Q2,83,113,305,https://rbej.biomedcentral.com/,1477-7827,A1
Journal of Diabetes and its Complications,1.063,Q2,82,155,738,https://www.journals.elsevier.com/journal-of-diabetes-and-its-complications,1056-8727/1873-460X,A1
American Journal of Clinical Oncology: Cancer Clinical Trials,1.06,Q2,76,160,412,https://journals.lww.com/amjclinicaloncology/pages/default.aspx,Sin informacion,No
The Application of Clinical Genetics,1.06,Q2,29,27,57,https://www.dovepress.com/the-application-of-clinical-genetics-journal,Sin informacion,No
Journal of Biological Inorganic Chemistry,1.0590000000000002,Q2,99,111,307,https://www.springer.com/journal/775,0949-8257/1432-1327,A1
Mycologia,1.058,Q2,104,84,270,https://www.tandfonline.com/loi/umyc20,Sin informacion,No
