Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Hitotsubashi Journal of Economics,0.202 ,Q4,10,10,31,https://www.scimagojr.com/journalsearch.php?q=22371&tip=sid&clean=0,0018-280X,B
Indian Journal of Finance,0.200 ,Q4,8,44,142,http://www.indianjournaloffinance.co.in/,0973-8711,C
Swiss Journal of Economics and Statistics,0.200 ,Q4,3,17,37,https://www.scimagojr.com/journalsearch.php?q=21100913561&tip=sid&clean=0,2235-6282,C
Geographie Economie Societe,0.198 ,Q4,12,6,66,http://ges.revuesonline.com/,1295-926X,B
"International Journal of Accounting, Auditing and Performance Evaluation",0.198 ,Q4,13,12,50,https://www.inderscience.com/jhome.php?jcode=ijaape,Sin informacion,No
International Journal of Applied Decision Sciences,0.198 ,Q4,17,21,66,http://www.inderscience.com/browse/index.php?journalID=283,1755-8077/1755-8085,B
Economia Agro-Alimentare,0.197 ,Q4,8,26,66,https://www.economiaagroalimentare.it/,Sin informacion,No
Journal of Network Theory in Finance,0.197 ,Q4,2,10,12,https://www.scimagojr.com/journalsearch.php?q=21100894528&tip=sid&clean=0,2055-7795/2055-7809,B
China: An International Journal,0.196 ,Q4,13,42,123,https://www.scimagojr.com/journalsearch.php?q=19700171003&tip=sid&clean=0,Sin informacion,No
International Journal of Business and Society,0.196 ,Q4,13,91,243,http://www.ijbs.unimas.my/,1511-6670,B
"International Journal of Services, Economics and Management",0.196 ,Q4,9,19,38,https://www.inderscience.com/jhome.php?jcode=ijsem,Sin informacion,No
Antitrust Bulletin,0.195 ,Q4,18,27,111,https://www.scimagojr.com/journalsearch.php?q=21100922988&tip=sid&clean=0,0003-603X/1930-7969,B
Algorithmic Finance,0.194 ,Q4,7,9,23,http://www.algorithmicfinance.org/,2157-6203/2158-5571,C
Bulletin of Economic Research,0.194 ,Q4,28,38,131,https://onlinelibrary.wiley.com/journal/14678586,0307-3378/1467-8586,C
Economics and Policy of Energy and the Environment,0.193 ,Q4,6,0,61,https://www.scimagojr.com/journalsearch.php?q=21100228047&tip=sid&clean=0,2280-7659/2280-7667,C
International Journal of Entrepreneurship,0.193 ,Q4,11,0,80,https://www.scimagojr.com/journalsearch.php?q=19700175083&tip=sid&clean=0,1099-9264/1939-4675,B
Journal of Agricultural and Food Industrial Organization,0.193 ,Q4,20,16,38,https://www.degruyter.com/view/j/jafio,1542-0485,B
Risk and Decision Analysis,0.193 ,Q4,8,0,32,https://www.scimagojr.com/journalsearch.php?q=20300195019&tip=sid&clean=0,1569-7371/1875-9173,C
Cyprus Review,0.192 ,Q4,14,23,49,http://www.intercol.edu/nqcontent.cfm?a_id=1980,1015-2881,B
"Journal of Asian Finance, Economics and Business",0.192 ,Q4,3,117,60,https://www.scimagojr.com/journalsearch.php?q=21100877173&tip=sid&clean=0,Sin informacion,No
Journal of Environmental Management and Tourism,0.192 ,Q4,11,199,413,https://www.scimagojr.com/journalsearch.php?q=21100317750&tip=sid&clean=0,2068-7729,C
Przeglad Wschodnioeuropejski,0.192 ,Q4,2,34,151,https://www.scimagojr.com/journalsearch.php?q=21100325441&tip=sid&clean=0,2081-1128,B
Revista Contabilidade e Financas,0.192 ,Q4,4,27,95,http://www.revistas.usp.br/rcf/issue/view/11236,1519-7077/1808-057X,C
Economie et Statistique,0.191 ,Q4,12,19,105,https://www.scimagojr.com/journalsearch.php?q=20062&tip=sid&clean=0,0336-1454/1777-5574,B
International Journal of Intelligent Unmanned Systems,0.191 ,Q4,9,29,31,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=ijius,2049-6427/2049-6435,B
Journal of Risk Model Validation,0.191 ,Q4,7,8,51,https://www.risk.net/journal-of-risk-model-validation,1753-9579/1753-9587,C
International Journal of Sustainable Economy,0.190 ,Q4,3,20,41,https://www.inderscience.com/jhome.php?jcode=ijse,1756-5804/1756-5812,B
ISRA International Journal of Islamic Finance,0.190 ,Q4,3,22,44,https://www.emeraldgrouppublishing.com/services/publishing/ijif/index.htm,0128-1976/2289-4365,B
Communications for Statistical Applications and Methods,0.189 ,Q4,3,46,95,http://www.csam.or.kr/main.html,2287-7843/2383-4757,C
Revue d'Economie Industrielle,0.189 ,Q4,11,16,68,https://www.scimagojr.com/journalsearch.php?q=21100244215&tip=sid&clean=0,Sin informacion,No
Annals of Economics and Finance,0.188 ,Q4,21,24,66,http://aeconf.com/,1529-7373,C
Global Business and Economics Review,0.188 ,Q4,11,43,115,http://www.inderscience.com/browse/index.php?journalID=168,1097-4954/1745-1329,B
Accounting Perspectives,0.187 ,Q4,16,15,50,http://www.wiley.com/bw/journal.asp?ref=1911-382X&site=1,1911-382X/1911-3838,C
Asia-Pacific Social Science Review,0.187 ,Q4,6,63,127,https://apssr.com/,Sin informacion,No
"Journal of Public Budgeting, Accounting and Financial Management",0.187 ,Q4,9,35,57,https://www.emerald.com/insight/publication/issn/1096-3367,Sin informacion,No
De Economist,0.186 ,Q4,28,21,64,http://www.springer.com/economics/journal/10645,0013-063X/1572-9982,C
Journal of Competition Law and Economics,0.186 ,Q4,23,8,77,https://academic.oup.com/jcle,1744-6414/1744-6422,B
American Journal of Economics and Sociology,0.185 ,Q4,37,42,108,https://onlinelibrary.wiley.com/journal/15367150,0002-9246/1536-7150,B
Journal of Internet Banking and Commerce (discontinued),0.185 ,Q4,20,0,174,http://www.icommercecentral.com/,Sin informacion,No
Financial Markets and Portfolio Management,0.182 ,Q4,20,15,49,https://www.springer.com/journal/11408,1555-4961/1555-497X,C
Journal of Emerging Market Finance,0.182 ,Q4,15,27,57,http://emf.sagepub.com/,0972-6527/0973-0710,C
Journal of Wealth Management,0.182 ,Q4,11,9,137,https://www.scimagojr.com/journalsearch.php?q=11700154394&tip=sid&clean=0,1534-7524,C
Contemporary Chinese Political Economy and Strategic Relations,0.180 ,Q4,5,34,109,https://www.scimagojr.com/journalsearch.php?q=21100871688&tip=sid&clean=0,2410-9681,B
"Region: Regional Studies of Russia, Eastern Europe, and Central Asia",0.180 ,Q4,5,10,37,https://slavica.indiana.edu/journalListings/region,Sin informacion,No
CESifo Forum,0.179 ,Q4,12,19,116,http://www.cesifo-group.de/portal/page/portal/ifoHome/b-publ/b2journal/30publforum,1615-245X/2190-717X,C
Investment Management and Financial Innovations,0.179 ,Q4,15,123,355,https://businessperspectives.org/journals/investment-management-and-financial-innovations,1810-4967/1812-9358,B
History of Economic Ideas,0.178 ,Q4,6,9,71,http://www.historyofeconomicideas.com/index.php,1122-8792/1724-2169,A2
Academy of Accounting and Financial Studies Journal,0.177 ,Q4,11,159,224,https://www.scimagojr.com/journalsearch.php?q=19300157018&tip=sid&clean=0,1096-3685/1528-2635,C
International Journal of Development Issues,0.177 ,Q4,12,21,58,https://www.emeraldgrouppublishing.com/ijdi.htm,1446-8956/1758-8553,B
China Nonprofit Review,0.176 ,Q4,4,16,48,https://www.scimagojr.com/journalsearch.php?q=19400157109&tip=sid&clean=0,1876-5092/1876-5149,B
Gadjah Mada International Journal of Business,0.176 ,Q4,7,15,45,https://jurnal.ugm.ac.id/gamaijb,1411-1128/2338-7238,B
Journal of Interdisciplinary Economics,0.176 ,Q4,8,19,30,http://www.jie.org.uk/,0260-1079,C
Innovations,0.175 ,Q4,8,18,84,https://www.scimagojr.com/journalsearch.php?q=22495&tip=sid&clean=0,1267-4982/1965-0256,C
Journal of Hospitality Financial Management,0.175 ,Q4,10,12,32,https://www.tandfonline.com/toc/uhfm20/current,1091-3211/2152-2790,C
Journal of Derivatives,0.174 ,Q4,41,0,75,http://www.iijournals.com/toc/jod/current,1074-1240/2168-8524,C
International Organizations Law Review,0.172 ,Q4,17,18,43,http://www.brill.nl/default.aspx?partid=212&pid=21691,1572-3739/1572-3747,B
Journal of Banking Regulation,0.170 ,Q4,13,39,66,http://www.palgrave-journals.com/jbr/index.html,1745-6452/1750-2071,C
Problemas del Desarrollo,0.169 ,Q4,6,15,95,https://probdes.iiec.unam.mx/index.php/pde,0301-7036/2007-8951,B
Rivista di Studi sulla Sostenibilita,0.168 ,Q4,10,5,77,https://www.scimagojr.com/journalsearch.php?q=21100275419&tip=sid&clean=0,2239-1959/2239-7221,B
eJournal of Tax Research,0.167 ,Q4,7,31,64,https://www.business.unsw.edu.au/research/research-journals/atax-journal,1448-2398,C
Emerald Emerging Markets Case Studies,0.166 ,Q4,4,103,263,https://www.scimagojr.com/journalsearch.php?q=21100942398&tip=sid&clean=0,2045-0621,B
Foundations and Trends in Microeconomics,0.166 ,Q4,16,0,4,http://www.nowpublishers.com/mic,1547-9846/1547-9854,C
Journal of Distribution Science,0.166 ,Q4,5,105,303,https://kodisa.jams.or.kr/co/locale.kci?lang=en_US,1738-3110/2093-7717,C
Zeitschrift für die gesamte Versicherungswissenschaft,0.166 ,Q4,6,12,76,https://www.scimagojr.com/journalsearch.php?q=19500157308&tip=sid&clean=0,Sin informacion,No
International Journal of Business,0.165 ,Q4,8,23,67,http://www.craig.csufresno.edu/ijb,1083-4346,C
Transnational Corporations Review,0.165 ,Q4,8,35,76,https://www.scimagojr.com/journalsearch.php?q=21100923467&tip=sid&clean=0,1918-6444/1925-2099,C
Asian Affairs,0.164 ,Q4,6,32,76,https://www.scimagojr.com/journalsearch.php?q=18500168400&tip=sid&clean=0,0306-8374/1477-1500,B
Journal of Asian Pacific Communication,0.164 ,Q4,17,14,47,https://www.jbe-platform.com/content/journals/15699838,0957-6851/1569-9838,B
Revista de Economia Mundial,0.164 ,Q4,10,29,83,http://www.sem-wes.org/es/revista,1576-0162,A2
British Actuarial Journal,0.162 ,Q4,1,8,11,https://www.scimagojr.com/journalsearch.php?q=21100890652&tip=sid&clean=0,1357-3217/2044-0456,C
Revista de Estudios Regionales,0.162 ,Q4,6,7,67,https://www.scimagojr.com/journalsearch.php?q=82318&tip=sid&clean=0,0213-7585,B
Journal of World Trade,0.161 ,Q4,30,28,130,https://kluwerlawonline.com/Journals/Journal%20of%20World%20Trade/408,1011-6702/2210-2795,B
Politicka Ekonomie,0.161 ,Q4,14,17,128,https://www.scimagojr.com/journalsearch.php?q=23052&tip=sid&clean=0,0032-3233/2336-8225,B
Pakistan Journal of Commerce and Social Science,0.159 ,Q4,4,52,46,http://www.jespk.net/,1997-8553/2309-8619,B
Annals of Economics and Statistics,0.157 ,Q4,1,24,25,https://www.scimagojr.com/journalsearch.php?q=21100888787&tip=sid&clean=0,1968-3863/2115-4430,B
Public Sector Economics,0.157 ,Q4,3,23,47,http://www.pse-journal.hr/,2459-8860,C
