Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Macromolecular Materials and Engineering,0.813 ,Q2,92,219,525,http://www3.interscience.wiley.com/journal/117930403/grouphome/home.html,1438-7492/1439-2054,A1
Nano-Structures and Nano-Objects,0.808 ,Q2,17,115,211,https://www.sciencedirect.com/journal/nano-structures-and-nano-objects,Sin informacion,No
Biopolymers,0.787 ,Q2,120,12,323,https://onlinelibrary.wiley.com/journal/10970282,0006-3525/1097-0282,A2
Journal of Chemical Thermodynamics,0.787 ,Q2,82,412,1114,https://www.journals.elsevier.com/the-journal-of-chemical-thermodynamics,0021-9614/1096-3626,A1
Journal of Computer-Aided Molecular Design,0.786 ,Q2,95,88,280,http://www.springer.com/chemistry/physical+chemistry/journal/10822,Sin informacion,No
Colloids and Surfaces A: Physicochemical and Engineering Aspects,0.780 ,Q2,160,1092,2669,https://www.sciencedirect.com/journal/colloids-and-surfaces-a-physicochemical-and-engineering-aspects,Sin informacion,No
Journal of Chromatography B: Analytical Technologies in the Biomedical and Life Sciences,0.774 ,Q2,145,416,1745,https://www.journals.elsevier.com/journal-of-chromatography-b,Sin informacion,No
"Journal of Polymer Science, Part A: Polymer Chemistry",0.773 ,Q2,148,312,1066,http://www3.interscience.wiley.com/journal/117932467/grouphome/home.html,Sin informacion,No
"Spectrochimica Acta, Part B: Atomic Spectroscopy",0.771 ,Q2,109,145,543,http://www.elsevier.com/wps/find/journaldescription.cws_home/525437/description#description,Sin informacion,No
Fluid Phase Equilibria,0.762 ,Q2,111,345,1231,http://www.elsevier.com/wps/find/journaldescription.cws_home/502684/description#description,0378-3812,A1
Journal of Raman Spectroscopy,0.759 ,Q2,107,234,647,http://www3.interscience.wiley.com/journal/3420/home,0377-0486/1097-4555,A2
