Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Molecular Biology Reports,0.472 ,Q4,66,652,491,https://www.springer.com/journal/11033,0301-4851/1573-4978,A2
Oncology,0.472 ,Q4,71,133,507,https://www.scimagojr.com/journalsearch.php?q=12552&tip=sid&clean=0,Sin informacion,No
Archives of Physiology and Biochemistry,0.463 ,Q4,48,186,178,https://www.tandfonline.com/toc/iarp20/current,1381-3455/1744-4160,A2
JRAAS - Journal of the Renin-Angiotensin-Aldosterone System,0.463 ,Q4,45,21,103,http://jra.sagepub.com/,Sin informacion,No
Journal of Phytopathology,0.459 ,Q4,57,76,320,http://www.wiley.com/bw/journal.asp?ref=0931-1785,0931-1785/1439-0434,A2
Cell and Tissue Banking,0.457 ,Q4,43,54,221,http://www.springer.com/life+sciences/cell+biology/journal/10561,1389-9333/1573-6814,B
European Endocrinology,0.453 ,Q4,8,20,60,https://www.scimagojr.com/journalsearch.php?q=19900193683&tip=sid&clean=0,1758-3772/1758-3780,B
Acta Zoologica,0.445 ,Q4,36,62,119,http://www.wiley.com/bw/aims.asp?ref=0001-7272&site=1,0001-7272/1463-6395,A2
Advances in Cell Biology,0.442 ,Q4,5,0,7,https://www.scimagojr.com/journalsearch.php?q=71223&tip=sid&clean=0,Sin informacion,No
Genetics and Molecular Research,0.439 ,Q4,45,105,1896,https://www.geneticsmr.com/,1676-5680,B
JCO clinical cancer informatics,0.439 ,Q4,6,69,134,https://www.scimagojr.com/journalsearch.php?q=21100897027&tip=sid&clean=0,2473-4276,A2
Journal of Horticultural Science and Biotechnology,0.436 ,Q4,56,112,243,https://www.tandfonline.com/loi/thsb20,1462-0316/2380-4084,A2
Zygote,0.435 ,Q4,44,85,240,http://journals.cambridge.org/action/displayJournal?jid=ZYG,0967-1994/1469-8730,C
Statistical Applications in Genetics and Molecular Biology,0.427 ,Q4,43,24,77,http://www.bepress.com/sagmb/,1544-6115/2194-6302,B
Congenital Anomalies (discontinued),0.426 ,Q4,28,13,129,http://www.wiley.com/bw/journal.asp?ref=0914-3505&site=1,Sin informacion,No
Frontiers of Hormone Research,0.426 ,Q4,35,32,106,http://content.karger.com/ProdukteDB/produkte.asp?Aktion=showproducts&ProduktNr=224046&searchWhat=bookseries&ContentOnly=false,Sin informacion,No
Journal of Molecular Recognition,0.426 ,Q4,76,47,220,http://www3.interscience.wiley.com/journal/13149/home,0952-3499/1099-1352,B
Archiv für Tierzucht/Archives Animal Breeding,0.425 ,Q4,28,65,168,https://www.archives-animal-breeding.net/,Sin informacion,No
Conservation Genetics Resources,0.423 ,Q4,21,138,432,https://www.scimagojr.com/journalsearch.php?q=19400158520&tip=sid&clean=0,1877-7252/1877-7260,B
Journal of the American Society for Horticultural Science,0.422 ,Q4,76,44,176,http://journal.ashspublications.org/,0003-1062/2327-9788,A2
Journal of Plant Registrations,0.414 ,Q4,18,78,194,https://dl.sciencesocieties.org/publications/jpr,1936-5209/1940-3496,A2
Microbiology Resource Announcements,0.413 ,Q4,31,1079,4039,https://mra.asm.org/,2576-098X,C
Phycological Research,0.413 ,Q4,41,54,112,https://service.elsevier.com/app/answers/detail/a_id/14883/kw/scimago/supporthub/scopus/,1322-0829/1440-1835,A2
Reports of Practical Oncology and Radiotherapy,0.412 ,Q4,22,100,237,http://www.elsevier.com/wps/find/journaldescription.cws_home/719699/description#description,1507-1367,B
Tumori,0.412 ,Q4,50,119,366,http://www.tumorionline.it/index.php,Sin informacion,No
Somatosensory and Motor Research (discontinued),0.407 ,Q4,47,0,68,http://informahealthcare.com/loi/smr,Sin informacion,No
Current Aging Science,0.404 ,Q4,30,14,98,https://benthamscience.com/journals/current-aging-science/,1874-6128,B
Journal of Biological Regulators and Homeostatic Agents,0.395 ,Q4,41,387,889,http://www.biolifesas.org/contentsJBRHA.htm,0393-974X/1724-6083,B
Minerva Endocrinologica,0.395 ,Q4,34,62,157,http://www.minervamedica.it/en/journals/minerva-endocrinologica/index.php,0391-1977/1827-1634,B
Cosmetics,0.393 ,Q4,16,46,169,https://www.scimagojr.com/journalsearch.php?q=21100873055&tip=sid&clean=0,2079-9284,A2
Journal of B.U.ON.,0.392 ,Q4,25,408,849,http://bu-on.org/jbuon/index.php,Sin informacion,No
Marine and Freshwater Behaviour and Physiology,0.388 ,Q4,34,19,100,https://www.tandfonline.com/loi/gmfw20,1023-6244/1029-0362,B
Endocrine Regulations,0.386 ,Q4,30,27,76,http://www.sav.sk/index.php?lang=en&charset=&doc=journal&journal_no=67,1210-0668/1336-0329,B
Journal of Psychophysiology,0.385 ,Q4,43,38,60,http://www.hogrefe.com/index.php?mod=journals&action=1&site=jop,0269-8803/2151-2124,B
"European Journal of Cancer, Supplement",0.383 ,Q4,24,0,1,http://www.elsevier.com/wps/find/journaldescription.cws_home/672725/description#description,Sin informacion,No
Plant Genetic Resources: Characterisation and Utilisation,0.382 ,Q4,31,76,171,https://www.cambridge.org/core/journals/plant-genetic-resources,Sin informacion,No
Regenerative Engineering and Translational Medicine,0.382 ,Q4,8,37,52,https://www.springer.com/materials/biomaterials/journal/40883,2364-4133/2364-4141,B
Journal of Plant Nutrition,0.381 ,Q4,70,232,714,https://www.tandfonline.com/toc/lpla20/current,0190-4167/1532-4087,A2
Genetics Research International,0.378 ,Q4,8,2,21,https://www.hindawi.com/journals/gri/,2090-3154/2090-3162,C
Ecological Genetics and Genomics,0.375 ,Q4,5,14,33,https://www.journals.elsevier.com/ecological-genetics-and-genomics,2405-9854,B
Anatomy and Cell Biology,0.369 ,Q4,14,80,121,https://acbjournal.org/,2093-3665/2093-3673,A2
Molecular Diversity,0.368 ,Q4,56,145,229,http://www.springer.com/life+sciences/biochemistry+%26+biophysics/journal/11030,1381-1991/1573-501X,A2
Journal of Genetics,0.367 ,Q4,35,149,469,http://www.springer.com/life+sciences/journal/12041,0022-1333/0973-7731,C
Journal of Osteoporosis,0.357 ,Q4,18,6,30,https://www.scimagojr.com/journalsearch.php?q=21100238603&tip=sid&clean=0,2042-0064/2090-8059,B
Genome Integrity,0.355 ,Q4,19,3,21,https://www.scimagojr.com/journalsearch.php?q=19700201437&tip=sid&clean=0,2041-9414,C
Journal of Basic and Clinical Physiology and Pharmacology,0.355 ,Q4,31,98,230,https://www.degruyter.com/view/j/jbcpp?lang=en,0792-6855/2191-0286,B
Journal of Asian Natural Products Research,0.353 ,Q4,39,207,431,https://www.tandfonline.com/loi/ganp20,1028-6020/1477-2213,A2
Journal of Smooth Muscle Research,0.352 ,Q4,31,6,25,http://www.jstage.jst.go.jp/browse/-char/en,0916-8737/1884-8796,B
HLA,0.350 ,Q4,96,272,655,https://onlinelibrary.wiley.com/journal/20592310,2059-2302/2059-2310,A2
Romanian Journal of Morphology and Embryology,0.345 ,Q4,26,133,585,http://www.rjme.ro/RJME/jsp/currentiss.jsp,1220-0522/2066-8279,B
Human Biology,0.332 ,Q4,52,10,62,http://wsupress.wayne.edu/journals/humanbio.htm,0018-7143/1534-6617,B
Birth Defects Research Part B - Developmental and Reproductive Toxicology,0.331 ,Q4,48,0,21,http://www3.interscience.wiley.com/journal/102527215/home,Sin informacion,No
Chemical Papers,0.331 ,Q4,40,353,715,http://www.springer.com/chemistry/journal/11696,0366-6352/1336-9075,A2
Archives Italiennes de Biologie,0.330 ,Q4,36,9,55,http://www.architalbiol.org/index.php/aib,0003-9829,B
Cardiovascular and Hematological Disorders - Drug Targets,0.330 ,Q4,39,27,71,https://benthamscience.com/journals/cardiovascular-and-hematological-disorders-drug-targets/,Sin informacion,No
Current Organic Synthesis,0.330 ,Q4,44,82,250,https://benthamscience.com/journals/current-organic-synthesis/,1570-1794/1875-6271,B
Medizinische Genetik,0.329 ,Q4,7,30,84,https://www.scimagojr.com/journalsearch.php?q=18963&tip=sid&clean=0,0936-5931/1863-5490,C
Ultrastructural Pathology,0.328 ,Q4,40,35,153,http://informahealthcare.com/loi/usp,0191-3123/1521-0758,B
Analytical Chemistry Research,0.327 ,Q4,11,0,25,https://www.journals.elsevier.com/analytical-chemistry-research,Sin informacion,No
Vision (Switzerland),0.326 ,Q4,5,68,70,https://www.scimagojr.com/journalsearch.php?q=21100945704&tip=sid&clean=0,Sin informacion,No
Folia Biologica,0.324 ,Q4,31,20,89,https://fb.cuni.cz/,0015-5500/2533-7602,B
Proteomics Insights,0.324 ,Q4,6,0,5,https://www.scimagojr.com/journalsearch.php?q=21100199503&tip=sid&clean=0,Sin informacion,No
Silvae Genetica,0.324 ,Q4,36,6,39,https://content.sciendo.com/view/journals/sg/sg-overview.xml,0037-5349/2509-8934,A2
Czech Journal of Genetics and Plant Breeding,0.317 ,Q4,16,18,73,http://journals.uzpi.cz/web/CJGPB.htm,1212-1975/1805-9325,B
Geriatrics (Switzerland),0.316 ,Q4,5,66,162,https://www.scimagojr.com/journalsearch.php?q=21100943373&tip=sid&clean=0,Sin informacion,No
"Nucleosides, Nucleotides and Nucleic Acids",0.313 ,Q4,46,100,176,http://www.informaworld.com/smpp/title~content=t713597286~db=all,Sin informacion,No
Plant Physiology Reports,0.313 ,Q4,14,35,220,https://www.scimagojr.com/journalsearch.php?q=21100945249&tip=sid&clean=0,2662-253X/2662-2548,B
"Endocrinologia, Diabetes y Nutricion",0.312 ,Q4,22,135,326,https://www.journals.elsevier.com/endocrinologia-diabetes-y-nutricion,Sin informacion,No
Translational Cancer Research,0.312 ,Q4,26,425,1323,http://tcr.amegroups.com/,2218-676X/2219-6803,B
Journal of Cluster Science,0.311 ,Q4,41,249,537,http://www.springer.com/chemistry/journal/10876,1040-7278/1572-8862,B
Cereal Research Communications,0.310 ,Q4,30,68,199,https://www.scimagojr.com/journalsearch.php?q=85637&tip=sid&clean=0,0133-3720/1788-9170,B
Molluscan Research,0.310 ,Q4,23,38,93,http://www.mapress.com/mr/about.htm,1323-5818/1448-6067,B
Clinical Pediatric Endocrinology,0.305 ,Q4,13,21,84,http://www.jstage.jst.go.jp/browse/cpe/,0918-5739/1347-7358,B
Invertebrate Reproduction and Development,0.305 ,Q4,36,33,99,https://www.scimagojr.com/journalsearch.php?q=22508&tip=sid&clean=0,0792-4259/2157-0272,B
Journal of the Egyptian National Cancer Institute,0.305 ,Q4,21,11,108,https://jenci.springeropen.com/,1110-0362/2589-0409,B
Breast Disease,0.302 ,Q4,33,18,58,http://www.iospress.nl/loadtop/load.php?isbn=08886008,0888-6008/1558-1551,B
International Journal of Peptides,0.301 ,Q4,23,0,6,https://www.scimagojr.com/journalsearch.php?q=21100238623&tip=sid&clean=0,Sin informacion,No
Bulletin du Cancer,0.298 ,Q4,37,178,549,http://www.bulletinducancer.fr/,0007-4551/1769-6917,B
Journal of Crop Improvement,0.298 ,Q4,37,48,146,http://www.springer.com/life+sciences/plant+sciences/journal/12892,1542-7528/1542-7536,B
International Journal of Immunogenetics,0.297 ,Q4,46,42,154,http://www.wiley.com/bw/journal.asp?ref=1744-3121,1744-3121/1744-313X,B
Medical Journal of Cell Biology,0.296 ,Q4,5,25,31,https://www.scimagojr.com/journalsearch.php?q=21100894504&tip=sid&clean=0,2544-3577,C
Opera Medica et Physiologica,0.294 ,Q4,2,1,18,https://www.scimagojr.com/journalsearch.php?q=21100942420&tip=sid&clean=0,2500-2287/2500-2295,B
International Journal of Developmental Sciences,0.293 ,Q4,20,7,47,https://www.scimagojr.com/journalsearch.php?q=21100244818&tip=sid&clean=0,2191-7485/2192-001X,B
Journal of Lipids,0.291 ,Q4,5,0,3,https://www.hindawi.com/journals/jl/,Sin informacion,No
International Journal of Pediatric Endocrinology,0.290 ,Q4,5,0,2,https://ijpeonline.biomedcentral.com/,1687-9848/1687-9856,B
Chinese Journal of Physiology,0.289 ,Q4,30,40,117,http://www.cjphysiology.org/,0304-4920/2666-0059,B
Journal of Clinical and Diagnostic Research (discontinued),0.289 ,Q4,35,0,5282,http://jcdr.net/,Sin informacion,No
Fluoride - Quarterly Reports,0.288 ,Q4,45,8,119,http://www.fluoride-journal.com/,Sin informacion,No
Indian Journal of Genetics and Plant Breeding,0.283 ,Q4,13,86,261,https://www.scimagojr.com/journalsearch.php?q=19900193995&tip=sid&clean=0,0019-5200/0975-6906,B
Doklady Biochemistry and Biophysics,0.281 ,Q4,18,104,326,https://www.springer.com/journal/10628,1607-6729/1608-3091,B
International Journal of Proteomics,0.281 ,Q4,5,0,5,https://www.hindawi.com/journals/ijpro/,Sin informacion,No
International Journal of Cancer Management,0.277 ,Q4,16,70,342,http://intjcancermanag.com/en/index.html,2538-4422/2538-497X,B
Cytologia,0.276 ,Q4,27,65,241,http://square.umin.ac.jp/mendel/index-e.html,0011-4545,B
Experimental Oncology,0.276 ,Q4,41,68,179,http://exp-oncology.dev.morion.com.ua/,1812-9269,B
Applied Biochemistry and Microbiology,0.275 ,Q4,37,115,344,http://pleiades.online/en/journal/appbio/main/,0003-6838/1608-3024,B
International Journal of Biochemistry and Molecular Biology (discontinued),0.274 ,Q4,26,0,7,https://www.scimagojr.com/journalsearch.php?q=19700188407&tip=sid&clean=0,Sin informacion,No
Biological Rhythm Research,0.272 ,Q4,32,287,287,http://www.informaworld.com/smpp/title~content=t713734219~db=all,0929-1016/1744-4179,B
Chemical and Biochemical Engineering Quarterly,0.272 ,Q4,38,36,160,http://www.fkit.hr/cabeq/,0352-9568/1846-5153,B
ChemTexts,0.272 ,Q4,8,21,55,https://www.scimagojr.com/journalsearch.php?q=21100921313&tip=sid&clean=0,2199-3793,B
Central Nervous System Agents in Medicinal Chemistry,0.271 ,Q4,31,23,88,https://benthamscience.com/journals/central-nervous-system-agents-in-medicinal-chemistry/,1871-5249,B
Neuroendocrinology Letters,0.270 ,Q4,62,39,285,http://www.nel.edu/home.htm,0172-780X/2354-4716,B
Journal of Immunoassay and Immunochemistry,0.268 ,Q4,25,53,164,https://www.tandfonline.com/loi/ljii20,1532-1819/1532-4230,B
Journal of Liquid Chromatography and Related Technologies,0.268 ,Q4,48,72,368,http://www.informaworld.com/smpp/title~content=t713597273~db=all,1082-6076/1520-572X,A2
Meta Gene,0.268 ,Q4,17,111,328,https://www.journals.elsevier.com/meta-gene,2214-5400,C
Biodiversitas,0.267 ,Q4,11,492,645,https://biodiversitas.mipa.uns.ac.id/,1412-033X/2085-4722,B
Infectious Disorders - Drug Targets,0.267 ,Q4,51,54,88,https://benthamscience.com/journals/infectious-disorders-drug-targets/,Sin informacion,No
Molecular Biology Research Communications,0.267 ,Q4,5,14,44,http://mbrc.shirazu.ac.ir/,2322-181X/2345-2005,C
Trends in Glycoscience and Glycotechnology,0.267 ,Q4,35,90,98,https://www.scimagojr.com/journalsearch.php?q=26528&tip=sid&clean=0,0915-7352/1883-2113,C
"Mitochondrial DNA Part A: DNA Mapping, Sequencing, and Analysis",0.266 ,Q4,11,103,1045,https://www.tandfonline.com/loi/imdn21,Sin informacion,No
Biologia (Poland),0.265 ,Q4,35,201,482,https://www.springer.com/journal/11756,Sin informacion,No
Rasayan Journal of Chemistry,0.265 ,Q4,20,291,535,https://rasayanjournal.co.in/,0974-1496/0976-0083,A2
International Journal of Peptide Research and Therapeutics,0.264 ,Q4,33,287,166,https://www.springer.com/journal/10989,1573-3149/1573-3904,B
Current Cardiovascular Imaging Reports,0.261 ,Q4,19,42,111,https://www.scimagojr.com/journalsearch.php?q=19600157307&tip=sid&clean=0,1941-9066/1941-9074,B
Journal of Essential Oil-Bearing Plants,0.261 ,Q4,23,134,574,https://www.tandfonline.com/loi/teop20,Sin informacion,No
Isokinetics and Exercise Science,0.260 ,Q4,25,41,123,http://www.iospress.nl/loadtop/load.php?isbn=09593020,0959-3020/1878-5913,B
Journal of Carbohydrate Chemistry,0.260 ,Q4,35,28,124,http://www.informaworld.com/smpp/title~content=t713617200~db=all,0732-8303/1532-2327,C
Russian Journal of Bioorganic Chemistry,0.260 ,Q4,24,108,312,http://www.springer.com/life+sciences/biochemistry+%26+biophysics/journal/11171,1068-1620/1608-330X,C
Cell Regeneration,0.259 ,Q4,17,10,12,https://link.springer.com/journal/13619/volumes-and-issues,2045-9769,C
Revista Fitotecnia Mexicana,0.258 ,Q4,14,55,171,https://www.scimagojr.com/journalsearch.php?q=12300154905&tip=sid&clean=0,0187-7380,B
Artificial DNA: PNA and XNA,0.257 ,Q4,13,0,1,https://www.scimagojr.com/journalsearch.php?q=19700188408&tip=sid&clean=0,Sin informacion,No
Analytical and Bioanalytical Chemistry Research,0.256 ,Q4,7,34,83,http://www.analchemres.org/,2383-093X,C
Cancer Treatment and Research Communications,0.256 ,Q4,7,33,119,https://www.journals.elsevier.com/cancer-treatment-and-research-communications,2468-2942,B
Drug Discovery Today: Disease Models,0.252 ,Q4,24,14,80,http://www.elsevier.com/wps/find/journaldescription.cws_home/702727/description#description,Sin informacion,No
Turkish Journal of Biology,0.252 ,Q4,35,33,279,http://journals.tubitak.gov.tr/biology/index.php,1300-0152/1303-6092,B
Biocell,0.251 ,Q4,26,28,36,https://www.techscience.com/biocell/index.html,0327-9545/1667-5746,A2
Journal of Hard Tissue Biology,0.249 ,Q4,12,52,181,https://www.scimagojr.com/journalsearch.php?q=19400157005&tip=sid&clean=0,1341-7649/1880-828X,B
Journal of Chemical Biology,0.248 ,Q4,22,0,26,http://www.springer.com/chemistry/physical+chemistry/journal/12154,Sin informacion,No
Journal of Electrical Bioimpedance,0.248 ,Q4,7,20,43,https://www.scimagojr.com/journalsearch.php?q=21100319042&tip=sid&clean=0,1891-5469,B
New Negatives in Plant Science,0.248 ,Q4,4,0,3,https://www.journals.elsevier.com/new-negatives-in-plant-science,Sin informacion,No
Sleep and Biological Rhythms,0.247 ,Q4,28,58,164,http://www.wiley.com/bw/journal.asp?ref=1446-9235,1446-9235/1479-8425,B
Technology and Health Care,0.247 ,Q4,42,103,488,http://www.iospress.nl/loadtop/load.php?isbn=09287329,0928-7329/1878-7401,B
Maydica,0.246 ,Q4,33,21,78,https://www.scimagojr.com/journalsearch.php?q=96929&tip=sid&clean=0,0025-6153/2279-8013,B
Diagnosis,0.245 ,Q4,6,12,86,http://91.203.202.198/view/j/dx,2194-8011/2194-802X,B
Letters in Drug Design and Discovery,0.240 ,Q4,30,115,444,https://benthamscience.com/journals/letters-in-drug-design-and-discovery/,1570-1808/1875-628X,A2
Current Protocols in Nucleic Acid Chemistry,0.239 ,Q4,15,23,64,http://cda.currentprotocols.com/WileyCDA/CPTitle/isbn-047124662X.html,1934-9270/1934-9289,B
European Journal of Translational Myology,0.236 ,Q4,5,33,35,https://www.scimagojr.com/journalsearch.php?q=21100873619&tip=sid&clean=0,2037-7452/2037-7460,B
"Phosphorus, Sulfur and Silicon and the Related Elements",0.235 ,Q4,41,234,673,http://www.informaworld.com/smpp/title~content=t713618290~db=all,Sin informacion,No
Current Proteomics,0.234 ,Q4,22,46,117,https://benthamscience.com/journals/current-proteomics/,1570-1646/1875-6247,C
Drug Metabolism Letters,0.233 ,Q4,25,14,77,https://benthamscience.com/journals/drug-metabolism-letters/,1872-3128/1874-0758,A2
Recent Results in Cancer Research,0.233 ,Q4,53,12,124,http://www.springer.com/series/392,Sin informacion,No
Planta Daninha,0.232 ,Q4,29,150,329,http://www.scielo.br/scielo.php?script=sci_serial&pid=0100-8358&lng=en&nrm=iso,0100-8358/1806-9681,B
Journal of Experimental Therapeutics and Oncology,0.231 ,Q4,37,10,91,http://www3.interscience.wiley.com/journal/119485089/home,1359-4117/1533-869X,B
Malaysian Journal of Pathology,0.231 ,Q4,18,54,137,http://www.mjpath.org.my/index.php,Sin informacion,No
Mitochondrial DNA Part B: Resources,0.231 ,Q4,11,1779,1411,https://www.tandfonline.com/loi/tmdn20,Sin informacion,No
Comparative Exercise Physiology,0.230 ,Q4,13,42,86,https://www.wageningenacademic.com/loi/cep,1755-2540/1755-2559,B
Digest Journal of Nanomaterials and Biostructures,0.229 ,Q4,40,83,387,http://www.chalcogen.ro/index.php/journals/digest-journal-of-nanomaterials-and-biostructures,1842-3582,B
Mitochondrial DNA,0.229 ,Q4,31,0,1104,https://www.scimagojr.com/journalsearch.php?q=12400154743&tip=sid&clean=0,Sin informacion,No
Biorheology,0.228 ,Q4,65,19,36,http://www.iospress.nl/loadtop/load.php?isbn=0006355x,0006-355X/1878-5034,C
Caryologia,0.227 ,Q4,27,35,157,http://www.unifi.it/caryologia/,0008-7114/2165-5391,B
Journal of RNAi and Gene Silencing,0.227 ,Q4,7,0,13,https://www.scimagojr.com/journalsearch.php?q=20000195003&tip=sid&clean=0,Sin informacion,No
Biophysics (Russian Federation),0.226 ,Q4,14,139,435,http://www.springer.com/physics/biophysics+&+biological+physics/journal/11439,Sin informacion,No
Journal of Biomarkers,0.225 ,Q4,1,0,2,https://www.hindawi.com/journals/jbm/,Sin informacion,No
Molecular Biology,0.224 ,Q4,22,95,328,http://www.springer.com/life+sciences/journal/11008,0026-8933/1608-3245,C
Asian Journal of Cell Biology (discontinued),0.220 ,Q4,5,0,2,http://scialert.net/jindex.php?issn=1814-0068,Sin informacion,No
Open Medicinal Chemistry Journal,0.220 ,Q4,16,6,32,https://www.scimagojr.com/journalsearch.php?q=19700175004&tip=sid&clean=0,1874-1045,B
Current Biomarkers,0.219 ,Q4,2,0,21,https://benthamscience.com/journals/current-biomarkers/,Sin informacion,No
Journal of Thermodynamics,0.218 ,Q4,10,0,15,https://www.scimagojr.com/journalsearch.php?q=21100217636&tip=sid&clean=0,Sin informacion,No
Chemical Biology Letters,0.216 ,Q4,5,3,26,http://www.pubs.iscience.in/journal/index.php/cbl,2347-9825,B
Current Computer-Aided Drug Design,0.216 ,Q4,27,40,106,https://benthamscience.com/journals/current-computer-aided-drug-design/,Sin informacion,No
Cell Communication and Adhesion,0.214 ,Q4,46,0,4,http://informahealthcare.com/loi/cac,1541-9061/1543-5180,B
Current Bladder Dysfunction Reports,0.213 ,Q4,10,52,154,https://www.scimagojr.com/journalsearch.php?q=19600157013&tip=sid&clean=0,1931-7212/1931-7220,C
Indian Journal of Biochemistry and Biophysics,0.213 ,Q4,41,60,106,http://op.niscair.res.in/index.php/IJBB/index,0301-1208/0975-0959,B
Molecular and Clinical Oncology,0.213 ,Q4,2,92,5,https://www.scimagojr.com/journalsearch.php?q=21100923448&tip=sid&clean=0,2049-9450/2049-9469,C
Letters in Organic Chemistry,0.211 ,Q4,29,130,365,https://benthamscience.com/journals/letters-in-organic-chemistry/,1570-1786/1875-6255,C
Genetika,0.210 ,Q4,12,89,275,http://www.dgsgenetika.org.rs/publications/journals-genetika/,0534-0012/1820-6069,B
Genetics of Aquatic Organisms,0.209 ,Q4,2,10,20,https://www.scimagojr.com/journalsearch.php?q=21100945962&tip=sid&clean=0,2459-1831/2587-2265,C
Russian Journal of Genetics,0.209 ,Q4,23,182,481,http://www.springer.com/biomed/human+genetics/journal/11177,1022-7954/1608-3369,C
Current Enzyme Inhibition,0.204 ,Q4,16,15,63,https://benthamscience.com/journals/current-enzyme-inhibition/,1573-4080,C
Hsi-An Chiao Tung Ta Hsueh/Journal of Xi'an Jiaotong University,0.203 ,Q4,24,276,828,http://zkxb.xjtu.edu.cn/,Sin informacion,No
Molekulyarnaya Biologiya,0.202 ,Q4,22,94,311,https://www.scimagojr.com/journalsearch.php?q=14178&tip=sid&clean=0,Sin informacion,No
Cell and Tissue Biology,0.201 ,Q4,11,47,189,http://www.springer.com/life+sciences/cell+biology/journal/11821,1990-519X/1990-5203,C
Progress in Biochemistry and Biophysics,0.201 ,Q4,19,95,343,http://eng.med.wanfangdata.com.cn/JournalDetail.aspx?qid=swhx,1000-3282,C
Acta Physiologica Sinica,0.200 ,Q4,25,99,267,http://www.actaps.com.cn/index_en.php,0371-0874,B
Biochemistry (Moscow) Supplement Series B: Biomedical Chemistry,0.200 ,Q4,12,38,126,http://www.springer.com/chemistry/organic+chemistry/journal/11828,Sin informacion,No
Chinese Journal of Chromatography (Se Pu),0.199 ,Q4,19,170,563,https://www.scimagojr.com/journalsearch.php?q=12894&tip=sid&clean=0,Sin informacion,No
Biochemistry (Moscow) Supplement Series A: Membrane and Cell Biology,0.198 ,Q4,10,41,122,http://www.springer.com/life+sciences/cell+biology/journal/11827,Sin informacion,No
Iranian Journal of Plant Physiology,0.198 ,Q4,2,17,88,http://ijpp.iau-saveh.ac.ir/,2228-5512/2322-2808,C
Nova Biotechnologica et Chimica,0.198 ,Q4,8,20,60,https://www.scimagojr.com/journalsearch.php?q=21100373285&tip=sid&clean=0,1338-6905/1339-004X,C
Balkan Journal of Medical Genetics,0.197 ,Q4,11,28,82,http://versita.com/science/medicine/bjmg/,1311-0160,C
Biotropia,0.197 ,Q4,7,24,64,https://www.scimagojr.com/journalsearch.php?q=20500195080&tip=sid&clean=0,0215-6334/1907-770X,B
Series on Biomechanics,0.197 ,Q4,4,25,81,http://jsb.imbm.bas.bg/page/en-topmenu/home.php,1313-2458,C
