Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Mathematics and Financial Economics,1.022 ,Q2,19,26,70,http://www.springer.com/mathematics/quantitative+finance/journal/11579,1862-9660/1862-9679,A1
Journal of the Royal Statistical Society. Series C: Applied Statistics,1.014 ,Q2,69,82,158,http://www.wiley.com/bw/journal.asp?ref=0035-9254,Sin informacion,No
Electronic Communications in Probability,1.003 ,Q2,31,77,257,https://projecteuclid.org/euclid.ecp,1083-589X,A2
Extremes,1.003 ,Q2,31,28,98,https://www.springer.com/journal/10687,1386-1999/1572-915X,A1
Biometrical Journal,0.966 ,Q2,59,122,275,http://www3.interscience.wiley.com/journal/117861849/grouphome/home.html,0323-3847/1521-4036,A1
Spatial Statistics,0.963 ,Q2,21,52,162,https://www.scimagojr.com/journalsearch.php?q=21100206605&tip=sid&clean=0,2211-6753,A1
International Journal of Biostatistics,0.960 ,Q2,33,24,68,https://www.degruyter.com/view/j/ijb?lang=en,1557-4679/2194-573X,A1
Physical review. E,0.958 ,Q2,76,415,6740,https://journals.aps.org/pre/,Sin informacion,No
Advances in Applied Mathematics,0.937 ,Q2,46,77,208,http://www.elsevier.com/wps/find/journaldescription.cws_home/622776/description#description,0196-8858/1090-2074,A2
Analysis and Applications,0.926 ,Q2,20,47,96,https://www.scimagojr.com/journalsearch.php?q=19700172204&tip=sid&clean=0,0219-5305/1793-6861,A2
Engineering Analysis with Boundary Elements,0.910 ,Q2,70,322,511,http://www.elsevier.com/wps/find/journaldescription.cws_home/422920/description#description,0955-7997/1873-197X,A1
Journal of Topology and Analysis,0.909 ,Q2,13,83,112,https://www.scimagojr.com/journalsearch.php?q=21100198447&tip=sid&clean=0,1793-5253/1793-7167,A2
Alea,0.906 ,Q2,12,35,108,http://alea.impa.br/english/index_v16.htm,1517-106X/1807-0299,C
ESAIM - Probability and Statistics,0.897 ,Q2,24,25,62,http://www.esaim-ps.org/,Sin informacion,No
Mathematical Physics Analysis and Geometry,0.891 ,Q2,23,26,88,http://www.springer.com/physics/journal/11040,1385-0172/1572-9656,A2
Infectious Disease Modelling,0.880 ,Q2,8,15,69,https://www.scimagojr.com/journalsearch.php?q=21100923302&tip=sid&clean=0,2468-0427,A1
Letters in Mathematical Physics,0.877 ,Q2,54,117,295,http://www.springer.com/physics/journal/11005,0377-9017/1573-0530,A2
Journal of Computational and Applied Mathematics,0.870 ,Q2,111,600,1551,https://www.journals.elsevier.com/journal-of-computational-and-applied-mathematics,0377-0427/1879-1778,A1
Electronic Transactions on Numerical Analysis,0.869 ,Q2,39,26,96,https://www.scimagojr.com/journalsearch.php?q=26415&tip=sid&clean=0,1068-9613/1097-4067,A2
BIT Numerical Mathematics,0.868 ,Q2,53,60,168,https://www.springer.com/journal/10543,0006-3835/1572-9125,A1
Networks and Heterogeneous Media,0.847 ,Q2,28,33,97,http://aimsciences.org/journals/NHM/index.htm,1556-1801/1556-181X,A1
Journal of Statistical Planning and Inference,0.845 ,Q2,71,84,238,http://www.elsevier.com/wps/find/journaldescription.cws_home/505561/description#description,0378-3758/1873-1171,A2
Econometrics and Statistics,0.844 ,Q2,7,50,82,https://www.journals.elsevier.com/econometrics-and-statistics,2452-3062,A2
"Journal of Agricultural, Biological, and Environmental Statistics",0.843 ,Q2,49,36,102,https://www.springer.com/journal/13253,Sin informacion,No
International Journal of Non-Linear Mechanics,0.840 ,Q2,83,145,549,http://www.elsevier.com/wps/find/journaldescription.cws_home/299/description#description,Sin informacion,No
Epidemiologic Methods,0.836 ,Q2,9,6,20,https://www.degruyter.com/view/j/em?format=PAIN/,2161-962X/2194-9263,A2
Match,0.824 ,Q2,57,65,253,http://www.pmf.kg.ac.yu/match/,0340-6253,A1
Computational Geosciences,0.823 ,Q2,60,118,238,http://www.springer.com/mathematics/journal/10596,1420-0597/1573-1499,A1
Computational Materials Science,0.823 ,Q2,107,612,1885,http://www.elsevier.com/wps/find/journaldescription.cws_home/523412/description#description,0927-0256/1879-0801,A1
Cryptography and Communications,0.816 ,Q2,14,111,150,https://www.scimagojr.com/journalsearch.php?q=19600156814&tip=sid&clean=0,1936-2447/1936-2455,A1
International Journal of Numerical Analysis and Modeling,0.807 ,Q2,26,47,149,http://www.global-sci.org/ijnam/,1705-5105,A2
Journal of Instrumentation,0.805 ,Q2,69,553,2418,http://www.iop.org/EJ/journal/jinst,1748-0221,A1
European Journal of Remote Sensing,0.804 ,Q2,25,108,190,https://www.tandfonline.com/loi/tejr20,2279-7254,A1
Measurement: Journal of the International Measurement Confederation,0.801 ,Q2,81,1176,2269,https://www.journals.elsevier.com/measurement,Sin informacion,No
International Journal of Approximate Reasoning,0.800 ,Q2,91,152,448,https://www.journals.elsevier.com/international-journal-of-approximate-reasoning,0888-613X/1873-4731,A1
Oxford Bulletin of Economics and Statistics,0.799 ,Q2,68,72,141,http://www.wiley.com/bw/journal.asp?ref=0305-9049,0305-9049/1468-0084,A1
Theory and Practice of Logic Programming,0.798 ,Q2,40,63,132,https://www.cambridge.org/core/journals/theory-and-practice-of-logic-programming,1471-0684/1475-3081,A1
Japanese Journal of Mathematics,0.796 ,Q2,20,9,20,https://www.springer.com/journal/11537,0289-2316/1861-3624,A1
Mathematical Inequalities and Applications,0.793 ,Q2,38,105,265,https://www.scimagojr.com/journalsearch.php?q=24572&tip=sid&clean=0,1331-4343,A1
International Journal of Systems Science,0.791 ,Q2,66,213,906,https://www.tandfonline.com/loi/tsys20,Sin informacion,No
Advances in Data Analysis and Classification,0.790 ,Q2,25,60,107,http://www.springer.com/statistics/statistical+theory+and+methods/journal/11634,1862-5347/1862-5355,A2
Applicable Analysis and Discrete Mathematics,0.789 ,Q2,22,51,96,http://pefmath.etf.rs/,1452-8630/2406-100X,A1
Mathematics and Mechanics of Complex Systems,0.788 ,Q2,13,15,57,https://msp.org/memocs/about/journal/about.html,2325-3444/2326-7186,A1
Ramanujan Journal,0.787 ,Q2,33,163,347,http://www.springer.com/mathematics/numbers/journal/11139,1382-4090/1572-9303,A2
Studia Mathematica,0.786 ,Q2,50,80,173,http://journals.impan.gov.pl/sm/,0039-3223/1730-6337,A2
Algebras and Representation Theory,0.785 ,Q2,26,155,208,https://www.springer.com/journal/10468,1386-923X/1572-9079,A2
International Journal for Numerical Methods in Fluids,0.780 ,Q2,105,100,324,http://www3.interscience.wiley.com/journal/2861/home,0271-2091/1097-0363,A1
4OR,0.779 ,Q2,38,30,63,http://www.springer.com/business+%26+management/operations+research/journal/10288,1614-2411/1619-4500,A2
Journal of Combinatorial Designs,0.776 ,Q2,32,46,102,http://www3.interscience.wiley.com/journal/38682/home,1063-8539/1520-6610,A2
Fixed Point Theory and Applications,0.771 ,Q2,58,17,185,http://www.hindawi.com/journals/fpta/,1687-1812/1687-1820,A2
Teaching Mathematics and its Applications,0.771 ,Q2,16,12,43,http://teamat.oxfordjournals.org/,0268-3679/1471-6976,A1
Manuscripta Mathematica,0.770 ,Q2,39,134,245,http://www.springer.com/mathematics/journal/229,0025-2611/1432-1785,A2
Mathematical Methods of Operations Research,0.769 ,Q2,44,45,127,http://www.springer.com/mathematics/journal/186,1432-2994/1432-5217,A2
Journal of Algebraic Combinatorics,0.763 ,Q2,34,102,191,http://www.springer.com/mathematics/numbers/journal/10801,0925-9899/1572-9192,A2
Journal of Group Theory,0.762 ,Q2,27,77,174,http://www.degruyter.de/journals/jgt/detailEn.cfm,1433-5883/1435-4446,A2
Nagoya Mathematical Journal,0.760 ,Q2,29,25,81,http://projecteuclid.org/DPubS?service=UI&version=1.0&verb=Display&handle=euclid.nmj,0027-7630/2152-6842,A2
American Statistician,0.759 ,Q2,74,133,174,http://pubs.amstat.org/loi/tas?cookieSet=1,0003-1305/1537-2731,A2
International Journal of Fuzzy Systems,0.758 ,Q2,35,199,446,https://www.springer.com/journal/40815,1562-2479/2199-3211,A1
Statistical Inference for Stochastic Processes,0.758 ,Q2,16,19,64,http://www.springer.com/mathematics/probability/journal/11203,1387-0874,A2
Nonlinear Analysis: Modelling and Control,0.757 ,Q2,28,57,149,https://www.journals.vu.lt/nonlinear-analysis,Sin informacion,No
Tohoku Mathematical Journal,0.757 ,Q2,29,31,88,http://projecteuclid.org/DPubS?service=UI&version=1.0&verb=Display&handle=euclid.tmj,0040-8735,A2
Monatshefte fur Mathematik,0.755 ,Q2,33,125,381,http://www.springer.com/springerwiennewyork/mathematics/journal/605,0026-9255/1436-5081,A2
Canadian Journal of Statistics,0.754 ,Q2,48,48,87,http://www3.interscience.wiley.com/journal/121545484/home,0319-5724/1708-945X,A2
Journal of Official Statistics,0.754 ,Q2,22,35,143,https://www.scimagojr.com/journalsearch.php?q=12134&tip=sid&clean=0,0282-423X/2001-7367,A2
Statistical Analysis and Data Mining,0.753 ,Q2,28,41,80,https://onlinelibrary.wiley.com/journal/19321872,1932-1864/1932-1872,A1
Constructive Approximation,0.752 ,Q2,44,57,124,http://www.springer.com/mathematics/numerical+and+computational+mathematics/journal/365,0176-4276/1432-0940,A1
International Journal of Modern Physics D,0.751 ,Q2,75,261,796,http://www.worldscinet.com/ijmpd/ijmpd.shtml,0218-2718/1793-6594,A2
Research in Number Theory,0.751 ,Q2,6,42,109,https://www.springer.com/mathematics/numbers/journal/40993,2363-9555,A2
"Annales de l'Institut Henri Poincare (D) Combinatorics, Physics and their Interactions",0.750 ,Q2,7,19,40,https://www.ems-ph.org/journals/journal.php?jrn=aihpd,Sin informacion,No
Arkiv for Matematik,0.750 ,Q2,27,23,66,http://www.springer.com/mathematics/journal/11512,0004-2080/1871-2487,A2
IEEE/ACM Transactions on Computational Biology and Bioinformatics,0.748 ,Q2,65,213,550,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=8857,Sin informacion,No
Journal of Computer and System Sciences,0.745 ,Q2,88,74,255,https://www.journals.elsevier.com/journal-of-computer-and-system-sciences,0022-0000/1090-2724,A1
Queueing Systems,0.745 ,Q2,50,42,130,http://www.springer.com/business+%26+management/operations+research/journal/11134,0257-0130/1572-9443,A2
Lifetime Data Analysis,0.744 ,Q2,43,47,99,http://www.springer.com/statistics/journal/10985,1380-7870/1572-9249,A2
Journal of Statistical Physics,0.742 ,Q2,99,263,761,http://www.springer.com/physics/complexity/journal/10955,0022-4715/1572-9613,A2
Journal of Computational Design and Engineering,0.739 ,Q2,17,60,106,https://www.journals.elsevier.com/journal-of-computational-design-and-engineering,2288-4300/2288-5048,A1
Visualization in Engineering,0.739 ,Q2,15,1,38,https://viejournal.springeropen.com/,2213-7459,A1
Discrete Applied Mathematics,0.738 ,Q2,79,554,1136,http://www.elsevier.com/wps/find/journaldescription.cws_home/505609/description#description,0166-218X/1872-6771,A2
Computability,0.737 ,Q2,8,16,52,http://www.computability.de/journal/,2211-3568/2211-3576,A2
