Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Archives of Environmental and Occupational Health,0.385 ,Q4,61,76,155,http://www.heldref.org/pubs/aeoh/about.html,1933-8244/2154-4700,A2
Arhiv za Higijenu Rada i Toksikologiju,0.384 ,Q4,29,41,122,http://www.versita.com/science/medicine/aiht,0004-1254/1848-6312,B
Anil Aggrawal's Internet Journal of Forensic Medicine and Toxicology,0.357 ,Q4,10,6,11,https://www.scimagojr.com/journalsearch.php?q=27715&tip=sid&clean=0,Sin informacion,No
Birth Defects Research Part B - Developmental and Reproductive Toxicology,0.331 ,Q4,48,0,21,http://www3.interscience.wiley.com/journal/102527215/home,Sin informacion,No
Fluoride - Quarterly Reports,0.288 ,Q4,45,8,119,http://www.fluoride-journal.com/,Sin informacion,No
Journal of Environmental Biology,0.284 ,Q4,43,168,531,http://www.jeb.co.in/,0254-8704/2394-0379,B
Toxicologie Analytique et Clinique,0.264 ,Q4,6,45,126,https://www.scimagojr.com/journalsearch.php?q=21100376682&tip=sid&clean=0,2352-0078,C
Toxicology and Environmental Health Sciences,0.253 ,Q4,13,40,122,https://www.scimagojr.com/journalsearch.php?q=21100226424&tip=sid&clean=0,2005-9752/2233-7784,C
Archives of Clinical Infectious Diseases,0.236 ,Q4,11,74,189,http://archcid.com/en/index.html,2345-2641,B
ATLA Alternatives to Laboratory Animals,0.231 ,Q4,57,30,103,http://www.bfr.bund.de/cd/4446,0261-1929/2632-3559,B
Current Computer-Aided Drug Design,0.216 ,Q4,27,40,106,https://benthamscience.com/journals/current-computer-aided-drug-design/,Sin informacion,No
Natural Products Journal,0.211 ,Q4,10,37,107,https://benthamscience.com/journals/the-natural-products-journal/,2210-3155/2210-3163,B
Current Enzyme Inhibition,0.204 ,Q4,16,15,63,https://benthamscience.com/journals/current-enzyme-inhibition/,1573-4080,C
