Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Journal of Molecular Neuroscience,0.861,Q4,83,199,543,http://www.springer.com/biomed/neuroscience/journal/12031,0895-8696/1559-1166,A1
Journal of Chemical Neuroanatomy,0.8540000000000001,Q4,78,98,244,http://www.elsevier.com/wps/find/journaldescription.cws_home/524994/description#description,0891-0618/1873-6300,B
Metabolic Brain Disease,0.775,Q4,64,164,587,http://www.springer.com/biomed/neuroscience/journal/11011,0885-7490/1573-7365,A2
Journal of Neurogenetics,0.619,Q4,34,27,112,http://informahealthcare.com/loi/neg,0167-7063/1563-5260,B
Prion,0.593,Q4,39,24,137,http://www.landesbioscience.com/journals/prion/,1933-6896/1933-690X,B
Developmental Neurorehabilitation,0.551,Q4,53,93,163,http://informahealthcare.com/loi/pdr,1751-8423/1751-8431,A2
Journal of audiology and otology,0.49200000000000005,Q4,11,35,94,https://www.ejao.org/,2384-1621/2384-1710,A2
Journal of Circadian Rhythms,0.48200000000000004,Q4,25,3,24,http://www.jcircadianrhythms.com/,1740-3391,B
Chemosensory Perception,0.47100000000000003,Q4,26,28,47,http://www.springer.com/food+science/journal/12078,1936-5802/1936-5810,B
Perceptual and Motor Skills,0.45899999999999996,Q4,64,64,259,https://www.scimagojr.com/journalsearch.php?q=12798&tip=sid&clean=0,0031-5125/1558-688X,B
European Endocrinology,0.45299999999999996,Q4,8,20,60,https://www.scimagojr.com/journalsearch.php?q=19900193683&tip=sid&clean=0,1758-3772/1758-3780,B
Basic and Clinical Neuroscience,0.431,Q4,17,59,141,http://bcn.iums.ac.ir/,2008-126X,B
Arquivos de Neuro-Psiquiatria,0.425,Q4,46,169,580,http://www.scielo.br/scielo.php?script=sci_serial&pid=0004-282X&lng=en&nrm=iso,Sin informacion,No
Constructivist Foundations,0.408,Q4,14,47,360,http://www.univie.ac.at/constructivism/journal/,1782-348X,A1
Somatosensory and Motor Research (discontinued),0.40700000000000003,Q4,47,0,68,http://informahealthcare.com/loi/smr,Sin informacion,No
The Mental Lexicon,0.406,Q4,23,12,51,https://benjamins.com/catalog/ml,1871-1340/1871-1375,A1
Cognitive and Behavioral Neurology,0.392,Q4,64,31,80,http://journals.lww.com/cogbehavneurol/pages/default.aspx,1543-3633/1543-3641,B
Sleep Disorders,0.38799999999999996,Q4,4,0,6,https://www.hindawi.com/journals/sd/,Sin informacion,No
Journal of Neuroscience Nursing,0.386,Q4,42,71,221,http://www.aann.org/journal/,0888-0395/1945-2810,A1
"International Journal of Cognitive Research in Science, Engineering and Education",0.375,Q4,7,33,77,http://ijcrsee.com/index.php/ijcrsee,Sin informacion,No
Journal of Applied Biomedicine,0.375,Q4,26,28,127,http://versita.com/science/medicine/jab/,1214-021X/1214-0287,A2
Anatomy and Cell Biology,0.369,Q4,14,80,121,https://acbjournal.org/,2093-3665/2093-3673,A2
Invertebrate Neuroscience,0.368,Q4,34,13,36,http://www.springer.com/biomed/neuroscience/journal/10158,1354-2516/1439-1104,C
Journal of Eye Movement Research,0.34700000000000003,Q4,17,18,68,https://www.scimagojr.com/journalsearch.php?q=21100286991&tip=sid&clean=0,1995-8692,B
Multimodal Technologies and Interaction,0.34600000000000003,Q4,10,71,111,https://www.scimagojr.com/journalsearch.php?q=21100945706&tip=sid&clean=0,2414-4088,A2
Clinical Neuropathology,0.342,Q4,42,46,144,http://www.dustri.com/nc/journals-in-english/mag/clinical-neuropathology.html,0722-5091,B
