Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Emerging Themes in Epidemiology,1.589 ,Q2,33,5,39,https://ete-online.biomedcentral.com/,1742-7622,A2
Clinical Epidemiology,1.500 ,Q2,54,97,346,https://www.dovepress.com/clinical-epidemiology-journal,Sin informacion,No
Frontiers in Genetics,1.469 ,Q2,69,1359,928,https://www.frontiersin.org/journals/genetics,1664-8021,A1
Neurogenetics,1.457 ,Q2,58,29,97,https://www.springer.com/journal/10048,1364-6745/1364-6753,A2
Journal of Human Genetics,1.388 ,Q2,79,156,492,https://www.nature.com/jhg/,1434-5161/1435-232X,A2
Cancer Causes and Control,1.332 ,Q2,130,136,427,https://www.springer.com/journal/10552,0957-5243/1573-7225,A2
Journal of Inherited Metabolic Disease,1.328 ,Q2,97,144,348,https://onlinelibrary.wiley.com/journal/15732665,0141-8955/1573-2665,A2
Lung Cancer: Targets and Therapy,1.323 ,Q2,11,16,56,https://www.dovepress.com/lung-cancer-targets--therapy-journal,Sin informacion,No
Rheumatic Disease Clinics of North America,1.318 ,Q2,84,55,173,https://www.journals.elsevier.com/rheumatic-disease-clinics-of-north-america,0889-857X/1558-3163,A2
Clinical and Experimental Immunology,1.302 ,Q2,130,153,489,https://onlinelibrary.wiley.com/journal/13652249,0009-9104/1365-2249,A2
Cancer Nanotechnology,1.299 ,Q2,21,11,32,https://cancer-nano.biomedcentral.com/,1868-6958/1868-6966,A1
Clinical Cancer Drugs,1.287 ,Q2,4,0,1,https://benthamscience.com/journals/clinical-cancer-drugs/,Sin informacion,No
Breast Cancer: Basic and Clinical Research,1.282 ,Q2,22,23,60,https://journals.sagepub.com/home/bcb,Sin informacion,No
Current Opinion in Oncology,1.275 ,Q2,91,92,211,https://journals.lww.com/co-oncology/pages/default.aspx,1040-8746/1531-703X,A2
American Journal of Physiology - Regulatory Integrative and Comparative Physiology,1.272 ,Q2,169,180,694,https://journals.physiology.org/journal/ajpregu,Sin informacion,No
Annals of Epidemiology,1.272 ,Q2,117,141,410,https://www.sciencedirect.com/journal/annals-of-epidemiology,1047-2797/1873-2585,A2
Molecular Medicine,1.269 ,Q2,113,63,180,https://molmed.biomedcentral.com/,1076-1551/1528-3658,A2
Translational Oncology,1.267 ,Q2,47,175,358,https://www.sciencedirect.com/journal/translational-oncology,1936-5233,A2
Journal of NeuroImmune Pharmacology,1.235 ,Q2,66,94,174,https://www.springer.com/journal/11481,1557-1890/1557-1904,A1
Journal of Heredity,1.226 ,Q2,89,81,263,https://academic.oup.com/jhered,0022-1503/1465-7333,A1
Cold Spring Harbor molecular case studies,1.218 ,Q2,8,80,111,http://molecularcasestudies.cshlp.org/,2373-2873,A1
Clinical Immunology,1.217 ,Q2,119,149,555,https://www.journals.elsevier.com/clinical-immunology,1521-6616/1521-7035,A2
Frontiers in Physiology,1.211 ,Q2,86,1606,3472,https://www.frontiersin.org/journals/physiology,1664-042X,A1
Transplant International,1.204 ,Q2,79,151,475,https://onlinelibrary.wiley.com/journal/14322277,0934-0874/1432-2277,A1
Obesity Facts,1.195 ,Q2,41,57,154,https://www.karger.com/Journal/Home/233731,1662-4025/1662-4033,A1
Virus Research,1.194 ,Q2,114,228,805,https://www.journals.elsevier.com/virus-research,0168-1702/1872-7492,A2
BMC Cancer,1.186 ,Q2,122,1273,3154,https://bmccancer.biomedcentral.com/,1471-2407,A2
"Infection, Genetics and Evolution",1.185 ,Q2,80,362,1159,https://www.journals.elsevier.com/infection-genetics-and-evolution,Sin informacion,No
Ticks and Tick-borne Diseases,1.182 ,Q2,39,191,560,https://www.journals.elsevier.com/ticks-and-tick-borne-diseases,Sin informacion,No
Anaerobe,1.172 ,Q2,71,143,457,https://www.journals.elsevier.com/anaerobe,1075-9964/1095-8274,A2
