Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
CA - A Cancer Journal for Clinicians,88.192,Q1,156,36,129,https://onlinelibrary.wiley.com/journal/15424863,Sin informacion,No
MMWR. Recommendations and reports : Morbidity and mortality weekly report. Recommendations and reports / Centers for Disease Control,41.022,Q1,138,4,11,https://www.cdc.gov/mmwr/indrr_2020.html,Sin informacion,No
Nature Reviews Genetics,28.619,Q1,345,113,376,https://www.nature.com/nrg/,1471-0056/1471-0064,A1
Nature Reviews Cancer,21.287,Q1,418,138,366,https://www.nature.com/nrc/,1474-175X/1474-1768,A1
MMWR. Surveillance summaries : Morbidity and mortality weekly report. Surveillance summaries / CDC,20.617,Q1,95,12,50,https://www.cdc.gov/mmwr/indss_2020.html,Sin informacion,No
Nature Reviews Immunology,20.611,Q1,371,148,438,http://www.nature.com/nri/index.html,1474-1733/1474-1741,A1
"Vital & health statistics. Series 3, Analytical and epidemiological studies / [U.S. Dept. of Health and Human Services, Public Health Service, National Center for Health Statistics]",19.393,Q1,5,0,1,https://www.cdc.gov/nchs/products/series/series03.htm,Sin informacion,No
New England Journal of Medicine,18.291,Q1,987,1476,4597,https://www.nejm.org/,0028-4793/1533-4406,A1
Nature Medicine,15.812,Q1,524,425,919,https://www.nature.com/nm/,1078-8956/1546-170X,A1
The Lancet Oncology,15.650,Q1,305,618,1958,https://www.thelancet.com/journals/lanonc/home,1470-2045/1474-5488,A1
The Lancet,14.554,Q1,747,1772,5213,https://www.thelancet.com/journals/lancet/home,0140-6736/1474-547X,A1
Annual Review of Immunology,13.842,Q1,289,24,73,https://www.annualreviews.org/journal/immunol,Sin informacion,No
Nature Reviews Microbiology,13.160,Q1,276,179,450,http://www.nature.com/nrmicro/index.html,1740-1526/1740-1534,A1
Nature Reviews Disease Primers,12.268,Q1,71,89,242,https://www.nature.com/nrdp/,2056-676X,A1
Immunity,11.977,Q1,377,255,777,http://www.cell.com/immunity/home,1074-7613/1097-4180,A1
Cancer Cell,11.909,Q1,316,158,581,https://www.cell.com/cancer-cell/home,1535-6108/1878-3686,A1
The Lancet Neurology,11.258,Q1,280,275,917,https://www.thelancet.com/journals/laneur/home,1474-4422/1474-4465,A1
Physiological Reviews,10.153,Q1,330,39,127,https://journals.physiology.org/journal/physrev,0031-9333/1522-1210,A1
Journal of Clinical Oncology,10.054,Q1,525,574,2341,https://ascopubs.org/journal/jco,0732-183X/1527-7755,A1
Journal of the American College of Cardiology,9.989 ,Q1,419,998,3128,https://www.journals.elsevier.com/journal-of-the-american-college-of-cardiology,0735-1097/1558-3597,A1
Nature Reviews Clinical Oncology,9.882 ,Q1,142,176,591,https://www.nature.com/nrclinonc/,1759-4774/1759-4782,A1
The Lancet Diabetes and Endocrinology,9.337 ,Q1,97,256,784,https://www.thelancet.com/journals/landia/home,2213-8587/2213-8595,A1
Nature Immunology,9.283 ,Q1,368,285,758,https://www.nature.com/ni/,1529-2908/1529-2916,A1
Genome Research,9.245 ,Q1,285,187,545,https://genome.cshlp.org/,1088-9051/1549-5469,A1
World Psychiatry,9.239 ,Q1,81,93,286,https://onlinelibrary.wiley.com/journal/20515545,1723-8617/2051-5545,A1
The Lancet Infectious Diseases,9.040 ,Q1,217,517,1457,https://www.thelancet.com/journals/laninf/home,1473-3099/1474-4457,A1
Accounts of Chemical Research,8.693 ,Q1,376,336,955,https://pubs.acs.org/journal/achre4,0001-4842/1520-4898,A1
Clinical Microbiology Reviews,8.664 ,Q1,263,40,99,https://cmr.asm.org/,0893-8512/1098-6618,A1
Annual Review of Pathology: Mechanisms of Disease,8.508 ,Q1,112,20,59,https://www.annualreviews.org/journal/pathmechdis,Sin informacion,No
European Urology,8.192 ,Q1,204,512,1580,https://www.journals.elsevier.com/european-urology,0302-2838/1421-993X,A1
Acta Neuropathologica,8.158 ,Q1,158,153,412,https://www.springer.com/journal/401,0001-6322/1432-0533,A1
The Lancet Global Health,8.055 ,Q1,72,399,960,https://www.thelancet.com/journals/langlo/home,2214-109X,A1
Science immunology,8.014 ,Q1,35,118,243,https://immunology.sciencemag.org/,2470-9468,A1
Nature Microbiology,7.922 ,Q1,58,315,716,https://www.nature.com/nmicrobiol/,2058-5276,A1
Gut,7.763 ,Q1,279,408,921,https://gut.bmj.com/,0017-5749/1468-3288,A1
Journal of Experimental Medicine,7.757 ,Q1,432,220,703,https://rupress.org/jem,0022-1007/1540-9538,A1
Annual Review of Clinical Psychology,7.696 ,Q1,110,24,63,https://www.annualreviews.org/journal/clinpsy,Sin informacion,No
JAMA Oncology,7.593 ,Q1,80,517,1361,https://jamanetwork.com/journals/jamaoncology,2374-2437/2374-2445,A1
Cell Systems,7.556 ,Q1,40,112,452,https://www.cell.com/cell-systems/home,2405-4712/2405-4720,A1
"Lancet Respiratory Medicine,The",7.516 ,Q1,93,276,914,https://www.thelancet.com/journals/lanres/onlineFirst,Sin informacion,No
Cancer Discovery,7.513 ,Q1,138,500,1120,http://cancerdiscovery.aacrjournals.org/,2159-8274/2159-8290,A1
Circulation,7.446 ,Q1,593,900,2757,https://www.ahajournals.org/journal/circ,0009-7322/1524-4539,A1
American Journal of Human Genetics,7.376 ,Q1,293,224,638,https://www.cell.com/ajhg/home,0002-9297/1537-6605,A1
Microbiology and Molecular Biology Reviews,7.365 ,Q1,238,21,77,http://mmbr.asm.org/,1092-2172/1098-5557,A1
Molecular Systems Biology,7.338 ,Q1,140,51,178,https://www.embopress.org/journal/17444292,1744-4292,A1
Reports on Progress in Physics,7.199 ,Q1,195,54,247,https://iopscience.iop.org/journal/0034-4885,0034-4885/1361-6633,A1
