Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Central-European Journal of Immunology,0.441,Q4,19,63,192,http://www.termedia.pl/magazine.php?magazine_id=10&magazine_subpage=CURRENT,Sin informacion,No
Virology Reports,0.434,Q4,5,0,14,https://www.scimagojr.com/journalsearch.php?q=21100356781&tip=sid&clean=0,Sin informacion,No
International Journal of Neonatal Screening,0.426,Q4,7,41,87,https://www.scimagojr.com/journalsearch.php?q=21100900065&tip=sid&clean=0,2409-515X,A2
Microbiology Resource Announcements,0.413,Q4,31,1079,4039,https://mra.asm.org/,2576-098X,C
Intervirology,0.396,Q4,58,41,106,http://content.karger.com/ProdukteDB/produkte.asp?Aktion=BackIssues&ProduktNr=224031,0300-5526/1423-0100,B
Reumatologia,0.396,Q4,11,66,210,https://www.scimagojr.com/journalsearch.php?q=19752&tip=sid&clean=0,Sin informacion,No
Journal of Biological Regulators and Homeostatic Agents,0.395,Q4,41,387,889,http://www.biolifesas.org/contentsJBRHA.htm,0393-974X/1724-6083,B
Journal of Parasitic Diseases,0.39399999999999996,Q4,17,105,605,https://www.springer.com/medicine/internal/journal/12639,0971-7196/0975-0703,C
Antibody Therapeutics,0.38799999999999996,Q4,2,2,12,https://www.scimagojr.com/journalsearch.php?q=21100941750&tip=sid&clean=0,2516-4236,B
Iranian Journal of Immunology,0.38299999999999995,Q4,17,34,95,http://iji.sums.ac.ir/,1735-1383/1735-367X,B
Mycobiology,0.382,Q4,21,59,158,https://www.scimagojr.com/journalsearch.php?q=21100197355&tip=sid&clean=0,1229-8093/2092-9323,A2
Mycology,0.37799999999999995,Q4,21,29,96,https://www.scimagojr.com/journalsearch.php?q=19700201314&tip=sid&clean=0,2150-1203/2150-1211,A2
Journal of Infection in Developing Countries,0.373,Q4,44,187,554,https://www.scimagojr.com/journalsearch.php?q=17700155407&tip=sid&clean=0,1972-2680/2036-6590,B
Journal of Food Safety,0.366,Q4,39,151,339,https://onlinelibrary.wiley.com/journal/17454565,0149-6085/1745-4565,B
Vaccine Reports,0.366,Q4,4,0,12,https://www.journals.elsevier.com/vaccine-reports,Sin informacion,No
Allergologia et Immunopathologia,0.365,Q4,34,99,286,http://www.doyma.es/revistas/ctl_servlet?_f=7032&revistaid=105,0301-0546/1578-1267,B
Annals of Clinical and Laboratory Science,0.361,Q4,53,125,358,http://www.annclinlabsci.org/,0091-7370/1550-8080,B
Acta Virologica,0.358,Q4,32,60,177,http://www.elis.sk/index.php?option=com_content&view=article&id=3:acta-virologica&catid=4:journals,0001-723X/1336-2305,B
VirusDisease,0.353,Q4,19,68,202,https://www.scimagojr.com/journalsearch.php?q=21100283369&tip=sid&clean=0,2347-3517/2347-3584,B
Acta Microbiologica et Immunologica Hungarica,0.35200000000000004,Q4,27,32,132,http://www.akademiai.com/content/119703/?p=75ad0eb1a6ef4a70a8500eb63c7663c1&pi=15,1217-8950/1588-2640,B
