Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Skin Pharmacology and Physiology,0.958 ,Q2,71,31,122,http://content.karger.com/ProdukteDB/produkte.asp?Aktion=JournalHome&ProduktNr=224194,1660-5527/1660-5535,A1
Experimental and Clinical Psychopharmacology,0.922 ,Q2,87,98,169,http://www.apa.org/pubs/journals/pha/index.aspx,1064-1297/1936-2293,A2
Molecular Diagnosis and Therapy,0.921 ,Q2,38,66,189,https://www.springer.com/journal/40291,1177-1062/1179-2000,A1
Phytotherapy Research,0.905 ,Q2,121,323,667,http://www3.interscience.wiley.com/journal/12567/home,0951-418X/1099-1573,A1
Human gene therapy methods,0.893 ,Q2,24,24,84,https://www.scimagojr.com/journalsearch.php?q=21100225613&tip=sid&clean=0,1946-6536/1946-6544,A2
Neurotoxicity Research,0.889 ,Q2,68,158,369,http://www.springer.com/biomed/neuroscience/journal/12640,1029-8428/1476-3524,A2
Microbial Drug Resistance,0.881 ,Q2,65,194,431,http://www.liebertpub.com/products/product.aspx?pid=44,1076-6294/1931-8448,A1
Modern Trends in Pharmacopsychiatry,0.880 ,Q2,12,0,13,https://www.scimagojr.com/journalsearch.php?q=17700156705&tip=sid&clean=0,Sin informacion,No
Current Opinion in Toxicology,0.877 ,Q2,13,62,156,https://www.journals.elsevier.com/current-opinion-in-toxicology/,2468-2020,A2
Food Additives and Contaminants: Part B Surveillance,0.865 ,Q2,24,43,126,https://www.scimagojr.com/journalsearch.php?q=19400157146&tip=sid&clean=0,Sin informacion,No
"Diabetes, Metabolic Syndrome and Obesity: Targets and Therapy",0.862 ,Q2,39,254,189,https://www.dovepress.com/diabetes-metabolic-syndrome-and-obesity-targets-and-therapy-journal,Sin informacion,No
Journal of Pharmacological Sciences,0.854 ,Q2,79,132,350,http://www.jstage.jst.go.jp/browse/jphs/,1347-8613/1347-8648,A2
Journal of Clinical Pharmacology,0.850 ,Q2,111,187,569,http://jcp.sagepub.com/,0091-2700/1552-4604,A2
Drugs in Context,0.848 ,Q2,15,47,69,http://wiredin.org.uk/families/articles/entry/485/drugs-in-context-an-overview/,1740-4398/1745-1981,A2
European Journal of Clinical Pharmacology,0.847 ,Q2,104,208,592,https://www.springer.com/journal/228,0031-6970/1432-1041,A2
Regulatory Toxicology and Pharmacology,0.842 ,Q2,100,243,801,https://www.journals.elsevier.com/regulatory-toxicology-and-pharmacology,0273-2300/1096-0295,A1
Cardiovascular Therapeutics,0.839 ,Q2,42,25,196,http://www.wiley.com/bw/journal.asp?ref=1755-5914,1755-5914/1755-5922,A2
CNS and Neurological Disorders - Drug Targets,0.832 ,Q2,81,75,352,https://benthamscience.com/journals/cns-and-neurological-disorders-drug-targets/,Sin informacion,No
Reproductive Toxicology,0.816 ,Q2,106,137,518,http://www.elsevier.com/wps/find/journaldescription.cws_home/525489/description#description,0890-6238/1873-1708,A2
Pharmacology Biochemistry and Behavior,0.814 ,Q2,131,128,360,http://www.elsevier.com/wps/find/journaldescription.cws_home/525485/description#description,0091-3057/1873-5177,A2
Journal of Experimental Pharmacology,0.803 ,Q2,9,16,26,https://www.scimagojr.com/journalsearch.php?q=21100781436&tip=sid&clean=0,1179-1454,A2
Expert Opinion on Emerging Drugs,0.801 ,Q2,46,23,95,http://informahealthcare.com/loi/emd,1472-8214/1744-7623,A2
Journal of Cardiovascular Pharmacology,0.800 ,Q2,96,133,316,http://journals.lww.com/cardiovascularpharm/pages/default.aspx,0160-2446/1533-4023,A2
Toxicology in Vitro,0.799 ,Q2,102,301,690,http://www.elsevier.com/wps/find/journaldescription.cws_home/800/description#description,0887-2333/1879-3177,A2
Journal of Applied Toxicology,0.796 ,Q2,81,146,452,http://www3.interscience.wiley.com/journal/2457/home/ProductInformation.html,0260-437X/1099-1263,A2
Alcohol and Alcoholism,0.793 ,Q2,94,98,316,http://alcalc.oxfordjournals.org/?code=alcalc&.cgifields=code,0735-0414/1464-3502,A2
Journal of Biomolecular Screening,0.793 ,Q2,73,0,128,http://jbx.sagepub.com/,1552-454X,A1
Current Topics in Medicinal Chemistry,0.788 ,Q2,111,231,803,https://benthamscience.com/journals/current-topics-in-medicinal-chemistry/,1568-0266/1873-4294,A2
Journal of Computer-Aided Molecular Design,0.786 ,Q2,95,88,280,http://www.springer.com/chemistry/physical+chemistry/journal/10822,Sin informacion,No
Toxics,0.786 ,Q2,17,65,136,https://www.mdpi.com/journal/toxics,2305-6304,A1
Current Gene Therapy,0.782 ,Q2,68,37,131,https://benthamscience.com/journals/current-gene-therapy/,1566-5232/1875-5631,A2
Forensic Toxicology,0.782 ,Q2,33,56,143,http://www.springer.com/medicine/forensic/journal/11419,1860-8965/1860-8973,A2
Journal of Toxicology and Environmental Health - Part A,0.777 ,Q2,85,110,339,https://www.tandfonline.com/loi/uteh20,Sin informacion,No
Toxicological Research,0.775 ,Q2,26,53,126,https://www.scimagojr.com/journalsearch.php?q=21100197929&tip=sid&clean=0,1976-8257/2234-2753,A2
Mutagenesis,0.772 ,Q2,87,46,176,http://mutage.oxfordjournals.org/,0267-8357/1464-3804,A2
Clinical and Experimental Pharmacology and Physiology,0.769 ,Q2,99,138,479,http://www.wiley.com/bw/journal.asp?ref=0305-1870,0305-1870/1440-1681,A2
Fundamental and Clinical Pharmacology,0.766 ,Q2,69,91,209,http://www.wiley.com/bw/journal.asp?ref=0767-3981,0767-3981/1472-8206,A2
Environmental Toxicology and Pharmacology,0.765 ,Q2,76,145,727,http://www.elsevier.com/wps/find/journaldescription.cws_home/523024/description#description,1382-6689/1872-7077,A2
Ecotoxicology,0.764 ,Q2,86,140,429,http://www.springer.com/environment/journal/10646,0963-9292/1573-3017,A2
Journal of Medical Toxicology,0.760 ,Q2,46,50,175,http://www.springer.com/biomed/pharmaceutical+science/journal/13181,1556-9039/1937-6995,A2
Antiviral Therapy,0.753 ,Q2,83,66,288,http://www.intmedpress.com/index.cfm?pid=12,1359-6535/2040-2058,A2
Prostaglandins and Other Lipid Mediators,0.753 ,Q2,69,48,163,http://www.elsevier.com/wps/find/journaldescription.cws_home/525019/description#description,1098-8823/2212-196X,A2
Expert Opinion on Pharmacotherapy,0.742 ,Q2,74,232,667,http://informahealthcare.com/loi/eop,1465-6566/1744-7666,A2
Current Drug Targets,0.741 ,Q2,96,139,546,https://benthamscience.com/journals/current-drug-targets/,1389-4501/1873-5592,A2
Future Medicinal Chemistry,0.739 ,Q2,61,226,542,https://www.scimagojr.com/journalsearch.php?q=19700174974&tip=sid&clean=0,1756-8919/1756-8927,A2
Pharmacological Reports,0.736 ,Q2,78,182,557,http://www.if-pan.krakow.pl/pjp/,1734-1140/2299-5684,A2
Journal of Pharmacokinetics and Pharmacodynamics,0.735 ,Q2,57,52,159,http://www.springer.com/biomed/pharmaceutical+science/journal/10928,1567-567X/1573-8744,A2
Alcohol,0.729 ,Q2,78,119,235,http://www.elsevier.com/wps/find/journaldescription.cws_home/525453/description#description,0741-8329/1873-6823,A1
Inflammopharmacology,0.729 ,Q2,48,140,233,http://www.springer.com/birkhauser/biosciences/journal/10787,0925-4692/1568-5608,A2
Environmental Toxicology,0.722 ,Q2,74,139,535,http://www3.interscience.wiley.com/journal/117935719/grouphome/home.html,1520-4081/1522-7278,A1
Comparative Biochemistry and Physiology Part - C: Toxicology and Pharmacology,0.718 ,Q2,104,157,302,http://www.elsevier.com/wps/find/journaldescription.cws_home/525466/description#description,Sin informacion,No
Mycotoxin Research,0.718 ,Q2,34,47,91,http://www.springer.com/life+sciences/microbiology/journal/12550,0178-7888/1867-1632,A2
Archives of Environmental Contamination and Toxicology,0.714 ,Q2,104,111,351,https://www.springer.com/journal/244,0090-4341/1432-0703,A2
Basic and Clinical Pharmacology and Toxicology,0.714 ,Q2,85,188,530,http://www.wiley.com/bw/journal.asp?ref=1742-7835,1742-7835/1742-7843,A2
Marine Drugs,0.710 ,Q2,98,713,1148,https://www.mdpi.com/journal/marinedrugs,1660-3397,A2
Journal of Pharmacological and Toxicological Methods,0.708 ,Q2,67,250,258,http://www.elsevier.com/wps/find/journaldescription.cws_home/505776/description#description,1056-8719/1873-488X,A2
Cardiovascular Toxicology,0.706 ,Q2,50,70,162,https://www.springer.com/journal/12012,1530-7905/1559-0259,A2
Pharmacogenomics,0.691 ,Q2,87,130,484,http://www.futuremedicine.com/loi/pgs,1462-2416/1744-8042,A2
Chinese Medicine,0.679 ,Q2,38,57,143,http://www.cmjournal.org/,1749-8546,A1
Journal of Physiology and Pharmacology,0.678 ,Q2,74,91,271,http://www.jpp.krakow.pl/,0867-5910/1899-1505,A2
Archives of Pharmacal Research,0.675 ,Q2,81,111,431,https://www.scimagojr.com/journalsearch.php?q=19958&tip=sid&clean=0,0253-6269/1976-3786,A2
Journal of Cardiovascular Pharmacology and Therapeutics,0.674 ,Q2,47,71,183,http://cpt.sagepub.com/,1074-2484/1940-4034,A2
Birth Defects Research,0.672 ,Q2,12,143,278,https://onlinelibrary.wiley.com/journal/24721727,2472-1727,A2
Reading Teacher,0.668 ,Q2,47,104,294,https://ila.onlinelibrary.wiley.com/journal/19362714,0034-0561/1936-2714,A1
Biomarkers in Medicine,0.667 ,Q2,41,152,393,http://www.futuremedicine.com/loi/bmm,1752-0363/1752-0371,A2
Fitoterapia,0.666 ,Q2,96,298,737,http://www.elsevier.com/wps/find/journaldescription.cws_home/620051/description#description,0367-326X/1873-6971,A2
Pharmacognosy Reviews (discontinued),0.654 ,Q2,42,0,73,https://www.phcogrev.com/,Sin informacion,No
Bulletin of Mathematical Biology,0.652 ,Q2,84,194,345,https://www.springer.com/journal/11538,0092-8240/1522-9602,A1
Journal of Peptide Science,0.651 ,Q2,64,78,256,http://www3.interscience.wiley.com/journal/6016/home,1075-2617/1099-1387,A2
Current Drug Metabolism,0.650 ,Q2,102,122,305,https://benthamscience.com/journals/current-drug-metabolism/,1389-2002/1875-5453,A2
Journal of Ocular Pharmacology and Therapeutics,0.650 ,Q2,57,84,309,http://www.liebertpub.com/products/product.aspx?pid=40,1080-7683/1557-7732,A2
Contemporary Clinical Trials Communications,0.643 ,Q2,11,178,295,https://www.journals.elsevier.com/contemporary-clinical-trials-communications,2451-8654,A2
Molecular Informatics,0.643 ,Q2,64,77,197,https://www.scimagojr.com/journalsearch.php?q=19900192900&tip=sid&clean=0,1868-1743/1868-1751,A1
Journal of the American Pharmacists Association : JAPhA,0.638 ,Q2,62,220,468,http://www.medscape.com/viewpublication/71,Sin informacion,No
Anti-Cancer Drugs,0.636 ,Q2,90,142,395,https://journals.lww.com/anti-cancerdrugs/pages/aboutthejournal.aspx,Sin informacion,No
Immunopharmacology and Immunotoxicology,0.635 ,Q2,46,82,174,http://informahealthcare.com/ipi,0892-3973/1532-2513,A2
Toxicologic Pathology,0.630 ,Q2,102,95,312,http://tpx.sagepub.com/,0192-6233/1533-1601,A2
Current Molecular Pharmacology,0.629 ,Q2,37,28,97,https://benthamscience.com/journals/current-molecular-pharmacology/,1874-4672/1874-4702,A2
Drug Delivery and Translational Research,0.627 ,Q2,32,98,305,https://www.scimagojr.com/journalsearch.php?q=19700182043&tip=sid&clean=0,2190-393X/2190-3948,A2
"Food Additives and Contaminants - Part A Chemistry, Analysis, Control, Exposure and Risk Assessment",0.624 ,Q2,68,170,616,https://www.tandfonline.com/loi/tfac20,Sin informacion,No
IEEE Transactions on Nanobioscience,0.620 ,Q2,60,84,266,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7728,1536-1241/1558-2639,A2
Sustainable Chemistry and Pharmacy,0.620 ,Q2,14,67,105,https://www.journals.elsevier.com/sustainable-chemistry-and-pharmacy,2352-5541,A2
Naunyn-Schmiedeberg's Archives of Pharmacology,0.614 ,Q2,89,160,385,https://www.springer.com/journal/210,Sin informacion,No
BMC pharmacology & toxicology,0.612 ,Q2,26,88,234,https://www.scimagojr.com/journalsearch.php?q=21100218055&tip=sid&clean=0,2050-6511,A2
Current Pharmacology Reports,0.612 ,Q2,17,44,117,https://link.springer.com/journal/40495,2198-641X,A2
Toxicology Mechanisms and Methods,0.612 ,Q2,37,76,243,http://informahealthcare.com/loi/txm,1537-6516/1537-6524,A2
Phytochemical Analysis,0.611 ,Q2,67,87,172,http://www3.interscience.wiley.com/journal/5152/home,0958-0344/1099-1565,A1
Current Protocols in Pharmacology,0.610 ,Q2,24,13,48,https://www.scimagojr.com/journalsearch.php?q=21100198011&tip=sid&clean=0,1934-8282/1934-8290,A2
Current Pharmaceutical Design,0.606 ,Q2,149,450,1769,https://benthamscience.com/journals/current-pharmaceutical-design/,1381-6128/1873-4286,A2
Journal of Clinical Pharmacy and Therapeutics,0.605 ,Q2,69,155,404,https://onlinelibrary.wiley.com/journal/13652710,0269-4727/1365-2710,A2
Recent Patents on Anti-Cancer Drug Discovery,0.603 ,Q2,40,29,95,https://benthamscience.com/journals/recent-patents-on-anti-cancer-drug-discovery/,Sin informacion,No
