Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
World Psychiatry,9.239 ,Q1,81,93,286,https://onlinelibrary.wiley.com/journal/20515545,1723-8617/2051-5545,A1
Diabetes Care,6.480 ,Q1,346,468,1356,https://care.diabetesjournals.org/,0149-5992/1935-5548,A1
Annual Review of Nutrition,4.262 ,Q1,151,15,65,https://www.annualreviews.org/journal/nutr,Sin informacion,No
Resuscitation,3.109 ,Q1,129,476,1188,https://www.journals.elsevier.com/resuscitation,0300-9572/1873-1570,A1
Stroke,3.097 ,Q1,310,788,1986,https://www.ahajournals.org/journal/str,0039-2499/1524-4628,A1
Clinical and Translational Immunology,2.833 ,Q1,22,43,97,https://onlinelibrary.wiley.com/journal/20500068,2050-0068,A1
NursingPlus Open,2.707 ,Q1,6,0,11,https://www.journals.elsevier.com/nursingplus-open,2352-9008,A1
American Journal of Clinical Nutrition,2.704 ,Q1,325,377,1187,http://www.ajcn.org/,0002-9165/1938-3207,A1
International Journal of Behavioral Nutrition and Physical Activity,2.637 ,Q1,104,142,433,https://ijbnpa.biomedcentral.com/,1479-5868,A1
Advances in Nutrition,2.417 ,Q1,78,141,283,https://nutrition.org/publications/advances-in-nutrition/,2156-5376/2161-8313,A1
Nutrition Research Reviews,2.147 ,Q1,78,28,58,https://www.cambridge.org/core/journals/nutrition-research-reviews,0954-4224/1475-2700,A1
Nutrition Reviews,2.143 ,Q1,142,61,216,https://academic.oup.com/nutritionreviews,0029-6643/1753-4887,A1
Journal of the American Medical Directors Association,2.054 ,Q1,83,357,824,https://www.journals.elsevier.com/journal-of-the-american-medical-directors-association,1525-8610/1538-9375,A1
Current Opinion in HIV and AIDS,2.016 ,Q1,58,76,256,https://journals.lww.com/co-hivandaids/pages/default.aspx,1746-630X/1746-6318,A1
International Journal of Obesity,1.922 ,Q1,218,308,782,https://www.nature.com/ijo/,0307-0565/1476-5497,A1
Journal of Nutrition,1.797 ,Q1,254,301,906,https://academic.oup.com/jn,0022-3166/1541-6100,A1
Public Health Reviews,1.756 ,Q1,28,5,95,https://publichealthreviews.biomedcentral.com/,0301-0422/2107-6952,A1
Clinical Nutrition,1.737 ,Q1,130,550,856,https://www.journals.elsevier.com/clinical-nutrition,0261-5614/1532-1983,A1
Obesity,1.687 ,Q1,190,284,976,https://onlinelibrary.wiley.com/journal/1930739x,1930-7381/1930-739X,A1
Proceedings of the Nutrition Society,1.613 ,Q1,121,70,171,https://www.cambridge.org/core/journals/proceedings-of-the-nutrition-society,0029-6651/1475-2719,A1
Journal of Cancer Survivorship,1.608 ,Q1,58,99,268,https://www.springer.com/journal/11764,1932-2259/1932-2267,A1
Journals of Gerontology - Series B Psychological Sciences and Social Sciences,1.591 ,Q1,142,167,415,https://academic.oup.com/psychsocgerontology,Sin informacion,No
Journal of Substance Abuse Treatment,1.574 ,Q1,99,147,436,http://www.elsevier.com/wps/find/journaldescription.cws_home/525475/description#description,0740-5472/1873-6483,A1
Maternal and Child Nutrition,1.535 ,Q1,57,186,471,https://onlinelibrary.wiley.com/journal/17408709,1740-8695/1740-8709,A1
Current Opinion in Lipidology,1.524 ,Q1,120,84,269,https://journals.lww.com/co-lipidology/pages/default.aspx,0957-9672/1473-6535,A1
The Gerontologist,1.513 ,Q1,129,198,516,http://gerontologist.oxfordjournals.org/,0016-9013/1758-5341,A1
Nutrition and Healthy Aging,1.506 ,Q1,10,24,25,https://www.iospress.nl/journal/nutrition-and-healthy-aging/,2451-9480/2451-9502,A1
Global Heart,1.482 ,Q1,33,56,176,https://globalheartjournal.com/,2211-8160/2211-8179,A1
Journal of Clinical Lipidology,1.462 ,Q1,52,125,549,https://www.journals.elsevier.com/journal-of-clinical-lipidology,1876-4789/1933-2874,A1
Pediatric obesity,1.455 ,Q1,63,102,274,https://onlinelibrary.wiley.com/journal/20476310,2047-6302/2047-6310,A1
Journal of the Academy of Nutrition and Dietetics,1.441 ,Q1,164,217,664,https://www.journals.elsevier.com/journal-of-the-academy-of-nutrition-and-dietetics,2212-2672/2212-2680,A1
Biogerontology,1.426 ,Q1,70,64,181,https://www.springer.com/journal/10522,1389-5729/1573-6768,A1
Administration and Policy in Mental Health and Mental Health Services Research,1.411 ,Q1,62,91,271,https://www.springer.com/journal/10488,0894-587X/1573-3289,A1
International Journal of Nursing Studies,1.409 ,Q1,99,204,583,http://www.elsevier.com/wps/find/journaldescription.cws_home/266/description#description,0020-7489/1873-491X,A1
Journal of Oncology Practice,1.392 ,Q1,52,254,882,https://ascopubs.org/journal/jop,1935-469X,A1
Journal of Hospital Medicine,1.344 ,Q1,58,188,551,https://www.journalofhospitalmedicine.com/jhospmed,1553-5592/1553-5606,A1
Appetite,1.341 ,Q1,133,396,1334,https://www.journals.elsevier.com/appetite,0195-6663/1095-8304,A1
Nutrients,1.329 ,Q1,93,3087,4245,https://www.mdpi.com/journal/nutrients,2072-6643,A1
Journal of Pain and Symptom Management,1.316 ,Q1,135,306,859,https://www.journals.elsevier.com/journal-of-pain-and-symptom-management,0885-3924/1873-6513,A1
Journal of Nutritional Biochemistry,1.312 ,Q1,126,183,627,https://www.journals.elsevier.com/the-journal-of-nutritional-biochemistry,0955-2863/1873-4847,A1
Food Quality and Preference,1.296 ,Q1,110,226,516,https://www.sciencedirect.com/journal/food-quality-and-preference,0950-3293/1873-6343,A1
Journal of the International Society of Sports Nutrition,1.274 ,Q1,44,62,149,https://jissn.biomedcentral.com/,1550-2783,A1
Women's Health Issues,1.251 ,Q1,56,88,293,https://www.journals.elsevier.com/womens-health-issues,Sin informacion,No
European Journal of Nutrition,1.244 ,Q1,90,470,754,https://www.springer.com/journal/394,1436-6207/1436-6215,A1
British Journal of Nutrition,1.236 ,Q1,178,317,1108,https://www.cambridge.org/core/journals/british-journal-of-nutrition,0007-1145/1475-2662,A1
International Journal of Sport Nutrition and Exercise Metabolism,1.235 ,Q1,70,88,222,https://journals.humankinetics.com/view/journals/ijsnem/ijsnem-overview.xml,1526-484X/1543-2742,A1
"Applied Physiology, Nutrition and Metabolism",1.222 ,Q1,84,202,551,https://www.nrcresearchpress.com/journal/apnm,Sin informacion,No
Current Opinion in Clinical Nutrition and Metabolic Care,1.214 ,Q1,105,83,241,https://journals.lww.com/co-clinicalnutrition/pages/default.aspx,1363-1950/1473-6519,A1
Public Health Nutrition,1.210 ,Q1,129,399,1138,https://www.cambridge.org/core/journals/public-health-nutrition,1368-9800/1475-2727,A1
Clinical Simulation in Nursing,1.184 ,Q1,36,78,272,https://www.journals.elsevier.com/clinical-simulation-in-nursing,1876-1399/1876-1402,A1
Early Intervention in Psychiatry,1.183 ,Q1,42,246,321,https://onlinelibrary.wiley.com/journal/17517893,1751-7885/1751-7893,A1
Nurse Education Today,1.178 ,Q1,72,213,966,https://www.journals.elsevier.com/nurse-education-today,0260-6917/1532-2793,A1
International Psychogeriatrics,1.173 ,Q1,91,224,671,https://www.cambridge.org/core/journals/international-psychogeriatrics,1041-6102/1741-203X,A1
European Journal of Clinical Nutrition,1.165 ,Q1,152,270,757,https://www.nature.com/ejcn/,0954-3007/1476-5640,A1
Obesity Surgery,1.155 ,Q1,133,650,1684,https://www.springer.com/journal/11695,0960-8923/1708-0428,A1
Alzheimer Disease and Associated Disorders,1.152 ,Q1,92,76,174,https://journals.lww.com/alzheimerjournal/pages/default.aspx,0893-0341/1546-4156,A1
BMC Medical Ethics,1.150 ,Q1,39,103,254,https://bmcmedethics.biomedcentral.com/,1472-6939,A1
Journal of Parenteral and Enteral Nutrition,1.148 ,Q1,92,174,476,https://onlinelibrary.wiley.com/journal/19412444,0148-6071/1941-2444,A1
Childhood Obesity,1.115 ,Q1,33,65,190,https://home.liebertpub.com/publications/childhood-obesity/384/overview,2153-2168/2153-2176,A1
Journal of Nursing Scholarship,1.074 ,Q1,76,80,236,http://www.wiley.com/bw/journal.asp?ref=1527-6546&site=1,1527-6546/1547-5069,A1
