Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Nature Reviews Molecular Cell Biology,29.997,Q1,411,115,382,https://www.nature.com/nrm/,1471-0072/1471-0080,A1
Nature Reviews Genetics,28.619,Q1,345,113,376,https://www.nature.com/nrg/,1471-0056/1471-0064,A1
Cell,24.698,Q1,747,581,1881,https://www.cell.com/cell/home,0092-8674/1097-4172,A1
Nature Reviews Cancer,21.287,Q1,418,138,366,https://www.nature.com/nrc/,1474-175X/1474-1768,A1
Nature Methods,20.148,Q1,289,412,936,https://www.nature.com/nmeth/,1548-7091/1548-7105,A1
Nature Genetics,19.795,Q1,550,264,820,https://www.nature.com/ng/,1061-4036/1546-1718,A1
Annual Review of Biochemistry,17.387,Q1,285,30,104,https://www.annualreviews.org/journal/biochem,Sin informacion,No
Nature Medicine,15.812,Q1,524,425,919,https://www.nature.com/nm/,1078-8956/1546-170X,A1
Nature Biotechnology,12.565,Q1,426,380,1088,https://www.nature.com/nbt/,1087-0156/1546-1696,A1
Cancer Cell,11.909,Q1,316,158,581,https://www.cell.com/cancer-cell/home,1535-6108/1878-3686,A1
Annual Review of Cell and Developmental Biology,11.782,Q1,211,30,79,https://www.annualreviews.org/journal/cellbio,Sin informacion,No
Nature Catalysis,11.104,Q1,38,187,185,https://www.nature.com/natcatal/,2520-1158,A1
Molecular Cell,11.075,Q1,375,419,1205,http://www.cell.com/molecular-cell/,1097-2765/1097-4164,A1
Annual Review of Plant Biology,10.836,Q1,247,29,78,https://www.annualreviews.org/journal/arplant,Sin informacion,No
Cell Metabolism,10.810,Q1,244,246,738,http://www.cell.com/cell-metabolism/,1550-4131/1932-7420,A1
Annual Review of Physiology,10.545,Q1,197,26,70,https://www.annualreviews.org/journal/physiol,Sin informacion,No
Physiological Reviews,10.153,Q1,330,39,127,https://journals.physiology.org/journal/physrev,0031-9333/1522-1210,A1
Journal of Clinical Oncology,10.054,Q1,525,574,2341,https://ascopubs.org/journal/jco,0732-183X/1527-7755,A1
Nature Cell Biology,9.916 ,Q1,356,196,600,https://www.nature.com/ncb/,1465-7392/1476-4679,A1
Trends in Cell Biology,9.496 ,Q1,228,90,280,https://www.cell.com/trends/cell-biology/home,0962-8924/1879-3088,A1
Genome Biology,9.479 ,Q1,226,300,738,https://genomebiology.biomedcentral.com/,1474-7596/1474-760X,A1
Cell Stem Cell,9.340 ,Q1,233,191,634,http://www.cell.com/cell-stem-cell/,1875-9777/1934-5909,A1
The Lancet Diabetes and Endocrinology,9.337 ,Q1,97,256,784,https://www.thelancet.com/journals/landia/home,2213-8587/2213-8595,A1
Genome Research,9.245 ,Q1,285,187,545,https://genome.cshlp.org/,1088-9051/1549-5469,A1
Annual Review of Genetics,8.931 ,Q1,178,22,75,https://www.annualreviews.org/journal/genet,Sin informacion,No
Nucleic Acids Research,8.907 ,Q1,491,1289,3973,https://academic.oup.com/nar,0305-1048/1362-4962,A1
Nature Structural and Molecular Biology,8.792 ,Q1,260,181,521,https://www.nature.com/nsmb/,1545-9985/1545-9993,A1
Molecular Biology and Evolution,8.162 ,Q1,210,233,869,https://academic.oup.com/mbe,0737-4038/1537-1719,A1
Trends in Biochemical Sciences,7.974 ,Q1,265,104,303,https://www.cell.com/trends/biochemical-sciences/home,0167-7640/0376-5067,A1
Nature Microbiology,7.922 ,Q1,58,315,716,https://www.nature.com/nmicrobiol/,2058-5276,A1
Genes and Development,7.920 ,Q1,425,137,578,http://genesdev.cshlp.org/,0890-9369/1549-5477,A1
Nature Protocols,7.649 ,Q1,230,162,476,https://www.nature.com/nprot/,1750-2799/1754-2189,A1
JAMA Oncology,7.593 ,Q1,80,517,1361,https://jamanetwork.com/journals/jamaoncology,2374-2437/2374-2445,A1
Cell Systems,7.556 ,Q1,40,112,452,https://www.cell.com/cell-systems/home,2405-4712/2405-4720,A1
Annual Review of Biophysics,7.456 ,Q1,153,23,70,https://www.annualreviews.org/journal/biophys,Sin informacion,No
American Journal of Human Genetics,7.376 ,Q1,293,224,638,https://www.cell.com/ajhg/home,0002-9297/1537-6605,A1
Microbiology and Molecular Biology Reviews,7.365 ,Q1,238,21,77,http://mmbr.asm.org/,1092-2172/1098-5557,A1
Molecular Systems Biology,7.338 ,Q1,140,51,178,https://www.embopress.org/journal/17444292,1744-4292,A1
Pharmacological Reviews,7.179 ,Q1,221,22,72,http://pharmrev.aspetjournals.org/,0031-6997/1521-0081,A1
Cell Host and Microbe,7.168 ,Q1,163,198,620,https://www.cell.com/cell-host-microbe/home,1931-3128/1934-6069,A1
EMBO Journal,7.086 ,Q1,381,282,756,https://www.embopress.org/journal/14602075,0261-4189/1460-2075,A1
Nature Chemical Biology,7.004 ,Q1,199,237,687,https://www.nature.com/nchembio/,1552-4450/1552-4469,A1
Journal of the American Chemical Society,6.976 ,Q1,582,2514,7611,https://pubs.acs.org/journal/jacsat,0002-7863/1520-5126,A1
Trends in Genetics,6.556 ,Q1,216,97,261,https://www.cell.com/trends/genetics/home,0168-9525/1362-4555,A1
Genome Medicine,6.411 ,Q1,76,92,357,https://genomemedicine.biomedcentral.com/,1756-994X,A1
Systematic Biology,6.299 ,Q1,178,73,234,https://academic.oup.com/sysbio,1063-5157/1076-836X,A1
Molecular Psychiatry,6.290 ,Q1,207,381,812,https://www.nature.com/mp/,1359-4184/1476-5578,A1
Nano Today,6.198 ,Q1,131,60,150,https://www.journals.elsevier.com/nano-today/,1748-0132/1878-044X,A1
Chem,6.144 ,Q1,54,230,519,https://www.cell.com/chem/home,2451-9294/2451-9308,A1
Annals of the Rheumatic Diseases,6.142 ,Q1,228,647,1221,http://ard.bmj.com/content/by/year,0003-4967/1468-2060,A1
Cell Research,6.141 ,Q1,153,139,464,https://www.nature.com/cr/,1001-0602/1748-7838,A1
eLife,6.079 ,Q1,115,1675,4167,https://elifesciences.org/magazine,2050-084X,A1
Cell Reports,6.058 ,Q1,130,1287,3513,https://www.cell.com/cell-reports/home,2211-1247,A1
Cold Spring Harbor perspectives in biology,5.926 ,Q1,153,93,316,https://cshperspectives.cshlp.org/,1943-0264,A1
Nature Biomedical Engineering,5.887 ,Q1,37,158,312,https://www.nature.com/natbiomedeng/,2157-846X,A1
Journal of Cell Biology,5.646 ,Q1,368,328,1038,https://rupress.org/jcb,0021-9525/1540-8140,A1
Nature Reviews Endocrinology,5.634 ,Q1,132,145,604,https://www.nature.com/nrendo/,1759-5029/1759-5037,A1
PLoS Medicine,5.616 ,Q1,215,290,791,https://journals.plos.org/plosmedicine/,1549-1277/1549-1676,A1
Nature Communications,5.569 ,Q1,298,5835,14031,https://www.nature.com/ncomms/,2041-1723,A1
Blood,5.416 ,Q1,448,852,3077,https://ashpublications.org/blood,0006-4971/1528-0020,A1
Plant Cell,5.399 ,Q1,329,280,729,http://www.plantcell.org/,1040-4651/1532-298X,A1
Journal of the National Cancer Institute,5.356 ,Q1,348,208,783,http://jnci.oxfordjournals.org/,Sin informacion,No
Journal of Extracellular Vesicles,5.274 ,Q1,56,78,113,https://www.tandfonline.com/toc/zjev20/current,2001-3078,A1
Clinical Cancer Research,5.241 ,Q1,310,820,2202,https://clincancerres.aacrjournals.org/,1078-0432/1557-3265,A1
Current Opinion in Cell Biology,5.231 ,Q1,254,114,312,https://www.journals.elsevier.com/current-opinion-in-cell-biology,0955-0674/1879-0410,A1
Developmental Cell,5.220 ,Q1,253,322,915,https://www.cell.com/developmental-cell/home,1534-5807/1878-1551,A1
Annual Review of Genomics and Human Genetics,5.179 ,Q1,112,22,55,https://www.annualreviews.org/journal/genom,Sin informacion,No
Advanced Science,5.133 ,Q1,80,543,702,https://onlinelibrary.wiley.com/journal/21983844,2198-3844,A1
Endocrine Reviews,4.991 ,Q1,263,51,113,https://academic.oup.com/edrv,0163-769X/1945-7189,A1
Biological Reviews,4.974 ,Q1,153,107,271,https://onlinelibrary.wiley.com/journal/1469185x,1464-7931/1469-185X,A1
